Source Filename,Original First Index,Original Last Index,Original First Timestamp,Original Last Timestamp,New Index,New Timestamp,Original Second Text,New Text (Full)
1e.srt,234,237,"00:20:10,711 --> 00:20:13,255","00:20:19,511 --> 00:20:22,222",214,"00:20:10,711 --> 00:20:22,222","which I was supposed to read before the survey,","- [trainee] What? - Well, there was a preamble, which I was supposed to read before the survey, to lead into the questions and… But I unfortunately skipped that and went straight into the survey."
1e.srt,241,242,"00:20:33,108 --> 00:20:38,197","00:20:38,280 --> 00:20:39,865",218,"00:20:33,108 --> 00:20:39,865",- I don't know. - …did your nails and...,"You think we grew a full human, gave you consciousness… - I don't know. - …did your nails and..."
1e.srt,253,254,"00:21:25,827 --> 00:21:27,955","00:21:28,038 --> 00:21:31,083",229,"00:21:25,827 --> 00:21:31,083",on the severed floor of Lumon Industries.,"You see, you have been hired to a position on the severed floor of Lumon Industries."
1e.srt,257,258,"00:21:49,101 --> 00:21:50,853","00:21:50,936 --> 00:21:55,607",232,"00:21:49,101 --> 00:21:55,607","let's chat about something I bet you have heard of, the work/life balance.","Before we hop on that, let's chat about something I bet you have heard of, the work/life balance."
1e.srt,272,273,"00:22:58,128 --> 00:23:00,339","00:23:00,422 --> 00:23:03,884",246,"00:22:58,128 --> 00:23:03,884",…a disembodied voice asked me 19 times who I was.,"And, uh… [smacks lips] …a disembodied voice asked me 19 times who I was."
1e.srt,275,276,"00:23:07,012 --> 00:23:09,223","00:23:09,306 --> 00:23:15,646",248,"00:23:07,012 --> 00:23:15,646",I told that voice that I would find him and kill him. [chuckles],"And when I realized I couldn't answer, I told that voice that I would find him and kill him. [chuckles]"
1e.srt,326,327,"00:28:03,600 --> 00:28:07,104","00:28:07,187 --> 00:28:10,315",298,"00:28:03,600 --> 00:28:10,315",which Mark can't possibly derail.,"The good news is, there's only one part left of your orientation, which Mark can't possibly derail."
1e.srt,337,338,"00:29:29,770 --> 00:29:31,188","00:29:31,855 --> 00:29:36,693",308,"00:29:29,770 --> 00:29:36,693",hell is just the product of a morbid human imagination.,"The good news is, hell is just the product of a morbid human imagination."
1e.srt,339,340,"00:29:36,777 --> 00:29:37,778","00:29:39,363 --> 00:29:43,283",309,"00:29:36,777 --> 00:29:43,283","whatever humans can imagine, they can usually create.","The bad news is, whatever humans can imagine, they can usually create."
1e.srt,348,349,"00:30:47,764 --> 00:30:48,932","00:30:49,016 --> 00:30:53,187",317,"00:30:47,764 --> 00:30:53,187",roughly two hours before it will be shown to me.,I'm making this video roughly two hours before it will be shown to me.
1e.srt,350,351,"00:30:55,147 --> 00:30:58,483","00:30:58,567 --> 00:31:00,485",318,"00:30:55,147 --> 00:31:00,485",colloquially known as severance.,"I have, of my own free accord, elected to undergo the procedure colloquially known as severance."
1e.srt,352,353,"00:31:02,321 --> 00:31:07,409","00:31:07,492 --> 00:31:11,663",319,"00:31:02,321 --> 00:31:11,663",separating my memories between my work life and my personal life.,"I give consent for my perceptual chronologies to be surgically split, separating my memories between my work life and my personal life."
1e.srt,354,355,"00:31:12,623 --> 00:31:13,957","00:31:14,041 --> 00:31:18,128",320,"00:31:12,623 --> 00:31:18,128",my access to my memories will be spatially dictated.,"I acknowledge that, henceforth, my access to my memories will be spatially dictated."
1e.srt,356,358,"00:31:19,421 --> 00:31:21,965","00:31:25,052 --> 00:31:27,513",321,"00:31:19,421 --> 00:31:27,513","whilst on Lumon's severed basement floor,","I will be unable to access outside recollections whilst on Lumon's severed basement floor, nor retain work memories upon my ascent."
1e.srt,359,360,"00:31:29,932 --> 00:31:33,185","00:31:33,268 --> 00:31:36,188",322,"00:31:29,932 --> 00:31:36,188",is comprehensive and irreversible.,I am aware that this alteration is comprehensive and irreversible.
1e.srt,382,384,"00:34:43,458 --> 00:34:46,043","00:34:48,589 --> 00:34:52,176",344,"00:34:43,458 --> 00:34:52,176",you slipped on an overhead projector slide,"[Mark] ""Dear Mark, Whilst carrying boxes in a room today, you slipped on an overhead projector slide and sustained a minor blow to the temple."""
1e.srt,413,415,"00:38:00,405 --> 00:38:02,866","00:38:06,828 --> 00:38:08,908",373,"00:38:00,405 --> 00:38:08,908","Also, I know we're nearing the anniversary,","- Oh, must have slipped my mind. - [chuckles] Also, I know we're nearing the anniversary, so I just thought maybe you'd wanna be around people."
1e.srt,430,431,"00:38:54,418 --> 00:38:56,086","00:38:56,170 --> 00:39:00,757",388,"00:38:54,418 --> 00:39:00,757","No, what a lot of people overlook, I think, is that life is not food.","- [Ricken] Hi. - [all laughing] No, what a lot of people overlook, I think, is that life is not food."
1e.srt,432,433,"00:39:00,841 --> 00:39:02,551","00:39:02,634 --> 00:39:06,054",389,"00:39:00,841 --> 00:39:06,054",this complex quality of sentience and... and activity.,"- Right. - You've got life, this complex quality of sentience and... and activity."
1e.srt,438,439,"00:39:15,898 --> 00:39:17,566","00:39:17,649 --> 00:39:22,863",394,"00:39:15,898 --> 00:39:22,863","Sorry, uh, Mark and my dad used to have ""whiskey is life"" carved on a flask.","Though, if I'm… [imitates tapping on mic] Sorry, uh, Mark and my dad used to have ""whiskey is life"" carved on a flask."
1e.srt,444,445,"00:39:32,331 --> 00:39:33,332","00:39:33,415 --> 00:39:35,792",399,"00:39:32,331 --> 00:39:35,792",So I'm curious for your take on all of this.,Yeah. Um… So I'm curious for your take on all of this.
1e.srt,450,451,"00:39:47,179 --> 00:39:48,931","00:39:49,014 --> 00:39:52,768",404,"00:39:47,179 --> 00:39:52,768",about the comparative levels of violence and warfare throughout history.,I was just reading this think piece about the comparative levels of violence and warfare throughout history.
1e.srt,455,456,"00:40:02,528 --> 00:40:04,464","00:40:04,488 --> 00:40:05,697",408,"00:40:02,528 --> 00:40:05,697",to have called it World War I.,"- Hmm. - Apparently, it would have been a faux pas to have called it World War I."
1e.srt,459,460,"00:40:11,411 --> 00:40:16,792","00:40:16,875 --> 00:40:20,212",411,"00:40:11,411 --> 00:40:20,212",'cause World War II hadn't happened yet.,"Well, uh… [stammers] …you know, no one would've called it World War I 'cause World War II hadn't happened yet."
1e.srt,474,478,"00:40:49,700 --> 00:40:51,660","00:40:59,209 --> 00:41:03,338",425,"00:40:49,700 --> 00:41:03,338","Yeah, but I'm in the corporate archives division, so…","- [Rebeck] What don't they make? - [all chuckle] Yeah, but I'm in the corporate archives division, so… - Oh, so you know all the dirty secrets. - [all chuckling] - No, not really. - [Ricken] No. Um, Mark's work is sensitive enough as to require the severance procedure."
1e.srt,491,492,"00:41:48,175 --> 00:41:51,553","00:41:51,637 --> 00:41:54,973",438,"00:41:48,175 --> 00:41:54,973","so when you're not at work, you have no recollection of what it is you do there.","Well, it's simple. One's memories are bifurcated, so when you're not at work, you have no recollection of what it is you do there."
1e.srt,494,495,"00:41:56,141 --> 00:41:58,936","00:41:59,019 --> 00:42:01,605",440,"00:41:56,141 --> 00:42:01,605","and then suddenly it's 5:00, and you're leaving?","- Well, it's... - [friend 2] So you walk in at 9:00 a.m., and then suddenly it's 5:00, and you're leaving?"
1e.srt,499,500,"00:42:11,406 --> 00:42:13,575","00:42:13,659 --> 00:42:16,203",444,"00:42:11,406 --> 00:42:16,203","- I mean, not trapped, but... - [Mark] But what?","[Ricken] Well, uh… - I mean, not trapped, but... - [Mark] But what?"
1e.srt,504,505,"00:42:35,138 --> 00:42:36,431","00:42:36,515 --> 00:42:37,795",448,"00:42:35,138 --> 00:42:37,795",- missing the point here. - Yeah.,"Okay, I think we may be - missing the point here. - Yeah."
1e.srt,507,508,"00:42:42,062 --> 00:42:43,814","00:42:45,190 --> 00:42:47,150",450,"00:42:42,062 --> 00:42:47,150",ethically and socially.,"And that decision was controversial, ethically and socially."
1e.srt,510,511,"00:42:51,530 --> 00:42:54,950","00:42:55,576 --> 00:42:56,785",452,"00:42:51,530 --> 00:42:56,785",without reservation.,"But, Mark, I stand behind you without reservation."
1e.srt,516,519,"00:43:07,963 --> 00:43:10,382","00:43:16,555 --> 00:43:21,101",457,"00:43:07,963 --> 00:43:21,101","- I would say something like, ""Dig in."" - [all laugh]","[Ricken] Well, um, we're at the point where, traditionally, - I would say something like, ""Dig in."" - [all laugh] But I must say, I do think that the lack of food has allowed us to already do so on a much deeper level."
1e.srt,523,524,"00:43:31,570 --> 00:43:36,491","00:43:36,575 --> 00:43:40,037",461,"00:43:31,570 --> 00:43:40,037",I'll wait until after it's born to murder you.,"Well, because your child is innocent of tonight's atrocities, I'll wait until after it's born to murder you."
1e.srt,533,534,"00:44:20,327 --> 00:44:23,872","00:44:23,956 --> 00:44:26,792",470,"00:44:20,327 --> 00:44:26,792",isn't the same thing as healing.,I just feel like forgetting about her for eight hours a day isn't the same thing as healing.
1e.srt,543,544,"00:44:55,988 --> 00:44:57,906","00:44:57,990 --> 00:45:01,034",479,"00:44:55,988 --> 00:45:01,034",so I won't finish with the big one for some time.,"[Ricken] I'm making all the bedsheets myself, so I won't finish with the big one for some time."
1e.srt,545,547,"00:45:01,785 --> 00:45:04,288","00:45:07,207 --> 00:45:09,585",480,"00:45:01,785 --> 00:45:09,585","and the pajamas were made on a Baltic handloom,","But the twin is comfortable, and the pajamas were made on a Baltic handloom, so you'll sleep well."
1e.srt,549,550,"00:45:14,339 --> 00:45:16,341","00:45:16,425 --> 00:45:20,262",482,"00:45:14,339 --> 00:45:20,262",that switching out the beds as the child grows can wound that child.,"- [Ricken] Right. - Oh, Ricken's colleague told us that switching out the beds as the child grows can wound that child."
1e.srt,552,553,"00:45:21,805 --> 00:45:26,018","00:45:26,101 --> 00:45:29,146",484,"00:45:21,805 --> 00:45:29,146",you allow it to progress across the room at its own rate.,"But if you provide said child with all of its beds upon birth, you allow it to progress across the room at its own rate."
1e.srt,585,586,"00:48:31,870 --> 00:48:35,332","00:48:35,415 --> 00:48:38,502",516,"00:48:31,870 --> 00:48:38,502",of Mom and Dad switching out my beds when we were kids.,"I'm sorry, I just had to drown out the memory of Mom and Dad switching out my beds when we were kids."
1e.srt,617,618,"00:51:26,420 --> 00:51:29,506","00:51:30,966 --> 00:51:32,426",547,"00:51:26,420 --> 00:51:32,426",You've unsevered.,"Right. Um, okay. So… You've unsevered."
1e.srt,619,620,"00:51:32,509 --> 00:51:38,140","00:51:41,101 --> 00:51:42,102",548,"00:51:32,509 --> 00:51:42,102",Yeah.,"And now you, what, think they're after you or something? Uh… Yeah."
1e.srt,622,623,"00:51:49,693 --> 00:51:54,323","00:51:54,406 --> 00:51:57,701",550,"00:51:49,693 --> 00:51:57,701",We both know him. We don't like him.,"Graner. Okay. Is that, uh, like, a person you know or… We both know him. We don't like him."
1e.srt,626,627,"00:52:12,049 --> 00:52:13,759","00:52:14,718 --> 00:52:18,180",553,"00:52:12,049 --> 00:52:18,180",the things I know need to stay known.,"If something happens to me, the things I know need to stay known."
1e.srt,636,637,"00:53:23,745 --> 00:53:27,291","00:53:27,916 --> 00:53:30,627",562,"00:53:23,745 --> 00:53:30,627",what choices we had made and why.,"We used to wonder what kind of men we were on the outside, what choices we had made and why."
1e.srt,638,639,"00:53:37,384 --> 00:53:39,344","00:53:39,428 --> 00:53:41,805",563,"00:53:37,384 --> 00:53:41,805",to put someone in a place like that office.,I used to think it would take a monster to put someone in a place like that office.
2e.srt,1,2,"00:00:02,294 --> 00:00:03,812","00:00:03,836 --> 00:00:08,132",1,"00:00:02,294 --> 00:00:08,132",my access to my memories will be spatially dictated.,"[Helly] I acknowledge that, henceforth, my access to my memories will be spatially dictated."
2e.srt,3,5,"00:00:09,218 --> 00:00:11,720","00:00:14,932 --> 00:00:17,351",2,"00:00:09,218 --> 00:00:17,351","whilst on Lumon's severed basement floor,","I will be unable to access outside recollections whilst on Lumon's severed basement floor, nor retain work memories upon my ascent."
2e.srt,6,7,"00:00:19,728 --> 00:00:22,898","00:00:22,981 --> 00:00:25,526",3,"00:00:19,728 --> 00:00:25,526",is comprehensive and irreversible.,I am aware that this alteration is comprehensive and irreversible.
2e.srt,13,14,"00:00:48,340 --> 00:00:51,593","00:00:51,677 --> 00:00:53,136",9,"00:00:48,340 --> 00:00:53,136",in the elevator back up.,"But the next time you yourself will be sentient will be this evening, in the elevator back up."
2e.srt,43,45,"00:03:52,733 --> 00:03:57,404","00:03:59,781 --> 00:04:01,658",38,"00:03:52,733 --> 00:04:01,658","we help by bringing them here to the stairwell,","Okay, so sometimes when a new hire is adjusting to a severed space, we help by bringing them here to the stairwell, to experience the transition viscerally."
2e.srt,65,66,"00:04:54,336 --> 00:04:55,337","00:04:55,420 --> 00:04:58,882",58,"00:04:54,336 --> 00:04:58,882","when we heard you were coming here, it was like a miracle.","- [sighs] - Hey, when we heard you were coming here, it was like a miracle."
2e.srt,84,85,"00:09:00,582 --> 00:09:03,210","00:09:03,293 --> 00:09:05,629",76,"00:09:00,582 --> 00:09:05,629",since we don't actually get to experience it.,"I mean, I find it helps to focus on the effects of sleep since we don't actually get to experience it."
2e.srt,93,94,"00:09:32,072 --> 00:09:34,074","00:09:34,157 --> 00:09:36,368",84,"00:09:32,072 --> 00:09:36,368",which I started some 11 weeks back.,"[Dylan] My current file's called ""Tumwater""… which I started some 11 weeks back."
2e.srt,97,99,"00:09:39,496 --> 00:09:41,832","00:09:44,668 --> 00:09:49,256",87,"00:09:39,496 --> 00:09:49,256","which means I've earned four of the five tier incentives,","- [Mark] No. - [Dylan] I've got it 96% sorted, which means I've earned four of the five tier incentives, including the erasers and the finger traps that you see displayed here."
2e.srt,106,108,"00:10:04,605 --> 00:10:06,690","00:10:08,901 --> 00:10:11,195",94,"00:10:04,605 --> 00:10:11,195","one of us gets named refiner of the quarter,","But if we hit our numbers by quarter's end, one of us gets named refiner of the quarter, and that shit gets you a waffle party."
2e.srt,125,126,"00:11:11,964 --> 00:11:13,799","00:11:13,882 --> 00:11:17,344",111,"00:11:11,964 --> 00:11:17,344",falls into one of four essential categories.,"Now, all the data you see falls into one of four essential categories."
2e.srt,127,128,"00:11:17,427 --> 00:11:19,555","00:11:19,638 --> 00:11:24,184",112,"00:11:17,427 --> 00:11:24,184",and then sort it evenly between five digital buckets.,"And we group each line of code, and then sort it evenly between five digital buckets."
2e.srt,131,132,"00:11:27,855 --> 00:11:31,233","00:11:31,316 --> 00:11:32,943",115,"00:11:27,855 --> 00:11:32,943",until the new ones come in.,I do think the old photos are supposed to stay on the desk until the new ones come in.
2e.srt,138,139,"00:11:53,505 --> 00:11:58,677","00:11:58,760 --> 00:12:01,180",121,"00:11:53,505 --> 00:12:01,180",an emotional response in the refiner.,Each category of numbers presents in such an order as to elicit an emotional response in the refiner.
2e.srt,144,145,"00:12:13,192 --> 00:12:14,943","00:12:15,027 --> 00:12:16,612",126,"00:12:13,192 --> 00:12:16,612",and look for numbers that are scary?,My job is to scroll through this spreadsheet and look for numbers that are scary?
2e.srt,149,150,"00:12:24,995 --> 00:12:26,872","00:12:26,955 --> 00:12:29,333",130,"00:12:24,995 --> 00:12:29,333",the passage of the handbook on changing out group photos.,"Hey, Mark. I just printed out the passage of the handbook on changing out group photos."
2e.srt,158,159,"00:12:52,523 --> 00:12:53,815","00:12:53,899 --> 00:12:58,111",138,"00:12:52,523 --> 00:12:58,111",you can submit a resignation request with your outside self for review.,"If you're really unhappy, you can submit a resignation request with your outside self for review."
2e.srt,161,162,"00:13:00,155 --> 00:13:03,867","00:13:05,452 --> 00:13:06,453",140,"00:13:00,155 --> 00:13:06,453",What?,"Well, they do tend to be rejected. Plus, you know… What?"
2e.srt,163,164,"00:13:07,329 --> 00:13:12,167","00:13:13,001 --> 00:13:15,462",141,"00:13:07,329 --> 00:13:15,462","I mean, quitting would effectively end your life.","Well, since this perceptual version of you only exists at Lumon, I mean, quitting would effectively end your life."
2e.srt,175,176,"00:13:47,953 --> 00:13:50,122","00:13:50,205 --> 00:13:55,002",152,"00:13:47,953 --> 00:13:55,002",and something about me is that I know all nine core Lumon principles.,"And I've worked here for three years, and something about me is that I know all nine core Lumon principles."
2e.srt,185,187,"00:14:37,961 --> 00:14:39,671","00:14:44,426 --> 00:14:46,553",161,"00:14:37,961 --> 00:14:46,553","ten hours total, and…","I've been at Lumon for, like… ten hours total, and… I'm sorry, I don't know anything about myself."
2e.srt,190,192,"00:14:52,684 --> 00:14:53,924","00:14:56,146 --> 00:14:57,290",164,"00:14:52,684 --> 00:14:57,290","but I don't know if home is a house, or an apartment,","I guess I went home last night, but I don't know if home is a house, or an apartment, or if I live with a family..."
2e.srt,199,200,"00:15:14,248 --> 00:15:16,917","00:15:17,000 --> 00:15:18,377",171,"00:15:14,248 --> 00:15:18,377",is pretty curtailed.,So what you'll find here is that communication between selves is pretty curtailed.
2e.srt,212,213,"00:15:48,198 --> 00:15:51,243","00:15:51,326 --> 00:15:54,496",183,"00:15:48,198 --> 00:15:54,496",and her hair is what we call shoulder-length.,"At 5'6"", she's the fourth tallest person in your office, and her hair is what we call shoulder-length."
2e.srt,221,222,"00:16:26,653 --> 00:16:28,655","00:16:29,573 --> 00:16:31,575",191,"00:16:26,653 --> 00:16:31,575","[clears throat] Well, I, um…","Uh... [chuckles] Um… [clears throat] Well, I, um…"
2e.srt,225,227,"00:16:43,921 --> 00:16:46,924","00:16:49,843 --> 00:16:52,054",194,"00:16:43,921 --> 00:16:52,054",and it just…,"I was dusting the old group photos, the ones with Petey, and it just… made me feel sad."
2e.srt,228,229,"00:16:53,639 --> 00:16:55,265","00:16:56,225 --> 00:17:00,103",195,"00:16:53,639 --> 00:17:00,103",worried that I won't be able to run MDR like he did.,"And, I guess, worried that I won't be able to run MDR like he did."
2e.srt,231,233,"00:17:03,565 --> 00:17:04,775","00:17:08,945 --> 00:17:11,156",197,"00:17:03,565 --> 00:17:11,156","took 'em from the cubicles and put 'em in the storage closet,","So I… took 'em from the cubicles and put 'em in the storage closet, which we're not supposed to do."
2e.srt,237,238,"00:17:25,337 --> 00:17:29,383","00:17:29,466 --> 00:17:32,553",201,"00:17:25,337 --> 00:17:32,553","and not for, say, Carol D.","Though, it is puzzling you have an outburst like this for Petey, and not for, say, Carol D."
2e.srt,242,243,"00:17:43,105 --> 00:17:45,107","00:17:45,190 --> 00:17:51,363",205,"00:17:43,105 --> 00:17:51,363","if he's at some new job or drunk on a beach, or dead...","And I mean, I... I don't know if he's at some new job or drunk on a beach, or dead..."
2e.srt,245,246,"00:18:02,916 --> 00:18:05,043","00:18:05,127 --> 00:18:08,255",207,"00:18:02,916 --> 00:18:08,255",that things like deaths happen outside of here.,I think this is a good time to remind ourselves that things like deaths happen outside of here.
2e.srt,257,258,"00:19:24,289 --> 00:19:26,089","00:19:26,124 --> 00:19:27,918",218,"00:19:24,289 --> 00:19:27,918",because our babysitter told you to stop?,You're just done asking about your best friend because our babysitter told you to stop?
2e.srt,276,277,"00:20:29,021 --> 00:20:30,731","00:20:30,814 --> 00:20:33,209",236,"00:20:29,021 --> 00:20:33,209",or the never-seeing-the-sun-thing or the disappearing-friends thing.,I don't wanna do the file-sorting thing or the never-seeing-the-sun-thing or the disappearing-friends thing.
2e.srt,299,300,"00:21:55,607 --> 00:21:59,403","00:21:59,486 --> 00:22:03,699",258,"00:21:55,607 --> 00:22:03,699",and I must've just forgotten to go over data-smuggling rules with Helly.,"So, this is embarrassing, but, uh, it's my first time training, and I must've just forgotten to go over data-smuggling rules with Helly."
2e.srt,304,305,"00:22:12,165 --> 00:22:14,668","00:22:14,751 --> 00:22:19,298",262,"00:22:12,165 --> 00:22:19,298","that one, it's on me and, uh, I apologize for that, sir.","Yeah, so if Helly tripped the code detectors, that one, it's on me and, uh, I apologize for that, sir."
2e.srt,308,309,"00:22:25,012 --> 00:22:26,972","00:22:27,556 --> 00:22:30,517",265,"00:22:25,012 --> 00:22:30,517","On you, then. Let's go.","Well… [chuckles] On you, then. Let's go."
2e.srt,311,312,"00:23:18,941 --> 00:23:19,942","00:23:46,635 --> 00:23:47,886",267,"00:23:18,941 --> 00:23:47,886",[Ms. Cobel] Mark.,- [beeps] - [lock clicks] [Ms. Cobel] Mark.
2e.srt,316,317,"00:24:02,609 --> 00:24:04,069","00:24:05,404 --> 00:24:06,822",271,"00:24:02,609 --> 00:24:06,822",over 300?,"Oh, uh… over 300?"
2e.srt,325,326,"00:24:32,806 --> 00:24:34,725","00:24:34,808 --> 00:24:36,435",279,"00:24:32,806 --> 00:24:36,435","- Yeah, or so. - Yeah. Okay.","Like, in a five-day work week, or… - Yeah, or so. - Yeah. Okay."
2e.srt,336,338,"00:25:10,928 --> 00:25:14,890","00:25:19,770 --> 00:25:23,148",289,"00:25:10,928 --> 00:25:23,148",So you don't know…,"Um, so a lot of sensitive material, hence the… [clicks tongue] So you don't know… who you work with, or what you do, or... or anything?"
2e.srt,341,342,"00:25:27,903 --> 00:25:28,946","00:25:30,030 --> 00:25:31,966",292,"00:25:27,903 --> 00:25:31,966",- you could have a girlfriend at Lumon… - Thank you.,So… - you could have a girlfriend at Lumon… - Thank you.
2e.srt,345,347,"00:25:36,286 --> 00:25:38,163","00:25:40,874 --> 00:25:42,251",295,"00:25:36,286 --> 00:25:42,251","and just forget they exist for eight hours every day,","Like, you could get married and have kids, and just forget they exist for eight hours every day, for your whole life."
2e.srt,354,355,"00:26:08,402 --> 00:26:10,737","00:26:10,821 --> 00:26:14,741",302,"00:26:08,402 --> 00:26:14,741",the one time I visited from my home in Montana.,Yes. Minnesota was very cold the one time I visited from my home in Montana.
2e.srt,372,374,"00:26:53,530 --> 00:26:55,240","00:26:58,160 --> 00:26:59,470",319,"00:26:53,530 --> 00:26:59,470",to keep mega-corporations like Lumon from continuing to force,We're trying to get a measure on the ballot to keep mega-corporations like Lumon from continuing to force legalized severance on our state.
2e.srt,378,379,"00:27:07,169 --> 00:27:09,671","00:27:09,755 --> 00:27:11,507",323,"00:27:07,169 --> 00:27:11,507",they don't even know they're victims.,"I mean, I heard that some of them are so deluded they don't even know they're victims."
2e.srt,380,381,"00:27:11,590 --> 00:27:14,176","00:27:14,259 --> 00:27:17,346",324,"00:27:11,590 --> 00:27:17,346",you go to two separate hells. Is that true?,"I also heard that if you're severed, you go to two separate hells. Is that true?"
2e.srt,382,383,"00:27:17,429 --> 00:27:19,848","00:27:19,932 --> 00:27:22,142",325,"00:27:17,429 --> 00:27:22,142","- Hey, man. Forced labor? - …then that's up to you.","Hey, man, you wanna benefit off forced labor, that's up… - Hey, man. Forced labor? - …then that's up to you."
2e.srt,389,390,"00:27:30,150 --> 00:27:34,363","00:27:34,446 --> 00:27:36,907",331,"00:27:30,150 --> 00:27:36,907",to be an infantilizing prick to people.,"No, seriously, because your past self chose to walk you down here to be an infantilizing prick to people."
2e.srt,415,416,"00:29:19,885 --> 00:29:22,471","00:29:29,102 --> 00:29:30,187",356,"00:29:19,885 --> 00:29:30,187",Mmm.,"Well, let's see here. I'll, uh… Mmm."
2e.srt,422,424,"00:29:39,446 --> 00:29:41,281","00:29:42,908 --> 00:29:47,788",362,"00:29:39,446 --> 00:29:47,788","and before he passed,","My late husband was a carpenter, and before he passed, he said he would start building us a house in the hereafter."
