"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"15","00:02:41,745","00:02:44,164","ఈ సన్నాసులు, ఆ సైకిల్ తొక్కే అమ్మాయి.","These knuckleheads. That girl on the bike."
"16","00:02:44,248","00:02:47,584","ఒక్క నిమిషం. పక్కన బట్టలు విప్పేసి పరుగెత్తుతున్న ఆ మనిషి ఎవరు?","Wait. Wait, who's that streaking down the sideline?"
"17","00:02:47,668","00:02:49,711","కాంకకీ ముద్దు బిడ్డ.","Kankakee's favorite son."
"18","00:02:49,795","00:02:51,672","నేను, నా సిరులొలికే చిరునవ్వు.","[person] Me, with my million-dollar smile."
"19","00:02:51,755","00:02:54,091","ఇప్పటికీ చెరగని కాలేజీ రికార్డులకు అధిపతి.","[friend 2] Owner of grad school records that still stand."
"20","00:02:54,174","00:02:57,427","ఒకటి కాదు, రెండు కాదు, మూడుసార్లు ఉపకారవేతనం సంపాదించాడు.","[friend 3] Given not one, not two, but three fucking scholarship offers."
"21","00:02:57,511","00:02:58,929","నిజానికి, నాలుగుసార్లు సంపాదించాను.","Hey, it was four, actually."
"22","00:03:01,723","00:03:04,268","బాబోయ్, జిమ్మీ, నువ్వు మామూలోడివి కాదు.","Christ, Jimmy, you really were something."
"23","00:03:07,646","00:03:09,022","మరి నా సంగతేంటి?","[friend 1] What about me?"
"24","00:03:09,106","00:03:10,858","వాడి వల్ల నువ్వు కూడా పిస్తావే అయ్యావులే","Well, he made even you look good."
"25","00:03:11,692","00:03:13,610","కాంకకీ గారాల బిడ్డ.","[friend 2] Pride and joy of Kankakee."
"26","00:03:17,197","00:03:18,532","-చూశారా? -సరే మరి.","- See? - [Jimmy] Okay."
"27","00:03:19,032","00:03:22,744","ఇంటిని నాశనం చేయకుండా ఉండండి, ఈసారి తాళం వేయడం మర్చిపోకండి.","Try not to burn the place down, and remember to lock up this time."
"28","00:03:22,828","00:03:24,496","-సరే. -ఓయ్, ఆ దిండు ఏంటి?","- Yeah. - Wait, what's with the pillow?"
"29","00:03:26,582","00:03:27,791","డానీ ఏమైనా కాల్ చేశాడా?","Anybody heard from Danny?"
"30","00:03:32,546","00:03:34,466","అసలైన ఆట ఇప్పుడు మొదలవుతుంది. చూడండి.","[friend 1] Here's the real play. Watch this shit."
"31","00:03:34,506","00:03:36,008","అక్కడే. సరిగ్గా అక్కడే.","Right here. Oh, right there."
"32","00:03:36,091","00:03:37,843","అందగాడివే.","[friend 2] You fucking has-been pretty boy."
"33","00:03:37,926","00:03:39,094","**[NO TELUGU MATCH FOUND]**","[sighs]"
"34","00:03:55,360","00:04:00,324","అప్పుడప్పుడూ మనం ఒకటి అనుకుంటే ఇంకొకటి జరుగుతుంటుంది కదా?","[Jimmy] You know those times where you think something's gonna go one way, but it goes sideways?"
"35","00:04:03,493","00:04:08,498","అలా నాకు ఎప్పుడైనా జరిగిందా అని ఎవరైనా అడిగితే, ఆ జరగడం ప్రారంభమైంది ఇక్కడి నుండే అని చెప్తాను.","If I had to pick the moment, here's where it all started to go sideways for me."
"36","00:04:10,876","00:04:13,837","అంటే, నా బతుకు పూర్తిగా బస్టాండ్ అయిపోవడం అన్నమాట.","Like, for fucking ever."
"37","00:04:29,645","00:04:30,646","హాయ్, జిమ్మీ.","Hiya, Jimmy."
"38","00:04:31,522","00:04:32,981","-హాయ్, రాజ్. -వచ్చి ఎక్కు.","- Hi, Rog. - Hop in."
"39","00:04:33,565","00:04:34,816","ఆ దిండు ఏంటి?","What's with the pillow?"
"40","00:04:34,900","00:04:39,321","పోయినసారి కలిసినప్పుడు, నీ మెడ ఊరకూరకే పట్టేస్తుందని అన్నావు కదా, నా మెడ కూడా పట్టేసేది.","Well, last time I saw you, you said you kept getting cricks in your neck. I used to get 'em too."
"41","00:04:39,404","00:04:40,822","ఈ దిండు వాడాను.","Discovered this pillow."
"42","00:04:40,906","00:04:42,407","తర్వాత నా మెడ ఎప్పుడూ పట్టేయలేదు.","Never got 'em again."
"43","00:04:42,491","00:04:47,246","నువ్వు మామూలు మంచోడివి కాదురో.","You are the most profoundly considerate motherfucker I've ever met."
"44","00:04:47,829","00:04:49,164","ధన్యవాదాలు, మహానుభావా.","I thank you, my good man."
"45","00:04:49,248","00:04:50,457","వెనుకె పెట్టేయ్.","Put it in the back."
"46","00:04:57,548","00:04:58,590","**[NO TELUGU MATCH FOUND]**","[Rog chuckles]"
"47","00:05:02,761","00:05:04,346","ఆ ఆరెంజ్ తుపాకీ ఎందుకు?","What's with the orange shotgun?"
"48","00:05:05,138","00:05:06,348","కొన్ని హానికరం కాని బుల్లెట్లను తెప్పించాను.","I got a shipment of bean bags."
"49","00:05:06,431","00:05:09,142","పోలీసులు, అల్లర్ల సమయంలో వాడుతుంటారు కదా, అలాంటివే.","You know the kind cops fire at riots and shit?"
"50","00:05:09,226","00:05:18,318","తుపాకులకు వింత వింత రంగులు పూస్తారు, నిరసనల సమయంలో నిజమైన బుల్లెట్లను లోడ్ చేయకుండా, కేవలం మమ్మల్ని మనుషుల్లా చూడండి అని నిరసన తెలిపే వ్యక్తికి ఏం కాకుండా ఉండాలని అన్నమాట.","They trick the guns out with weird colors so they don't load live rounds during protests, kill some poor fucker who's just asking to be treated like a human being. [chuckles]"
"51","00:05:19,945","00:05:23,031","దీన్ని చూసుకోవడానికి స్వయంగా వచ్చినందుకు ధన్యవాదాలు. అది…","So appreciative you came in person to deal with this. That it..."
"52","00:05:24,324","00:05:25,826","నన్ను ఎక్కడో టచ్ చేశావు.","Touches me in a deep place."
"53","00:05:27,244","00:05:29,204","కిందటి సరుకు విషయంలో జరిగినదానికి క్షమించు.","I'm so sorry about that last shipment."
"54","00:05:29,955","00:05:31,039","పొరపాట్లు జరగుతుంటాయి.","Mistakes happen."
"55","00:05:31,999","00:05:34,334","మొత్తం కిలో అంటే, అది మారీ దారుణం. నేను…","Not a whole kilo, man. I've..."
"56","00:05:35,252","00:05:37,379","నా తల కొట్టేసినట్టు అయింది.","- [tires screech] - It's fucking embarrassing."
"57","00:05:37,462","00:05:39,214","ఒకటి అనుకున్నాక, దాని కన్నా తక్కువ నేనెప్పుడూ ఇవ్వలేదు.","I mean, I've never been light before."
"58","00:05:39,798","00:05:43,635","నా సరుకులో కనీసం ఒక్క గ్రాము తేడా కూడా ఉండదు.","Not so much as a gram with anyone, ever."
"59","00:05:44,678","00:05:46,388","మరి తక్కువ వచ్చిందని నేను ఎందుకు అంటాను?","Why would I claim I got shorted?"
"60","00:05:47,139","00:05:48,891","మనుషుల మనస్సులో ఏముందో తెలుసుకోవడం కష్టం.","Hard to know a man's heart."
"61","00:05:53,979","00:05:55,189","పద.","Come on now."
"62","00:06:10,329","00:06:12,831","నేనే తక్కువ ఇచ్చానని నీకు ఎందుకు అనిపించింది?","How did you know the shortage was on my end?"
"63","00:06:12,915","00:06:16,293","నా మనిషి చెప్పాడు కాబట్టి. అది చెప్పింది నేను నమ్మే డానీ కాబట్టి.","I know because my guy told me. And I trust my guy, Danny."
"64","00:06:16,793","00:06:19,171","ఎందుకు డానీ మీద నీకు అంత నమ్మకం, బాసూ?","And why do you trust Danny, man?"
"65","00:06:19,254","00:06:20,589","మేమిద్దరం చిన్ననాటి స్నేహితులం.","We grew up together."
"66","00:06:21,131","00:06:24,134","సెంటిమెంటల్ గా బాగుంది.","Hmm. That's adorable."
"67","00:06:27,346","00:06:28,514","**[NO TELUGU MATCH FOUND]**","[coughs]"
"68","00:06:29,848","00:06:32,726","జిమ్మీ. నన్ను క్షమించు, జిమ్.","[Danny sobbing] Jimmy. I... I'm sorry, Jim."
"69","00:06:34,144","00:06:36,146","-డానీ. -జిమ్మీ, నన్ను క్షమించు.","- Danny. - Jimmy, I'm so sorry."
"70","00:06:36,230","00:06:37,397","ఏం చేశావు నువ్వు?","What did you do?"
"71","00:06:37,481","00:06:38,607","**[NO TELUGU MATCH FOUND]**","[whimpering]"
"72","00:06:38,690","00:06:39,858","చెప్పు.","[Rog] Tell him."
"73","00:06:41,735","00:06:47,324","చెప్పు. నీ డ్రగ్స్ నుండి ఒక కిలో దొంగిలించాను.","- Tell him. - [Danny sniffles, groans] I stole your key, man."
"74","00:06:47,908","00:06:50,494","బర్న్స్ మనుషులకి బాకీ తీర్చాల్సి ఉండింది.","I needed to get right with Bern's people. [sobs]"
"75","00:06:50,994","00:06:52,204","తప్పు మా వైపు లేదని మాకు తెలుసు.","We knew it wasn't us."
"76","00:06:52,704","00:06:54,748","దీని గురించి నాకు అస్సలు తెలీదు.","I had no idea."
"77","00:06:55,415","00:06:56,416","ఆ ముక్క వాడు చెప్పాడులే.","He told me that."
"78","00:06:57,000","00:06:58,252","వద్దు, రాజ్, వద్దు!","No, Rog, no!"
"79","00:06:58,877","00:07:04,466","-సరే. -హానికరం కాని బుల్లెట్. సరే, వాడు ఒక కిలో ఎత్తేశాడు.","Oh. Okay. - Bean bag. - Okay, he clipped the key."
"80","00:07:05,384","00:07:07,636","సరేనా? ఇదుగో ఆ ఒక కిలో.","Okay? Here's a key."
"81","00:07:07,719","00:07:09,555","**[NO TELUGU MATCH FOUND]**","[Danny coughing]"
"82","00:07:11,181","00:07:13,350","ఇదుగో ఇంకోటి.","- [Danny sobs] - A... And a second."
"83","00:07:14,226","00:07:15,811","నీకు కలిగిన సమస్యకు.","For your trouble."
"84","00:07:16,645","00:07:19,022","**[NO TELUGU MATCH FOUND]**","[Danny whimpering]"
"85","00:07:19,523","00:07:20,524","వద్దు, వద్దు!","[Danny gasps] No, no!"
"86","00:07:21,942","00:07:27,114","అబ్బా! సరే. ఇది నిజమైన బుల్లెటే.","- Fuck, man! Oh! Okay. Okay. - [Danny sobbing] Not a bean bag."
"87","00:07:27,698","00:07:29,700","మన స్నేహానికి గుర్తుగా ఇంకోటి.","And a third for our friendship."
"88","00:07:33,537","00:07:35,289","ఇది కేవలం డబ్బుకు సంబంధించినది మాత్రమే కాదు.","You know, this isn't just about the money."
"89","00:07:35,372","00:07:38,083","అబ్బా. ప్రతీదానిలో కూడా డబ్బు కాకుండా ఇంకేదో ఉంటుంది, కానీ చాలా వరకు డబ్బుకు సంబంధించినవే.","Oh, come on. Nothing's just about money, but they mostly are."
"90","00:07:40,043","00:07:41,170","వాడు నా దగ్గర దొంగిలించాడు.","He stole from me."
"91","00:07:41,253","00:07:44,173","లేదు, వాడు దొంగిలించింది నా నుండి. దానికి నేను నీకు మూల్యం చెల్లించా కూడా.","No, he stole from me. I'd already paid you."
"92","00:07:44,256","00:07:48,719","ఏదైనా పొరపాటు జరిగి ఉంటే, అందుకు నాకు పరిహారం లభిస్తుందని ఇక్కడికి వచ్చాను, కానీ ఏ పొరపాటూ జరగలేదు.","I came here today to be compensated if there had been some kind of mistake, but there wasn't."
"93","00:07:48,802","00:07:51,054","ఈ దరిద్రుడు నా దగ్గరి నుండి దొంగిలించాడు, అంతే.","Just this asshole stealing from me."
"94","00:07:51,847","00:07:53,849","-కానీ తప్పు నాది అన్నాడు. -నేను అలా అస్సలు అనలేదు.","- But blaming me. - No, I never blamed you."
"95","00:07:53,932","00:07:55,517","-నేను… -నోర్మూయ్!","- I didn't... - Shut the fuck up!"
"96","00:07:56,393","00:07:57,394","**[NO TELUGU MATCH FOUND]**","[exhales sharply]"
"97","00:07:57,477","00:08:02,983","రాజ్. వీడు నాకు ఫస్ట్ క్లాసు నుండి తెలుసు. నా కుటుంబంలో ఒకడు అని చెప్పవచ్చు.","Rog. This guy, I've known him since first grade. He's like family."
"98","00:08:03,066","00:08:05,044","నీ తమ్ముడిని ఇక మర్చిపో అని నిన్ను అడిగితే ఎలా ఉంటుందో చెప్పు!","Be like if you were asked to give up your own brother."
"99","00:08:05,068","00:08:06,403","ఏది ఏమైనా, నువ్వు ఆ పని చేయలేవు కదా?","No matter what, could you do it?"
"100","00:08:06,486","00:08:07,988","ఇంకా నీ దగ్గర సగం బ్యాగ్ నిండా ఉన్నాయి.","You still have half the bag."
"101","00:08:08,071","00:08:10,115","నా కుటుంబాన్ని కాపాడుకోవడానికి నేను మొత్తం బ్యాగుని ఇచ్చేస్తాను.","My family would be worth the whole bag."
"102","00:08:12,326","00:08:14,578","**[NO TELUGU MATCH FOUND]**","[whimpering]"
"103","00:08:17,873","00:08:20,125","మన కుటుంబాలు వేర్వేరు అనుకుంటా.","I think we come from different types of family."
"104","00:08:21,376","00:08:23,587","అంటే, వాడి ప్రాణం ఖరీదు మూడు కిలోలే అంటావా?","So, you're saying his life is only worth three kilos?"
"105","00:08:23,670","00:08:27,883","వాడి ప్రాణం ఖరీదు, నువ్వు ఎంత పోగొట్టుకున్నావో, దానికి మూడింతలు, ఎందుకంటే, నువ్వేమీ పోగొట్టుకోలేదు!","[groans] His life is worth three times what you lost, because you lost nothing!"
"106","00:08:27,966","00:08:29,593","వీడి ప్రాణం ఖరీదు మూడు కిలోలేనా?","He's only worth three kilos?"
"107","00:08:29,676","00:08:33,347","అవును! నాకు వీడి ప్రాణం ఖరీదు మూడు కిలోలే!","Yes! Okay, his life is only worth three kilos to me!"
"108","00:08:34,515","00:08:35,974","**[NO TELUGU MATCH FOUND]**","[inhales deeply]"
"109","00:08:38,727","00:08:39,937","**[NO TELUGU MATCH FOUND]**","[Danny gasps]"
"110","00:08:40,020","00:08:41,104","**[NO TELUGU MATCH FOUND]**","[sobs]"
"111","00:08:43,690","00:08:49,279","నాతో యవ్వారం చేసే వాళ్లు నిజాయితీగా ఉండటమే నాకు కావాలి.","All I ask of the people I do business with is their authentic self."
"112","00:08:51,490","00:08:53,158","కలిసినందుకు సంతోషంగా ఉంది, జిమ్మీ.","[sighs] Nice to see you, Jimmy."
"113","00:08:55,744","00:09:00,791","ఈ కుర్ర కుంకను కారు దాకా తీసుకెళ్లడానికి ఆ బండిని వాడుకో.","You can use the cart to, uh, transport that young rascal to the car."
"114","00:09:03,293","00:09:04,962","**[NO TELUGU MATCH FOUND]**","[breathing shakily]"
"115","00:09:47,504","00:09:50,215","**[NO TELUGU MATCH FOUND]**","[siren wailing]"
"116","00:10:07,149","00:10:09,026","మెనూ చూశారా, సర్?","[server] Have you had a look at the menu, sir?"
"117","00:10:10,194","00:10:11,695","రొషెల్","**[NO ENGLISH MATCH FOUND]**"
"118","00:10:13,071","00:10:18,994","అయ్యో, ఇంకా చూడలేదు. మన్నించండి… రొషెల్.","Jesus. No. I'm sorry… Rochelle."
"119","00:10:22,623","00:10:24,416","నాకు మంచి నీరు తీసుకువస్తారా?","Could I get a water, please?"
"120","00:10:24,499","00:10:26,877","మీరు వచ్చినప్పుడు ఆర్డర్ చెప్తాను.","And I'll have an answer for you by the time you're back?"
"121","00:10:26,960","00:10:27,961","అలాగే, సర్.","Of course, sir."
"122","00:10:29,463","00:10:30,464","నా పేరు జిమ్మీ.","Jimmy."
"123","00:10:32,466","00:10:33,592","సరే, జిమ్మీ.","Of course, Jimmy."
"124","00:10:41,517","00:10:47,105","అంతే.","- [Rochelle moaning] - [""Don't Let Him Go"" playing] Yeah."
"125","00:10:53,529","00:10:56,114","**[NO TELUGU MATCH FOUND]**","[song continues on speakers]"
"126","00:11:09,920","00:11:11,213","**[NO TELUGU MATCH FOUND]**","[whirring stops]"
"127","00:11:47,124","00:11:49,251","చేతులు గాల్లో పెట్టరా, చచ్చినోడా!","Hands, motherfucker! Hands!"
"128","00:11:52,421","00:11:53,881","డీఈఏ","**[NO ENGLISH MATCH FOUND]**"
"129","00:11:53,964","00:11:56,049","నవ్వు వస్తోందా, సన్నాసీ?","[chuckles] You smiling now, bitch?"
"130","00:11:57,426","00:11:59,094","**[NO TELUGU MATCH FOUND]**","[grunting]"
"131","00:12:01,013","00:12:02,097","**[NO TELUGU MATCH FOUND]**","[laughs]"
"132","00:12:02,181","00:12:03,265","**[NO TELUGU MATCH FOUND]**","[groans]"
"133","00:12:06,643","00:12:08,020","ఇక నేను లేవవచ్చా?","Can I get up now, please?"
"134","00:12:08,520","00:12:09,897","ఇలాగే ఉండి, అంతా నాకేయ్.","You just lie there and take it."
"135","00:12:09,980","00:12:11,315","**[NO TELUGU MATCH FOUND]**","[groans]"
"136","00:12:11,398","00:12:12,441","అంతా క్లియర్.","[agent 1] We're clear."
"137","00:12:12,524","00:12:14,401","దాన్ని ఆపేయండి.","- [agent 2] Turn it off. - [music stops]"
"138","00:12:16,862","00:12:19,489","**[NO TELUGU MATCH FOUND]**","[police radio chatter]"
"139","00:12:19,573","00:12:20,616","ఎఫ్.బీ.ఐ","**[NO ENGLISH MATCH FOUND]**"
"140","00:12:20,699","00:12:23,452","బాబోయ్, జింబో. నిన్న రాత్రి ఏం చేశావేంటి?","Damn, Jimbo. What you get up to last night?"
"141","00:12:23,535","00:12:25,245","**[NO TELUGU MATCH FOUND]**","[Rochelle snoring]"
"142","00:12:28,332","00:12:30,083","కనీసం నీకు తన పేరేంటో తెలుసా?","You even know her name?"
"143","00:12:30,167","00:12:31,251","రొషెల్.","[Jimmy] Rochelle."
"144","00:12:33,378","00:12:34,546","మరి ఇంటి పేరు?","Her last name?"
"145","00:12:46,350","00:12:48,393","ఏదైనా స్థానిక స్కూలుకు వెళ్లి కాల్పులు జరుపుదామని ప్లాన్ చేస్తున్నావా ఏంటి?","Planning to shoot up a local middle school?"
"146","00:12:48,477","00:12:49,728","అది ఎఫ్.బీ.ఐ విషయం.","[agent 1] That's federal."
"147","00:12:50,604","00:12:52,523","**[NO TELUGU MATCH FOUND]**","Oh! Oh! [chuckles]"
"148","00:12:56,068","00:12:57,402","ఇదేంటి, జింబో?","Fuck is this, Jimbo?"
"149","00:12:58,570","00:13:00,656","నా పేరు జిమ్మీ. అది ఏకే47.","- Jimmy. It's an AK-47. - [FBI agent] Hmm."
"150","00:13:01,240","00:13:03,200","దీని వల్ల నీకు పడే శిక్ష తగ్గే అవకాశం అస్సలు లేదు.","It's a ""no possibility of reduced sentence."""
"151","00:13:03,784","00:13:04,993","నా దగ్గర మంచి మంచి లాయర్లు ఉన్నారు.","I got great lawyers."
"152","00:13:09,289","00:13:10,666","వారికి మాయమంత్రాలేమైనా తెలుసా ఏంటి?","They turn water into wine?"
"153","00:13:11,750","00:13:12,751","**[NO TELUGU MATCH FOUND]**","[scoffs]"
"154","00:13:13,836","00:13:15,546","**[NO TELUGU MATCH FOUND]**","[door mechanism rattling]"
"155","00:13:15,629","00:13:16,630","**[NO TELUGU MATCH FOUND]**","[door slams]"
"156","00:13:20,217","00:13:22,719","హేయ్! నిన్ను కలవడానికి ఎవరో వచ్చారు.","[guard 1] Hey! You got a visitor."
"157","00:13:23,512","00:13:26,014","**[NO TELUGU MATCH FOUND]**","[prisoners chattering]"
"158","00:13:30,143","00:13:31,228","ఒకటవ కిటికీ!","[guard 2] Window one!"
"159","00:13:31,311","00:13:36,233","అది పోయినసారి ప్రయత్నించారు… కీన్, తర్వాత నువ్వే, రెండవ విండో దగ్గరకు వెళ్లు.","They tried that last time… [guard 2] Keene. Next up, window two."
"160","00:13:40,487","00:13:42,906","**[NO TELUGU MATCH FOUND]**","[prisoner chatters]"
"161","00:13:51,915","00:13:53,184","మూడవ విండో వద్దకి వెళ్లు.","[guard 2] Window three, you're up."
"162","00:13:53,208","00:13:54,293","నువ్వు బాగానే ఉన్నావా?","You okay?"
"163","00:13:56,044","00:13:57,838","చూడటానికి మీ అమ్మ ఏమైనా వచ్చిందా?","Did your mother come visit you yet?"
"164","00:13:57,921","00:14:01,216","అప్పుడు జరిగినదానిలో నా వల్ల టిమ్ ఇరుక్కునందుకు ఆమెకి ఇంకా కోపం తగ్గలేదు.","She's still pissed I got Tim mixed up in that thing a while back. [sighs]"
"165","00:14:01,300","00:14:05,137","కనీసం… నీ తమ్ముడైనా విడుదల అవ్వబోతున్నాడులే.","Well… at least your brother's gonna walk."
"166","00:14:07,639","00:14:08,682","నేను విడుదల అవ్వట్లేదా?","I'm not?"
"167","00:14:09,183","00:14:11,226","నేను కొందరితో మాట్లాడాను.","I talked to some of the guys."
"168","00:14:11,310","00:14:16,273","నిన్ను అడ్డుపెట్టుకొని ప్రాసిక్యూటర్, బోమోంట్ ఏదో నిరూపించుకోవాలని ప్రయత్నిస్తున్నాడట.","They said the prosecutor, Beaumont, he's trying to prove something with you."
"169","00:14:17,566","00:14:18,567","ఏం నిరూపించుకోవాలనుకుంటున్నాడు?","Prove what?"
"170","00:14:18,650","00:14:20,777","అతనికి డ్రగ్స్ మాఫియాతో సంబంధాలు లేవని.","That he's not part of the machine."
"171","00:14:20,861","00:14:22,738","నాకు కూడా సంబంధాలు లేవు.","I'm not part of the machine."
"172","00:14:23,780","00:14:25,073","కానీ ఒకప్పుడు నాకు ఉండేవి.","I was."
"173","00:14:26,283","00:14:27,618","నా కుటుంబానికి ఉండేవి.","My family."
"174","00:14:28,285","00:14:30,204","మీ అమ్మ కుటుంబానికి ఉండేవి.","Your mother's family."
"175","00:14:31,705","00:14:33,457","దీని నుండి బయటపడే మార్గం ఉంది కదా?","Tell me there's a way out of this."
"176","00:14:33,540","00:14:34,708","త్వరగా అయ్యేది లేదు.","Not a quick one."
"177","00:14:34,791","00:14:36,919","నాల్గవ విండో వారికి సమయం అయిపోయింది.","- [sighs] - [guard 2] Window four, that's it."
"178","00:14:37,002","00:14:38,754","నీకు అయిదేళ్ళ శిక్ష పడుతుంది.","[Jimmy's dad] You'll get five years."
"179","00:14:39,338","00:14:40,380","అయిదు…","Five..."
"180","00:14:41,048","00:14:42,799","సత్ప్రవర్తనతో నాలుగు ఏళ్లు.","Four with good behavior."
"181","00:14:42,883","00:14:49,348","కనీస శిక్షాకాలం విషయానికి వస్తే, నువ్వు నేరాన్ని అంగీకరిస్తే, రెండేళ్ళ శిక్ష పడుతుంది.","The low end of the sentencing guidelines is if you take the plea, you get two years."
"182","00:14:50,432","00:14:52,518","కానీ వాళ్లు శిక్షని రెండేళ్లకే పరిమితం చేస్తారని నేను అనుకోను.","They're not gonna give you two years."
"183","00:14:53,936","00:14:55,229","ఎందుకని?","Why not?"
"184","00:14:55,312","00:14:56,355","తుపాకుల వల్ల.","The guns."
"185","00:14:57,064","00:15:02,528","నువ్వు కారులో తిరుగుతూ ముసలాళ్లను కాల్చి పారేసే రకం కాదు.","You're not some homey who's running around capping grandmothers, doing a drive-by."
"186","00:15:02,611","00:15:04,112","నువ్వు డ్రగ్స్ అమ్మలేదు, సరేనా?","You didn't sell crack, right?"
"187","00:15:04,196","00:15:07,074","నువ్వు నేరాలకు దూరంగా బతుకుతున్న మంచివాడివి.","You're a good kid who strayed off the path."
"188","00:15:08,283","00:15:10,536","నువ్వు మధ్యస్థ శిక్ష స్థాయికి ఒప్పుకోవాలి.","You'll have to do the midrange."
"189","00:15:12,037","00:15:13,205","అలా అని నువ్వు ఎలా చెప్పగలవు?","How do you know?"
"190","00:15:13,288","00:15:14,289","**[NO TELUGU MATCH FOUND]**","[sighs]"
"191","00:15:14,915","00:15:17,376","నేను పోలీసుగా 23 ఏళ్లు పని చేశాను.","I was a cop for 23 years."
"192","00:15:18,293","00:15:21,964","నేను అందరినీ వాకబు చేశాను, అందరూ ఇదే చెప్పారు.","And I asked around, and they all said the same thing."
"193","00:15:22,047","00:15:24,383","మధ్యస్థ శిక్షాకాలానికి ఒప్పుకోవాలి.","Midrange of the guidelines."
"194","00:15:25,092","00:15:26,260","అయిదు ఏళ్ళు.","Five."
"195","00:15:26,343","00:15:27,427","నాలుగేళ్లలో బయటకు వచ్చేయవచ్చు.","Out in four."
"196","00:15:28,679","00:15:33,433","నేను… నీకు ఈ గతి పట్టాలని నేనెప్పుడూ కోరుకోలేదు.","I, um… I never wanted this for you."
"197","00:15:36,061","00:15:38,522","నీ జీవితం వేరుగా ఉండాలని కోరుకున్నాను.","I wanted a totally different deal."
"198","00:15:41,358","00:15:42,484","వేరుగా అంటే?","Like what?"
"199","00:15:43,318","00:15:44,444","ఇదివరకే చెప్పా కదా.","Like I said."
"200","00:15:44,528","00:15:45,529","లేదు.","No."
"201","00:15:46,071","00:15:47,072","ఏంటి?","What?"
"202","00:15:47,573","00:15:53,579","నువ్వు, అదే… అదంటే ఏంటి?","For you to have, you know… No, I don't."
"203","00:15:55,497","00:15:57,875","భార్యాపిల్లలతో ఉండాలని.","A wife. Kids."
"204","00:15:58,584","00:16:01,628","ఆడుకోవడానికి కుక్క ఒకటి ఉండాలని.","A fucking dog to play Frisbee with."
"205","00:16:01,712","00:16:04,006","స్థిరమైన జీతం వచ్చే ఉద్యోగం ఉండాలని.","And a steady paycheck."
"206","00:16:04,840","00:16:06,175","రిటైర్ అయ్యాక పెన్షన్ ఉండాలని.","Pension at the end."
"207","00:16:07,759","00:16:08,760","నేను…","I do..."
"208","00:16:10,137","00:16:13,724","నేను… ఏంటి?","I couldn't have… What?"
"209","00:16:14,433","00:16:18,270","…ఆ జీవితంలో ఉండుంటే నీకు సాయపడగలిగి ఉండేవాడినే కాదు.","[breathes shakily] …helped you… if I lived that life."
"210","00:16:22,649","00:16:24,902","అయినా కానీ నువ్వు ఆ జీవితం గడపడమే నాకు కావాలి.","I still wanted it for you."
"211","00:16:32,201","00:16:34,161","నాకు తెలుసు.","I... I know. [breathes shakily]"
"212","00:16:35,204","00:16:36,455","నీకు కావలసింది అదే అని తెలుసు, నాన్నా.","I know you did, Dad."
"213","00:16:40,542","00:16:42,336","కానీ నువ్వు ఎప్పుడూ ఆ విషయం నాకు చెప్పలేదు.","You just never mentioned it before."
"214","00:16:43,837","00:16:46,215","నాల్గవ విండో! మీ సమయం అయిపోయింది.","[guard 2] Four! Window four, all done."
