"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"50","00:04:14,254","00:04:15,797","సూపర్వైజర్ జేమ్స్ సూసన్ పక్కన కూర్చోవాలి","**[NO ENGLISH MATCH FOUND]**"
"51","00:04:15,881","00:04:17,966","పైప్ లీక్ అవుతూ ఉంటుంది గాడ్జిల్లా మగ్","**[NO ENGLISH MATCH FOUND]**"
"52","00:04:19,801","00:04:20,969","నీలం కత్తెర","**[NO ENGLISH MATCH FOUND]**"
"53","00:04:21,053","00:04:23,764","రేచల్ తో ఉంటున్నాను","**[NO ENGLISH MATCH FOUND]**"
"54","00:04:29,269","00:04:30,854","గ్రెండల్","**[NO ENGLISH MATCH FOUND]**"
"55","00:04:30,938","00:04:32,564","హాయ్, గ్రెండల్.","Hi, Grendel."
"56","00:04:32,648","00:04:36,568","ఒక పిల్లి - గ్రెండల్","**[NO ENGLISH MATCH FOUND]**"
"57","00:04:38,779","00:04:42,783","**[NO TELUGU MATCH FOUND]**","[radio newscaster speaks indistinctly]"
"58","00:04:42,866","00:04:44,701","**[NO TELUGU MATCH FOUND]**","[radio newscaster 2 speaks indistinctly]"
"59","00:04:44,785","00:04:50,958","రాత్రి ప్రదర్శన బాగా జరిగిందా?","We'll also get some advice on how to talk to your children about this troubled world… Did you go on last night?"
"60","00:04:51,917","00:04:53,544","జీసస్ లిజర్డ్ వాళ్లు ఎక్కువ సమయం తీసుకున్నారు.","Jesus Lizard went long."
"61","00:04:54,628","00:04:56,046","నా స్లాట్ కూడా మింగేశారు.","Ate up my set."
"62","00:05:00,175","00:05:01,718","నాకు ఇవన్నీ అక్కర్లేదు.","I don't need all this stuff."
"63","00:05:01,802","00:05:05,305","నీ కజిన్, బర్గర్ కింగ్ పాత కప్స్ లోనే తాగుతుంది.","Your cousin only drinks out of old Burger King cups."
"64","00:05:05,389","00:05:08,016","నువ్వు ఫ్లోరిడాకి వెళ్ళాక, ఇవి అవసరం అవుతాయి.","You're gonna want these when you get down to Florida."
"65","00:05:08,100","00:05:11,603","ఇంకో విషయం, నా సంపాదన మీదనే ఈ ఇంటి అద్దె నేను కట్టలేను.","You know, just so you know, I can't cover this place on my own."
"66","00:05:12,396","00:05:13,981","కాబట్టి నీ గదిని అద్దెకి ఇచ్చేస్తాను.","I'm not holding your room for you."
"67","00:05:14,064","00:05:16,191","**[NO TELUGU MATCH FOUND]**","[radio chatter continues]"
"68","00:05:17,818","00:05:20,362","బయటకు వెళ్తే, పిల్లి కోసం ఆహారం తీసుకురా. బై, అమ్మా.","Buy cat food if you go out. Bye, Mom."
"69","00:05:20,445","00:05:22,948","**[NO TELUGU MATCH FOUND]**","[""Danger"" playing on earphones]"
"70","00:05:34,126","00:05:36,211","**[NO TELUGU MATCH FOUND]**","[sirens wailing]"
"71","00:05:37,171","00:05:38,714","చికాగో అగ్నిమాపక శాఖ","**[NO ENGLISH MATCH FOUND]**"
"72","00:05:38,797","00:05:41,800","చికాగో సన్-టైమ్స్","**[NO ENGLISH MATCH FOUND]**"
"73","00:06:00,819","00:06:02,279","గ్రాఫిక్స్ ఇండెక్స్","**[NO ENGLISH MATCH FOUND]**"
"74","00:06:02,362","00:06:04,531","హీలీ యొక్క మెషీన్ మ్యాప్స్","**[NO ENGLISH MATCH FOUND]**"
"75","00:06:09,536","00:06:12,456","సోమవారం 13 ఏప్రిల్ 1992","**[NO ENGLISH MATCH FOUND]**"
"76","00:06:14,208","00:06:16,084","**[NO TELUGU MATCH FOUND]**","[chattering indistinctly]"
"77","00:06:26,970","00:06:28,305","హేయ్.","[Lakshmi] Oh, hey."
"78","00:06:28,388","00:06:30,724","సిటీ రికార్డులను అడిగాను కదా, అవి తెచ్చావా?","Did you get those city records I asked you to pull?"
"79","00:06:30,807","00:06:36,188","డిస్ట్రిక్ మ్యాప్స్ లో పదవది, పదహారవది ఏవి?","- [music stops] - [chattering continues] Where's the tenth and 16th districting maps?"
"80","00:06:36,271","00:06:40,192","అవి సల్జర్ పబ్లిక్ లైబ్రరీ నుండి రావాలి. వచ్చే వారం నుండి వస్తాయట.","Those need to come from Sulzer Public. They said top of next week."
"81","00:06:40,943","00:06:43,529","కానీ నువ్వు నీ రిక్వెస్ట్ ని మళ్లీ సమర్పించాలి. శుక్రవారమే నాకు ఇక్కడ ఆఖరి రోజు.","But you should resubmit the request. My last day's Friday."
"82","00:06:45,364","00:06:46,823","నువ్వు వెళ్లిపోతున్నందుకు బాధాగా ఉంది...","Sorry we're losing you..."
"83","00:06:48,450","00:06:49,952","-కిర్బీ. -అవును.","- Kirby. - Right."
"84","00:06:50,035","00:06:52,454","వాటిని తెచ్చే పనిని ఇంకెవరికైనా అప్పజెప్పవా?","Can you transfer the pickup to someone else?"
"85","00:06:57,417","00:06:59,419","**[NO TELUGU MATCH FOUND]**","[music resumes]"
"86","00:07:07,594","00:07:09,513","నేను బయటకు వెళ్తున్నాను. నీకు ఏమైనా తేవాలా?","Uh, I'm heading out. Do you need anything?"
"87","00:07:09,596","00:07:11,223","పర్వాలేదులే.","[colleague] No, I'm good."
"88","00:07:18,689","00:07:19,815","**[NO TELUGU MATCH FOUND]**","[sirens wailing]"
"89","00:07:19,898","00:07:22,526","**[NO TELUGU MATCH FOUND]**","[dispatch officer through radio, speaking indistinctly]"
"90","00:07:22,609","00:07:24,903","**[NO TELUGU MATCH FOUND]**","[people chattering]"
"91","00:07:29,157","00:07:31,243","**[NO TELUGU MATCH FOUND]**","[reporter 2 speaking indistinctly]"
"92","00:07:31,326","00:07:33,161","కానివ్వండి! ఇక్కడి నుండి వెళ్లిపోండి!","Come on! Get out of here!"
"93","00:07:33,245","00:07:35,038","...పన్నెండు బ్లాకుల దాకా ఇదే పరిస్థితి.","[reporter 2] …across a 12-block radius."
"94","00:07:35,122","00:07:37,666","ముందు జాగ్రత్తగా విద్యుత్తును, వంట గ్యాసుని నిలిపేశారు.","Power and gas have been shut off as a precaution."
"95","00:07:37,749","00:07:39,168","కానీ మీరు దీని గురించి...","But if you think about it..."
"96","00:07:39,877","00:07:43,088","**[NO TELUGU MATCH FOUND]**","[dispatch office through radio, speaks indistinctly]"
"97","00:07:43,172","00:07:45,007","**[NO TELUGU MATCH FOUND]**","[safety officer shouting indistinctly]"
"98","00:07:45,090","00:07:47,467","అక్కడ ఆ ట్రక్ ఉండకూడదు.","[safety officer 2] Well, they gotta move that truck."
"99","00:07:49,928","00:07:51,805","**[NO TELUGU MATCH FOUND]**","[machinery whirring]"
"100","00:08:06,069","00:08:08,197","**[NO TELUGU MATCH FOUND]**","[officers chattering]"
"101","00:08:19,666","00:08:22,377","హేయ్! మీరు ఇక్కడికి రాకూడదు.","Hey! You can't be down here."
"102","00:08:22,461","00:08:24,296","నా పేరు డాన్ వెలాజ్కెజ్. నేను సన్-టైమ్స్ రిపోర్టర్ ని.","Dan Velazquez. I'm with the Sun-Times."
"103","00:08:24,379","00:08:27,174","-మీరు వెంటనే ఇక్కడి నుండి వెళ్లిపోవాలి. -లోపల ఏం జరుగుతోంది?","- You need to head back up now. - What's going on there?"
"104","00:08:27,257","00:08:29,885","ఈ మురికి గొట్టాల నుండి ఒక మార్గాన్ని ఏర్పర్చాలని చూస్తున్నారు.","They're just trying to patch a way through the sewer lines."
"105","00:08:29,968","00:08:31,261","మరి పని చేసేవారు ఎవరూ కనబడట్లేదే?","No hard hats?"
"106","00:08:32,054","00:08:34,431","పైన రవాణా శాఖ ఉంది, 26వ పోలీసు శాఖలో సగం ఇక్కడే ఉంది.","DOT is upstairs, and half the 26th is down here."
"107","00:08:35,265","00:08:38,393","నగర పాలక వర్గం అత్యవసర పరిస్థితిని ప్రకటించింది. అందరూ తలో చేయి వేయాలి.","City called a state of emergency. All hands on deck."
"108","00:08:38,477","00:08:41,104","ఈ సొరంగంలో 50 ఏళ్లలో తొలిసారిగా పనులు జరుగుతున్నాయి.","This pipe's clear for the first time in 50 years."
"109","00:08:42,231","00:08:43,232","లోపల ఏం కనిపించింది?","What'd you find in there?"
"110","00:08:43,315","00:08:44,995","ఏమైనా దొరికితే, కబురు అందిస్తాములే.","When we find something, we'll let you know."
"111","00:08:46,985","00:08:53,450","సర్, మీరు సిద్ధంగా ఉంటే రండి. ఆమె కాలు జాగ్రత్త.","- [police officer] Sir, when you're ready. - [sighs] [investigator] Careful with her leg."
"112","00:08:53,534","00:08:55,536","ఆమెని బయటకు తీసుకెళ్దాం కానివ్వండి.","[Detective Samuels] Get ready to move her out now."
"113","00:09:02,292","00:09:04,503","**[NO TELUGU MATCH FOUND]**","[people chattering]"
"114","00:09:08,757","00:09:10,384","**[NO TELUGU MATCH FOUND]**","[phone rings]"
"115","00:09:13,178","00:09:14,221","చికాగో బుల్స్","**[NO ENGLISH MATCH FOUND]**"
"116","00:09:20,519","00:09:21,520","ఏంటి సంగతి?","What's up?"
"117","00:09:22,229","00:09:23,730","నా కంప్యూటర్ లో నీకేం పని?","Why are you at my computer?"
"118","00:09:23,814","00:09:26,650","ఏంటి? పైనున్న వాళ్లకి నాలుగింటికల్లా నేను ఇది ఇవ్వాలి.","What? I have to get this upstairs by 4:00."
"119","00:09:27,943","00:09:29,611","నీ కంప్యూటర్ పని చేయట్లేదా?","Is your computer not working?"
"120","00:09:31,530","00:09:33,156","ఈ కంప్యూటర్ నాదే.","This is mine. [sighs]"
"121","00:09:33,740","00:09:34,950","ఎప్పటి నుండి?","Since when?"
"122","00:09:36,702","00:09:39,746","మొదట్నుంచీ. జోక్ చేస్తున్నావా?","Since always. Are you serious?"
"123","00:09:41,665","00:09:42,916","నీ సీటు అక్కడ ఉండి, కిర్బీ.","You're over there, Kirby."
"124","00:09:48,964","00:09:50,090","నువ్వు బాగానే ఉన్నావా?","You okay?"
"125","00:09:53,427","00:09:56,013","హా, బాగానే ఉన్నా. సారీ.","Uh, yeah. Sorry."
"126","00:10:12,487","00:10:14,031","1980ల కాలం నాటి అదిరిపోయే పాటలు! సిస్టర్స్","**[NO ENGLISH MATCH FOUND]**"
"127","00:10:31,131","00:10:32,883","**[NO TELUGU MATCH FOUND]**","[footsteps approaching]"
"128","00:10:32,966","00:10:36,970","ఎవరో షాన్ లిన్స్కీ అట. నీ కోసం కాల్ చేశాడు.","[colleague] Some guy called for you. Shawn Lynsky?"
"129","00:10:37,054","00:10:38,430","**[NO TELUGU MATCH FOUND]**","[phone continues to ring]"
"130","00:10:38,514","00:10:41,767","అయిదు సార్లు కాల్ చేసి ఉంటాడు. అన్నిసార్లు కాల్ చేస్తే మిగతావాళ్ల పనులకు ఆటంకం కదా!","He called, like, five times. Your friends can't tie up our line."
"131","00:10:45,604","00:10:48,607","**[NO TELUGU MATCH FOUND]**","[breathing heavily]"
"132","00:10:49,816","00:10:51,568","ఈ పని వేరేవాళ్లకి అప్పగిస్తాను.","[boss] We'll put some resources on it."
"133","00:10:51,652","00:10:53,612","-నేను చూసుకుంటున్నాను కదా. -సరే, కాస్త శాంతించు.","- I'm already on it. - Okay, slow down."
"134","00:10:54,488","00:10:56,532","ముందు ఒక కథనం ముగించి, ఆ తర్వాత వేరే దాని జోలికి వెళ్లు.","Finish one story then start another."
"135","00:10:56,615","00:10:59,993","ఆ వరద సంగతిని బెన్, లక్ష్మీలు చూసుకుంటున్నారు, ఏబీ. వాళ్లకి నా అవసరం లేదు.","Ben and Lakshmi have the flood covered, Abby. They don't need me."
"136","00:11:00,077","00:11:02,913","మనం ముందే ఒక మాట అనుకున్నాం. నువ్వు చిన్నచిన్నవి కవర్ చేయాలి.","But we agreed. You come back for some small pieces."
"137","00:11:03,497","00:11:05,499","గడువుల లోపు పని పూర్తి చేయ్, ఆ తర్వాత మిగతాది చూద్దాం","Meet your deadlines, and we'll go from there."
"138","00:11:05,582","00:11:09,711","హేయ్, 26వ పోలీసు శాఖకి చెందిన రానీ శ్యామూల్స్ కాల్ చేసి నువ్వు ఆతడిని విసిగించావని చెప్పాడు.","Hey, uh, Ronnie Samuels over from the 26th says you were running hot with him."
"139","00:11:09,795","00:11:11,171","అతను ఎవరో నాకు తెలీదు.","I don't know who that is."
"140","00:11:11,255","00:11:13,549","మనకి సమాచారం అందించే పోలీసు ఆయన. నమ్మకస్థుడే.","A police source. [chuckles] A reliable one."
"141","00:11:13,632","00:11:16,426","లశాల్ సొరంగాల గురించి ఏమైనా చెప్పాడా?","Did he mention anything about the tunnels off LaSalle?"
"142","00:11:16,510","00:11:18,011","లేదు.","No."
"143","00:11:20,597","00:11:21,598","అది అతను చూసుకొనే టాపిక్.","It's his beat."
"144","00:11:23,600","00:11:28,605","లశాల్ లో ఉండే మురికి గొట్టం దగ్గర నగర పాలక కార్మికులకు ఒక శవం కనిపించింది.","[inhales deeply] City workers found a body in a pipe off LaSalle."
"145","00:11:28,689","00:11:31,066","జూలియా మాద్రిగల్ అనే యువతి శవం అది.","A young woman called Julia Madrigal."
"146","00:11:31,650","00:11:34,236","తను రెండేళ్ల క్రితం కనబడకుండా పోయింది.","She went missing two years ago."
"147","00:11:34,319","00:11:36,321","రాచెస్టర్ కాల్పుల కథనం దాదాపుగా పూర్తయింది.","I'm just polishing up the Rochester shooting."
"148","00:11:36,405","00:11:37,573","ఆధారాల సేకరణ వంటివి నేను చేయగలను...","I can run the legwork..."
"149","00:11:37,656","00:11:40,409","-నేను చూసుకోగలనులే. -నీ తరఫున ఇప్పటి దాకా బర్టీ పని చేస్తున్నాడుగా.","- I'm good. I'm good. - Bertie's been filling in for you."
"150","00:11:40,492","00:11:44,955","అతను 26వ పోలీసు శాఖతో సఖ్యతగా ఉంటున్నాడు. వాళ్లకి నచ్చాడు కూడా.","He's making inroads with the 26th. They like him over there. [chuckles]"
"151","00:11:45,998","00:11:48,250","నేను కూడా జనాలకు నచ్చుతాను, ఏబీ.","People like me, Abby."
"152","00:11:49,835","00:11:51,712","అందరితో చక్కగా, మంచిగా ఉండు. ఈ కథనాన్ని నువ్వే చూడు.","Build back some goodwill. Run with it."
"153","00:11:53,547","00:11:55,841","మాజ్రాచీ అనే పేరు పెట్టుకోవాలని ఎందుకు అనిపించింది?","[Shawn] Where'd you come up with the name Mazrachi?"
"154","00:11:55,924","00:11:58,427","నేషనల్ జియోగ్రాఫిక్ లో ఒక ఫోటోగ్రాఫర్ పేరు అది.","[Kirby] National Geographic. It's some photographer."
"155","00:11:59,178","00:12:02,764","-మరి కిర్బీ? -ఏమో. భలే తమాషాగా అనిపించింది.","- And Kirby? - I don't know. Sounded fun."
"156","00:12:03,473","00:12:04,850","ఇప్పటిదాకా నీ జీవితం కూడా సరదాగానే గడిచిందా?","And has it been?"
"157","00:12:06,727","00:12:09,271","జీవితాన్ని నియంత్రణలోకి తెచ్చుకొనే ప్రయత్నం చేయడం చాలా ముఖ్యం.","You know, it's important to regain a sense of control."
"158","00:12:09,897","00:12:14,318","కొత్త పేరు, రూపు, అవన్నీ బాగా పనికి వస్తాయి.","A new name, new look, those are good steps towards that."
"159","00:12:16,153","00:12:17,988","మీరు నా ఆఫీసుకు కాల్ చేయకూడదు.","You can't call me at work."
"160","00:12:18,071","00:12:20,115","మీ అమ్మ నేను ఫోన్ చేస్తే ఎత్తడం లేదు.","Well, your mom wouldn't pick up my calls."
"161","00:12:21,283","00:12:23,410","అవును. ఆరేళ్లు గడిచాయి కదా, ఎలా ఎత్తుతుంది!","Yeah. After six years, probably not."
"162","00:12:23,493","00:12:25,204","**[NO TELUGU MATCH FOUND]**","[siren wailing in distance]"
"163","00:12:26,955","00:12:28,874","నగరంలోని ఒక మురికి గొట్టంలో ఒక మహిళ శవం కనిపించింది.","We found a woman in a city pipe."
"164","00:12:30,626","00:12:33,086","తన పేరు జూలియా మాద్రిగల్. తను నీకేమైనా తెలుసా?","Julia Madrigal. You know her?"
"165","00:12:35,088","00:12:36,089","మీరు అతడిని పట్టుకున్నారా?","Did you find him?"
"166","00:12:36,798","00:12:39,426","నీ పై జరిగిన దాడికి, జూలియా హత్యకి చాలా పోలికలు ఉన్నాయి.","There were similarities between your assault and Julia's murder."
"167","00:12:42,179","00:12:44,014","-ఎలాంటివి? -నిర్దిష్టంగా చెప్పలేను.","- What kind? - I can't discuss specifics."
"168","00:12:44,097","00:12:47,100","అది నేర నిరూపణపై ప్రభావం చూపవచ్చు. కానీ ఒక అనుమానితుడు ఉన్నాడు.","It would jeopardize the conviction. But we have a suspect."
"169","00:12:50,062","00:12:51,438","నువ్వు గుర్తించాలి.","I need you to pick him out."
"170","00:12:51,522","00:12:52,773","అతనే అని మీకు ఖచ్చితంగా తెలుసా?","You sure it's him?"
"171","00:12:52,856","00:12:55,108","ఇక్కడికి రమ్మని నిన్ను ఇప్పటిదాకా నేను ఎప్పుడూ పిలవలేదు కదా.","I have never asked you down here before."
"172","00:13:00,030","00:13:01,532","నిదానంగా చూడు.","Take your time."
"173","00:13:11,333","00:13:14,479","-నాకు తెలియడం లేదు. -అతను నీవంక చూస్తేనే కానీ నువ్వు చెప్పలేవు.","- I don't know. - You don't know what you know until it's looking right at you."
"174","00:13:14,503","00:13:16,839","-పేరేంటి? -అది కూడా చెప్పలేను. అంటే...","- What's his name? - I can't tell you that. Just..."
"175","00:13:17,506","00:13:19,883","వీటిని చూడు ఏమైనా గుర్తుకువస్తుందేమో.","Look these over and see if something clicks."
"176","00:13:22,803","00:13:24,137","మరి ఇవి?","[Shawn] What about these?"
"177","00:13:25,556","00:13:27,766","జాగ్రత్తగా చూడు.","- [sighs] - Really look."
"178","00:13:32,229","00:13:35,732","-కిర్బీ. -నాకు తెలీదు, ఎందుకంటే అతను ఎలా ఉంటాడో నాకు తెలీదు.","- Kirby. - I don't know, because I don't know what he looks like."
"179","00:13:36,400","00:13:37,693","సరేనా?","Okay?"
"180","00:13:39,653","00:13:42,573","కిరాణా అంగడిలో రోజూ నాకు పాలు అందించే వాడు కావచ్చు.","He could be the guy at A&P bagging my milk."
"181","00:13:42,656","00:13:44,116","నా వెనుక ఉండే వెధవ కావచ్చు.","He could be the creep behind me."
"182","00:13:44,199","00:13:46,326","తలుపుకు అడ్డంగా ఉండే దరిద్రుడు కూడా కావచ్చు.","He could be the asshole holding up the door."
"183","00:13:46,410","00:13:49,204","అతను ఎవరైనా కావచ్చు. కాకపోవచ్చు. అతను ఎప్పుడైనా ఎక్కడైనా ఉండవచ్చు.","He's everybody. He's nobody. He's all the fucking time."
"184","00:13:50,914","00:13:52,666","-అసలు నీకేమైనా గుర్తుందా? -గుర్తుంది.","- Can you remember anything? - Yeah."
"185","00:13:52,749","00:13:54,710","నన్ను తిరుగుబోతుదానా అని తిట్టాడు, ఆ గొంతు గుర్తుంది.","His voice when he called me a whore."
"186","00:13:58,964","00:14:00,799","ఇది క్విన్సీ స్టేషన్.","[announcer] This is Quincy."
"187","00:14:02,551","00:14:04,052","తలుపు మూసుకుంటున్నాయి.","Doors closing."
"188","00:14:18,275","00:14:19,776","2బీ","**[NO ENGLISH MATCH FOUND]**"
"189","00:14:31,038","00:14:32,497","**[NO TELUGU MATCH FOUND]**","[door opens]"
"190","00:14:32,581","00:14:37,336","ఈ గదిలోకి వెలుతురు బాగా ప్రసరిస్తుంది... ఇంకా ఫ్యాన్ కూడా...","[Rachel] So, the room gets great light, and it also... It has a fan over..."
"191","00:14:38,128","00:14:41,507","-కత్తిలాంటి రూమ్ మేట్ కూడా ఉంది. -నువ్వు కూడా కత్తిలానే ఉన్నావు.","- [person] Pretty fucking hot roommate. - [Rachel] Yeah, you're pretty hot."
"192","00:14:41,590","00:14:42,883","**[NO TELUGU MATCH FOUND]**","[both laugh]"
"193","00:14:43,425","00:14:45,761","హేయ్, కిర్బీ. వచ్చావా, బంగారం?","Hey, Kirby. You there, honey?"
"194","00:14:46,595","00:14:51,058","కిర్బీ? కిర్బీ.","- Kirby? - [knocks] Kirby."
"195","00:14:52,059","00:14:52,893","**[NO TELUGU MATCH FOUND]**","[sighs]"
"196","00:14:52,976","00:14:56,230","నా గదిని చూస్తావా? దానికి కుడా నాలుగు గోడలు, ఇంకా చాలా ఉన్నాయి, సోగ్గాడా.","Do you wanna see my room? It's got four walls and everything, big guy."
"197","00:14:56,313","00:14:59,483","పద! తప్పకుండా.","Get over there! Yeah, definitely. [laughing]"
"198","00:15:00,150","00:15:03,070","బాబోయ్. నువ్వు మహా ముదురువి.","Oh, my gosh. You are sick."
"199","00:15:04,571","00:15:07,157","**[NO TELUGU MATCH FOUND]**","[rock music playing through car stereo]"
"200","00:15:12,287","00:15:13,747","**[NO TELUGU MATCH FOUND]**","[music fades]"
"201","00:15:17,125","00:15:18,836","**[NO TELUGU MATCH FOUND]**","[banging]"
"202","00:15:22,047","00:15:23,966","**[NO TELUGU MATCH FOUND]**","[banging continues]"
"203","00:15:31,765","00:15:32,975","**[NO TELUGU MATCH FOUND]**","[gasps]"
"204","00:15:35,269","00:15:37,312","**[NO TELUGU MATCH FOUND]**","[banging continues]"
"205","00:15:48,115","00:15:50,409","**[NO TELUGU MATCH FOUND]**","[panting]"
"206","00:15:54,705","00:15:56,540","**[NO TELUGU MATCH FOUND]**","[dog whines]"
"207","00:15:58,166","00:16:00,002","**[NO TELUGU MATCH FOUND]**","[panting continues]"
"208","00:16:02,004","00:16:04,464","గ్రెండల్","**[NO ENGLISH MATCH FOUND]**"
"209","00:16:12,389","00:16:16,602","గ్రెండల్ నా కుక్క","**[NO ENGLISH MATCH FOUND]**"
"210","00:16:24,401","00:16:26,695","**[NO TELUGU MATCH FOUND]**","[thunder rumbles]"
"211","00:16:39,583","00:16:42,878","**[NO TELUGU MATCH FOUND]**","[overlapping chatter]"
"212","00:16:47,633","00:16:49,885","జిన్నీ, థియో నీ కోసం వెతుకుతున్నాడు.","Jinny, Leo was looking for you."
"213","00:16:49,968","00:16:53,388","నువ్వు ఇచ్చే టూర్ కి గ్రేంజర్ రేపటి తర్వాతే ఫ్రీగా ఉంటాడు.","He said Granger won't be free for your run-through until tomorrow."
"214","00:16:53,472","00:16:55,724","పర్వాలేదులే. ప్రారంభోత్సవానికి ఇంకా చాలా సమయం ఉంది.","That's fine. There's still time before the opening."
"215","00:16:55,807","00:16:56,808","పిల్లలు ఎక్కడ?","Where are the kids?"
"216","00:16:56,892","00:16:59,061","అన్నీ గెలులకుతున్నారు. కిందికి పంపించేశా.","They were getting antsy. I had to send 'em down."
"217","00:16:59,144","00:17:00,395","సరే.","[sighs] Okay."
