"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"88","00:04:56,298","00:04:58,549","నేను అందరిలాగే బ్లూ కాలర్ ఉద్యోగి లాంటి వాడినే.","You know, I'm like a normal blue-collar guy."
"89","00:04:58,550","00:05:00,509","అందరి కుర్రాళ్ల లాగే నాకు కూడా మసాలా వంటకాలు అంటే ఇష్టం.","You know, I like spicy stuff as much as the next guy."
"90","00:05:00,510","00:05:03,178","కానీ ఎప్పుడయినా నువ్వు బాగా కారంగా ఉండే డోరిటోస్ తిన్నావా?","But, uh... But have you ever had Doritos for the damned?"
"91","00:05:03,179","00:05:04,431","చెత్త.","Fuck."
"92","00:05:04,431","00:05:06,932","దాన్ని ఇప్పుడు నువ్వు క్రిమిరహితంగా శుభ్రం చేయాలి, కదా?","Oh, you know you have to sterilize that now, right?"
"93","00:05:06,933","00:05:08,018","నాకు తెలుసు.","I know."
"94","00:05:09,436","00:05:13,023","బాబు, మనం బార్ లో పని చేస్తున్నాం. అది ఎంత అద్భుతమైన విషయమో కదా.","[sighs] Man, we work in a bar. How dope is that?"
"95","00:05:14,649","00:05:15,901","అది చాలా అద్భుతమైన విషయం, ఒమర్.","It's pretty dope, Omar."
"96","00:05:17,235","00:05:19,945","ఓయ్, ఆ డబ్ల్యు-4 ప్రింట్ అవుట్ తీసుకున్నావా?","Yo, did you, uh, print out that W-4?"
"97","00:05:19,946","00:05:21,989","లేదు, నిజానికి ఇక్కడ ప్రింటర్ పాడైపోయింది.","Um, no, actually the printer here is broken."
"98","00:05:21,990","00:05:23,741","సరే. మీ ఇంట్లో ప్రింటర్ లేదా?","Okay. You ain't got a printer at your house?"
"99","00:05:23,742","00:05:28,412","నా దగ్గర ప్రింటర్ లేదు. విడాకుల తరువాత ప్రింటర్ ని నా భార్య తీసుకుంది, కాబట్టి ఆ చాలా, చాలా బాధాకరమైన జ్ఞాపకాలని మళ్లీ గుర్తు చేసినందుకు థాంక్స్.","I don't. My wife got the printer in the divorce, so thanks for bringing up that very, very, very painful memory."
"100","00:05:28,413","00:05:30,080","- నిజంగా మెచ్చుకుంటాను. - ఏంటి సంగతులు, కుర్రాళ్లూ?","- I really appreciate that. - What up, boys?"
"101","00:05:30,081","00:05:31,790","హేయ్, ఓయ్, మీతో నేను ఒక విషయం మాట్లాడాలి.","Hey, yo, I got something to float by you guys."
"102","00:05:31,791","00:05:34,501","- మనతో ఒకరు కలిసే అవకాశం గురించి. - కలుస్తున్నారా?","- Uh, a possible collab for us. - A collab?"
"103","00:05:34,502","00:05:36,337","జానీ 66 గురించి ఏం అనుకుంటున్నారు?","What do you think of Johnny 66?"
"104","00:05:36,338","00:05:38,714","జానీ 66... అది రెస్టారెంట్ చైన్, కదా?","Johnny 66... Oh, that's the restaurant chain, right?"
"105","00:05:38,715","00:05:42,051","- అవును, అది బాగా వ్యాపారం జరిగే హోటల్. - అవును, చాలా చెత్తగా, ఘోరంగా ఉంటుంది.","- Yeah, it's like a fast-casual place. - Yeah, it's super cheesy, terrible."
"106","00:05:42,052","00:05:43,928","తెలియదు, కానీ అవి చాలా ఎక్కువ ఉన్నాయి.","[singsongy] I don't know, but there's a lot of them."
"107","00:05:43,929","00:05:47,181","సరే, అవి చాలా ఎక్కువ బ్రాంచీలు ఉన్నాయి కాబట్టి, అది మంచి రెస్టారెంట్ అనుకోలేము.","Ooh, well, just 'cause there's a lot of something, it does not mean it's good."
"108","00:05:47,182","00:05:48,349","అది మనకి మంచి పాఠం.","That's a good lesson for you."
"109","00:05:48,350","00:05:50,601","చాలామంది సీరియల్ కిల్లర్స్ ఉన్నంతమాత్రాన సీరియల్ కిల్లర్స్ మంచి వాళ్లు కారు.","There's a lot of serial killers. Serial killers are not good."
"110","00:05:50,602","00:05:53,604","- అంతమంది సీరియల్ కిల్లర్స్ ఉంటారా? - చాలామంది సీరియల్ కిల్లర్స్ ఉంటారు అనుకుంటా.","- Are there that many serial killers? - I think there is a lot of serial killers."
"111","00:05:53,605","00:05:56,485","అప్పట్లో గోల్డెన్ స్టేట్ సీరియల్ కిల్లర్ పక్క ఇంట్లోనే మా నాయనమ్మ ఉండేది.","My grandma used to live next to the Golden State killer."
"112","00:05:57,150","00:05:58,567","- అదీ విషయం. - అది క్రేజీగా ఉంది.","- There you go. - [Andy] That's crazy."
"113","00:05:58,568","00:06:00,527","వాళ్లు పరస్పరం బనానా బ్రెడ్లు లాంటివి ఇచ్చి పుచ్చుకునే వారు.","They used to bring each other banana bread and shit."
"114","00:06:00,528","00:06:03,864","నిజానికి సీరియల్ కిల్లర్స్ కంటే ఎక్కువగా వాళ్ల గురించి చాలా టెలివిజన్ షోస్ ఉన్నాయి.","There's more television shows about serial killers than there's actually serial killers."
"115","00:06:03,865","00:06:10,162","అది నిజం కావాలని కోరుకుంటున్నాను, ఎందుకంటే అలా కాకపోతే, ఐస్-టి ఒక్కడే న్యూ యార్క్ లో పాతిక వేలమంది సీరియల్ కిల్లర్లని పట్టుకుంటాడు.","I really hope that's true, 'cause if it's not, Ice-T alone has conservatively caught 25,000 serial killers just in New York."
"116","00:06:10,163","00:06:12,790","- అది చాలా పెద్ద సంఖ్య. - కుర్రాళ్లూ, మనం మాట్లాడుకుందాం, కుర్రాళ్లూ.","- [Andy] That's a lot of serial killers. - Guys, let me talk, guys."
"117","00:06:12,791","00:06:13,999","దయచేసి మాట్లాడు.","Please talk."
"118","00:06:14,000","00:06:17,628","నేను జానీ 66 సిఇఓని కలిశాను, ఎందుకో తెలుసా?","I fucking met the CEO of Johnny 66, and guess what?"
"119","00:06:17,629","00:06:19,880","అతను మన బీర్ కి లైసెన్స్ ఇవ్వడానికి ఆసక్తిగా ఉన్నాడు.","He's interested in licensing our beer."
"120","00:06:19,881","00:06:21,131","అది సంతోషం.","You're welcome."
"121","00:06:21,132","00:06:24,772","ఇంకా మన బీర్ ని రుచి చూడటానికి అతను ఈ రాత్రి ఇక్కడికి వస్తున్నాడు. మనం ఈ ఒప్పందం చేసుకోవాలి.","And he's coming in tonight to try it. Let's fucking close this shit."
"122","00:06:25,262","00:06:30,808","అది, అంటే, నిజంగా మనం ఎవరనే దానిని అది సరిగ్గా సూచిస్తుందని నేను అనుకోవడం లేదు.","[clicks tongue] I don't think that is, like, really what is representative of who we are necessarily."
"123","00:06:30,809","00:06:31,976","అదేంటి మళ్లీ చెప్పు?","Which is what again?"
"124","00:06:31,977","00:06:41,627","మనం ఎంతో నిజాయితీతో అత్యంత నాణ్యమైన బీర్ ని తయారు చేస్తున్నాం, కానీ మన నాణ్యమైన ఉత్పత్తిని చౌకబారు డేట్స్ కి వచ్చే మనుషులకీ, లేదా, అంటే, మామూలుగా మందుకొట్టే తాగుబోతులకి అందించాల్సి వస్తుంది.","Which is creating an incredibly high-quality product using integrity, and then selling that product to people on Hinge dates and, like, pretty well-to-do alcoholics."
"125","00:06:42,237","00:06:44,113","కానీ, జానీ 66 అనేది చాలా గొప్ప ఆలోచన అని నా అభిప్రాయం.","Well, I think Johnny 66 is a dope-ass idea."
"126","00:06:44,114","00:06:46,991","అతనికి గనుక మన బీర్ నచ్చితే, మనం చాలా డబ్బు గడిస్తాం, బ్రదర్.","And if he likes our beer, we make freaking bank, bro."
"127","00:06:46,992","00:06:48,409","మనం ఈ ఒప్పందం కుదుర్చుకోవాలి.","We should do it."
"128","00:06:48,410","00:06:50,287","సారీ, నాకు ఆసక్తి లేదు.","I'm sorry, I'm not interested."
"129","00:06:50,829","00:06:52,871","కానీ, తోసిపుచ్చుతున్నాను. నీ నిర్ణయంతో నాకు పని లేదు, బాబు.","Well, overruled. It's not really up to you, man."
"130","00:06:52,872","00:06:54,748","కానీ, అది నా నిర్ణయమే కావాలి, ఎందుకంటే నేనే బ్రూమాస్టర్ ని.","Uh, well, it is up to me, 'cause I'm the brewmaster."
"131","00:06:54,749","00:06:57,418","సరే, నేను డబ్బు ఇచ్చే మాస్టర్ ని ఇంకా ఇది నా బార్. కాబట్టి...","Well, I'm the money master and this is my bar. So... [laughs]"
"132","00:06:57,419","00:06:59,795","డబ్బు అనేది, ఇక్కడ ముఖ్యం కాదు.","Money master, uh, is not a thing."
"133","00:06:59,796","00:07:02,256","నాకు, ఆండీకి ఈ వ్యాపారంలో పావలా వాటా ఉంది.","And me and Andy each own a quarter of this place."
"134","00:07:02,257","00:07:03,799","అది కాదు. సరే, నువ్వు చెప్పింది నిజమే.","Yeah, no. Yeah, you're right."
"135","00:07:03,800","00:07:07,303","మీ ఇద్దరికీ 24.5 శాతం వాటా ఉంది, ఆ రెండు కలిపితే నలభై...","You each own 24.5% which together equals f..."
"136","00:07:07,304","00:07:08,596","నలభై తొమ్మిది శాతం వాటా అవుతుంది.","Forty-nine."
"137","00:07:08,597","00:07:13,142","థాంక్యూ. నలభై తొమ్మిది శాతం. అది మైనారిటీ వాటా, చెత్తవెధవ.","Thank you. Forty-nine percent. A minority stake, you fucking idiot."
"138","00:07:13,143","00:07:17,187","ఈ రెస్టారెంట్ కి ఇంత ప్రాముఖ్యత వచ్చిందంటే అందుకు కారణం నేను కష్టపడి పని చేయడమే.","I'm the one who works their fucking ass off to make this place what it is."
"139","00:07:17,188","00:07:19,273","అవును, నువ్వు ఆ పనిని నా డబ్బుతో చేశావు, బ్రదర్.","Yeah, you did that with my money, bro."
"140","00:07:19,274","00:07:21,734","అయితే నువ్వు చాలా గొప్పగా పని చేశావు, విలియమ్. అభినందనలు.","And you did a great job, William. Congratulations."
"141","00:07:21,735","00:07:25,321","మనం అందరి దృష్టిని ఎలా ఆకర్షిస్తున్నామో చూడు. ఇప్పుడు మనం ఇంకా ఎక్కువ సంపాదించాలి.","Look at all the attention we're getting. And now we can make even more money."
"142","00:07:25,322","00:07:27,865","నా ఉద్దేశం, జీవితం ఉన్నది దేని గురించి, కుర్రాళ్లూ?","I mean, that's what life's about, right, boys?"
"143","00:07:27,866","00:07:32,036","అంటే, ఒకసారి ఆలోచించు, ఇది అభివృద్ధి గురించి, పైకి ఎదగడం గురించి. ఇది ఎప్పటికీ పెరిగే ఆదాయం గురించి.","I mean, think about it, it's about progression, it's about moving up. It's about generational wealth."
"144","00:07:32,037","00:07:35,331","నువ్వు కాల్ ఆఫ్ డ్యూటీ ఆట ఆడుతుంటే, నువ్వు ఆడుతున్నంత సేపూ రూకీ లెవెల్ లోనే ఉండిపోతావా?","When you're playing Call of Duty, do you sit on rookie level the entire time?"
"145","00:07:35,332","00:07:38,334","ఖచ్చితంగా ఉండవు. నువ్వు పైకి వెళతావు, ప్రముఖుల సరసకు వెళ్లాలని చూస్తావు.","Absolutely fucking not. You move up, you go to elite."
"146","00:07:38,335","00:07:43,923","ఆ ప్రముఖులని కూడా దాటిపోయిన స్థాయిలో, జానీ 66తో మన లక్కీ పెన్నీ బ్రూయింగ్ సంస్థ చేతులు కలుపుతుంది.","And then after elite, you go where Johnny 66 with an association of Lucky Penny Brewing is gonna go."
"147","00:07:43,924","00:07:45,257","నువ్వు గొప్పవాడివి అయిపోతావు.","You go to legendary."
"148","00:07:45,258","00:07:49,720","నువ్వు ఏం మాట్లాడుతున్నావో నాకు ఒక్క ముక్క కూడా అర్థం కాలేదు ఎందుకంటే నేను ఆ ఆట ఆడి పన్నెండేళ్లు దాటింది.","I don't know what the fuck any of that means because I'm over 12 years old."
