"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"17","00:02:12,966","00:02:15,195","-నేను నీతో మళ్ళీ ఎప్పుడూ గోల్ఫ్ ఆడను. -ఎందుకు?","- I'm not playing golf with you again. - [MAN 2] Why not?"
"18","00:02:15,219","00:02:17,638","""ఎందుకా?"" అది గోల్ఫ్ కాదు. అది హాకీలా ఉంది.","""Why not?"" That wasn't golf. That was more like hockey."
"19","00:02:17,721","00:02:19,306","నాకు భయం వేసింది.","I was afraid for my life."
"20","00:02:19,389","00:02:22,100","నువ్వు హాట్ టబ్ ప్రయత్నించలేదా? నువ్వది ప్రయత్నించి చూడాలి.","Have you tried the hot tub yet? You should try the hot tub."
"21","00:02:22,184","00:02:23,185","నువ్వు కూడా దాన్ని మిస్ అవలేవు.","Even you can't miss that."
"22","00:02:23,268","00:02:27,606","నేను... బెంజమిన్, ఏమవుతోంది?","Ooh, I ought to… Benjamin, what's going on?"
"23","00:02:27,689","00:02:29,691","నీకు వేడిగా ఉన్నట్టు అనిపిస్తోంది. కళ్ళు తిరిగి పడిపోతావు అన్నట్టు ఉన్నావు.","You look so hot. You look like you're gonna faint."
"24","00:02:29,775","00:02:31,276","నాకు తాజా గాలి సరిపడదు.","Fresh air doesn't agree with me."
"25","00:02:31,360","00:02:37,783","అదంతా మీ అమ్మ నిన్ను బయటకి తీసుకురాకుండా పెంచడం వల్లే. పదా. మనం లోపలికి వెళ్దాము, సరేనా? అక్కడ ఎయిర్ కండిషనింగ్ ఉంది.","Well, that's because your mother raised you as veal. [CHUCKLES] Come on. Let's go in here, all right? There's air-conditioning."
"26","00:02:37,866","00:02:41,787","అక్కడ వందల కొద్దీ సినిమాలు ఉన్నాయి, అన్నిటికీ అకాడమీ అవార్డులు వచ్చినవే. బాల్స్ ఉన్నాయి చూసుకో.","There are hundreds of movies, all Academy Award winners. - [GRUNTS] - Mind the boccie balls."
"27","00:02:41,870","00:02:44,831","లీసా. ఐక్ హెర్ష్ కాఫ్.","- [SPEAKING, INDISTINCT] - Lisa. Ike Herschkopf."
"28","00:02:44,915","00:02:45,916","-హాయ్. -వచ్చినందుకు ధన్యావాదాలు.","- Hi. - Thanks for coming."
"29","00:02:45,999","00:02:47,679","-ఎప్పటిలా చాలా అందంగా ఉన్నావు. -ధన్యవాదాలు.","- You look gorgeous as always. - Thank you."
"30","00:02:47,709","00:02:49,509","మనం ఒక ఫోటో తీసుకోవడానికి నీకేమీ అభ్యంతరం లేదు కదా?","You don't mind if we get a picture real quick?"
"31","00:02:49,545","00:02:50,939","-లేదు. -సరే, ఏ బటన్ నొక్కాలి...","- Sure. - Okay, so which button is..."
"32","00:02:50,963","00:02:52,798","-అది పైన ఉంది. -నేను దాన్ని తిప్పాలా...","- It's on top. - Do I have to wind it..."
"33","00:02:52,881","00:02:54,132","లేదు, లేదు. అది రెడీగా ఉంది.","No, no. It's ready."
"34","00:02:54,216","00:02:57,987","సరే. -పైన. -నేను తప్పు బటన్ నొక్కాను.","- Okay, um… [SIGHS] - [CHUCKLES] - Top. - I pressed the wrong one."
"35","00:02:58,011","00:03:00,448","-నేను వెళ్లి నా కళ్ళద్దాలు వెతుక్కోవచ్చా? -లేద. మీరు...","- -Can I just go find my glasses? -No. You know... - -Can I just go find my glasses? -No. You know..."
"36","00:03:00,472","00:03:02,724","పరవాలేదు. హే, హే! ఇలా రండి. ఇలా రండి.","It's okay. Hey, hey! Come. Come here."
"37","00:03:02,808","00:03:04,059","-ధన్యవాదాలు. -సరే.","- Thank you. - [MAN 3] Okay."
"38","00:03:04,142","00:03:06,019","ఇలా రండి. మీరు... ఈ ఫోటో తీస్తారా.","Come here. Can... Uh, take this picture of us."
"39","00:03:08,230","00:03:10,357","-ఆనందిస్తున్నావా? బాగుంది. -అవును. అవును.","- Enjoying yourself? Great. - I am. I am."
"40","00:03:10,440","00:03:11,775","చాలా బాగుంది. నాకు ఈ ఇల్లు నచ్చింది.","Gorgeous. I love the house."
"41","00:03:11,859","00:03:12,901","ధన్యావాదాలు.","Thank you."
"42","00:03:15,195","00:03:16,405","-అయింది. -అద్భుతం.","- Success. - Great. [SIGHS]"
"43","00:03:16,405","00:03:21,326","నాతో రా, నేను నీకు ఈ ఆవులని చూపించాలి. నేను వాటిని నగరంలోని గాలరీ నుంచి కొన్నాను. -సరే. -అవి చాలా బాగున్నాయి.","Come, I wanna show you these cows. - Oh. - I got 'em in a gallery in the city. - Oh, okay. - They... They're so fun."
"44","00:03:21,410","00:03:23,161","ఈ తడి టవల్స్ తీస్తావా?","Collect some of these wet towels, will you?"
"45","00:03:24,162","00:03:26,582","**[NO TELUGU MATCH FOUND]**","[INSECTS CHIRPING]"
"46","00:03:30,002","00:03:31,503","**[NO TELUGU MATCH FOUND]**","[FOOTSTEPS APPROACHING]"
"47","00:03:36,133","00:03:37,134","**[NO TELUGU MATCH FOUND]**","[GRUNTS]"
"48","00:03:43,974","00:03:44,975","**[NO TELUGU MATCH FOUND]**","[YELLS]"
"49","00:03:46,310","00:03:47,644","**[NO TELUGU MATCH FOUND]**","[STRAINS]"
"50","00:03:47,728","00:03:49,021","**[NO TELUGU MATCH FOUND]**","[GRUNTS]"
"51","00:03:59,364","00:04:00,843","**[NO TELUGU MATCH FOUND]**","- [GRUNTING] - [GRUNTING]"
"52","00:04:06,705","00:04:07,706","**[NO TELUGU MATCH FOUND]**","[PANTING]"
"53","00:04:31,063","00:04:33,232","**[NO TELUGU MATCH FOUND]**","[WHIRRING]"
"54","00:04:57,673","00:05:00,676","**[NO TELUGU MATCH FOUND]**","[WOMAN, CHILDREN CHATTERING]"
"55","00:05:00,759","00:05:02,010","సరే, ఈ గదిలోనే ఉండండి.","Okay, stay in this room."
"56","00:05:02,094","00:05:05,097","ఆగండి. ఇంకా... హే, ఎక్కడికి వెళ్తున్నారు? ఇక్కడికి రండి.","Stop. And then... Hey, where are you going? Back in here."
"57","00:05:05,597","00:05:08,576","నేనతని కోసం వెతుకుతాను... అతను... రండి. మీ మామయ్యకి హాయ్ చెప్పండి, లిజ్జీ.","I'm gonna look for him... Oh, there he... Come on. Say hi to your uncle, Lizzie."
"58","00:05:08,600","00:05:11,061","ఆ. ఫిల్లిస్, క్రిమినాశకుడిని పిలువు.","Uh-oh. Phyllis, call the exterminator."
"59","00:05:11,645","00:05:14,731","ఇక్కడ మన బిల్డింగ్ లో చిన్న చిన్న పురుగులు తిరుగుతున్నాయి.","We've got pesky little critters running around in the building."
"60","00:05:14,815","00:05:19,879","నేను డాక్టర్ హెర్ష్ కాఫ్ తో నీ కోసం ఈ మధ్యాహ్నం -అపాయింట్మెంట్ తీసుకున్నాను. -అబ్బా. అవన్నీ నా మీద పాకుతున్నాయి.","I made an appointment with Dr. Herschkopf - for you for this afternoon. - Oh, my gosh. They're all over me."
"61","00:05:19,903","00:05:21,405","ఇవేంటి?","What... What are they, exactly?"
"62","00:05:21,488","00:05:26,034","చూద్దాం. వీటికి చాలా బొచ్చు ఉంది, ఇంకా... ఈ చిన్న చేతులను చూడండి.","Let's see. They have a lot of fur, and... Ooh, look at these little sticky paws."
"63","00:05:26,118","00:05:27,870","-నేను చెప్పింది విన్నావా? -నేను వెళ్ళలేను.","- Did you hear me? - I can't go."
"64","00:05:29,162","00:05:32,892","-ఎందుకు వెళ్ళలేవు? -చూడు, -నాకు ఒక అపరిచితుడితో... -అతను అపరిచితుడు కాదు.","- Why can't you go? - Look, - I don't want to talk to some stranger... - He's not a stranger."
"65","00:05:32,916","00:05:34,835","రాబై గోల్డ్ బర్గ్ ఆయనని సిఫార్సు చేశారు.","Rabbi Goldberg recommended him."
"66","00:05:34,918","00:05:36,920","కాదు. అవును. అవును. హే!","No, I... I know. I know. Oh, hey!"
"67","00:05:37,004","00:05:38,172","నాకు చక్కిలిగింతలు పెట్టద్దు.","Don't tickle me."
"68","00:05:38,255","00:05:41,592","సరే, అమ్మాయిలూ, అమ్మాయిలూ. ఆపండి. మీ మామయ్య మార్టీని వదలిపెట్టండి.","Okay, girls, girls. Knock it off. Leave your Uncle Marty alone."
"69","00:05:41,675","00:05:45,137","పదండి, మీరు మీ దుస్తులు పాడు చేసుకునే లోపు మనం ఫోటో తీసుకుందాం.","Come on, let's just... Let's take the picture before you ruin your outfits."
"70","00:05:45,220","00:05:47,764","అమ్మాయిలు! రండి, రండి, రండి. పదండి వెళ్దాం. పదండి.","Girls! Come. Come, come, come. Let's go. Come on."
"71","00:05:47,848","00:05:49,266","ఫోన్ పెట్టండి, ప్లీజ్.","Put the phone down, please."
"72","00:05:49,349","00:05:50,475","అది నీదా?","Is that yours?"
"73","00:05:50,559","00:05:52,728","కాదు. సరే, ధన్యవాదాలు. నువ్వు చాలా ముద్దుగా ఉన్నావు.","No. All right, thank you. You look adorable."
"74","00:05:52,811","00:05:55,397","ఇది చూడండి. ఇదీ ప్రశ్న.","Oh, look at this. Here's the question."
"75","00:05:55,480","00:05:59,151","ఈ చిన్న చిన్న పురుగుల్ని పట్టుకోవడానికి సరిపోయేవి ఏమైనా ఉన్నాయా?","Do they make traps big enough to capture all these pesky critters?"
"76","00:05:59,234","00:06:02,070","వాటిని చేస్తారు. వెనకాల కొన్ని ఉన్నాయి.","- I'm sure they do. - I'm sure they do. - We got some in the back. - Mm-hmm."
"77","00:06:02,154","00:06:04,448","అవును, ఉన్నాయి. బ్రూస్, చీపురు తీసుకురా.","Yeah, we do. Bruce, go get the broom."
"78","00:06:04,531","00:06:08,577","అవును, మనం వెళ్లి... -అబ్బా! నా తల! -చీపురు తీసుకురండి!","- [GIRLS SCREAMING] - Yeah, we gotta get the... - Oh, my God! My head! - Go get the broom!"
"79","00:06:09,161","00:06:12,206","అయితే, నువ్వు వెళ్తావా?","[SIGHS] So, will you go?"
"80","00:06:12,289","00:06:16,376","నేను డాక్టర్ హెర్ష్ కాఫ్ ని ఇవాళ కలవాల్సిన అవసరం లేదు. నేను బానే ఉన్నాను.","I don't need to see Dr. Herschkopf, okay? I'm totally fine."
"81","00:06:18,337","00:06:19,338","**[NO TELUGU MATCH FOUND]**","[DOOR OPENS]"
"82","00:06:20,380","00:06:21,423","ఓ-హో.","Uh-oh."
"83","00:06:22,299","00:06:24,384","చూడబోతే ఈ బిల్డింగ్ లో పురుగులు ఉన్నట్టున్నాయి.","Looks like we do have some vermin in the building."
"84","00:06:24,468","00:06:25,761","అబ్బా!","Oh, shoot!"
"85","00:06:25,844","00:06:27,054","**[NO TELUGU MATCH FOUND]**","Oh."
"86","00:06:28,722","00:06:30,575","-సరే, నువ్వు కెమెరా తీసుకో. -సరే.","- All right, you take the camera. - [SIGHS] Yeah."
"87","00:06:30,599","00:06:32,559","-ఆమె సంగతి నేను చూసుకుంటాను. -సరే, అలాగే.","- I'll deal with her. Okay? - Yeah, okay."
"88","00:06:33,560","00:06:35,062","సరే.","[SIGHS] Fine."
"89","00:06:35,145","00:06:38,023","సరే, పద.","[SIGHS] Here we go."
"90","00:06:38,106","00:06:39,441","-డెబ్రా! -అతను ఎక్కడున్నాడు?","- Deborah! - Where is he?"
"91","00:06:39,525","00:06:40,943","నిన్ను కలవడం కూడా బాగుంది.","Oh, good to see you as well."
"92","00:06:41,026","00:06:44,279","-నువ్వు నా సందేశాలు మార్టీకి ఇచ్చావా? -ఇచ్చాను. ఎనిమిదీ ఇచ్చాను.","- Did you pass on my messages to Marty? - Yes. All eight of them."
"93","00:06:44,363","00:06:46,323","నిజంగా ఇచ్చావా? ఎందుకంటే అతను తిరిగి ఫోన్ చెయ్యలేదు.","Are you sure? 'Cause he didn't call back."
"94","00:06:46,406","00:06:49,493","అది మీరిద్దరూ విడిపోవడం వలన అనుకుంటాను.","Maybe that's because you two broke up."
"95","00:06:49,576","00:06:52,454","కాదు. విడిపోతున్నామన్న సంగతి ఫాక్స్ ఎవరూ చేసి చెప్పరు, ఫిల్లిస్.","No. You don't break up with someone by fax, Phyllis."
"96","00:06:52,538","00:06:55,123","కాదు, ఒప్పుకుంటాను, కానీ అంత కన్నా ఘోరమైన పద్ధతులు కూడా ఉన్నాయి.","No, I agree, but there are worse ways."
"97","00:06:55,207","00:06:57,793","నా భర్త అతని సెక్రెటరీతో అక్రమ సంబంధం పెట్టుకుని విడిపోయాడు.","My husband ended our marriage by fucking his secretary."
"98","00:06:57,876","00:06:59,336","దానితో పోలిస్తే ఫాక్స్ నయమే.","So, I'd take a fax any day."
"99","00:06:59,419","00:07:07,261","సరే, అది నాకు అనవసరం. నేను... సరే. నేనతన్ని కలవాలి.","- Okay, I don't really care. I just... - Okay, I don't really care. I just... - Okay. [CLEARS THROAT] - [SIGHS] I wanna see him."
"100","00:07:07,845","00:07:10,180","-అతను ఇక్కడ లేడు. -అతను నా నుంచి దాక్కోలేడు.","- He's not here. - He can't keep hiding from me."
"101","00:07:10,264","00:07:11,390","అతను దాక్కోగలడు.","I'm pretty sure he can."
"102","00:07:11,473","00:07:12,558","అతను నాకు బాకీ ఉన్నాడు.","He owes me."
"103","00:07:12,641","00:07:16,687","సరే, మనం ఈ చెత్త ఆపుదాం. సరేనా. నేనిది చెయ్యలేను. నేనివాళ చెయ్యలేను.","Okay, let's cut this bullshit. Mm-mmm. I can't. I can't with this today."
"104","00:07:16,770","00:07:19,189","వాడు నీకేమీ బాకీ లేడు. అది అయిపోయింది.","He owes you nothing. It's over."
"105","00:07:20,440","00:07:22,401","నేనతనితో ఒక విషయం మాట్లాడాలి.","There's something I need to talk to him about."
"106","00:07:23,026","00:07:26,697","అది వ్యక్తిగత విషయం. నువ్వు మళ్ళీ గర్భవతి అయ్యావా?","- [SIGHS] - It's a private matter. Oh, are you pregnant again?"
"107","00:07:26,780","00:07:29,658","-నన్నలా అనడానికి నీకెంత ధైర్యం? -నువ్వు అవ్వలేదా?","How fucking dare you - accuse me of that? - Oh, didn't you?"
"108","00:07:29,741","00:07:31,368","-నోరు మూసుకో, ఫిల్లిస్. -నేను చెప్పేది విను.","- Fuck you, Phyllis. - Listen to me."
"109","00:07:31,451","00:07:32,870","మార్టీ మంచివాడు.","Marty is a nice guy."
"110","00:07:32,953","00:07:38,542","నిజానికి మరీ మంచివాడు. కానీ నేను ఆ ప్రత్యేక రోగంతో బాధపడటం లేదు నిన్ను వాడిని దోపిడీ చేయనివ్వను.","In fact, he's too nice. But I don't suffer from that particular affliction… - Oh. - …and I will not let you exploit him."
"111","00:07:38,625","00:07:39,745","నువ్వెవరు? అతని కాపలా కుక్కవా?","What are you? His guard dog?"
"112","00:07:39,793","00:07:47,718","ఇంకా ఘోరం. నేను వాడి చెల్లెలిని. ఒక కాపలా కుక్క నిన్ను కేవలం కరుస్తుంది, కానీ ఒక చెల్లెలిగా, నేను నీ పేగులు పీకి, దానితో వేణువు వాయిస్తాను.","- Worse. I'm his sister. - Ah. A guard dog will just bite you, but a sister will rip out your goddamn trachea and play it like a fucking flute."
"113","00:07:47,801","00:07:48,802","నీకు తేడా అర్థమైందా?","You get the difference?"
"114","00:07:48,886","00:07:50,726","దీనికి నీకు సంబంధం లేదు, ఫిల్లిస్.","This is none of your goddamn business, Phyllis!"
"115","00:07:50,804","00:07:52,139","అక్కడే నువ్వు తప్పుగా అనుకుంటున్నావు!","That's where you're wrong!"
"116","00:07:52,806","00:07:54,433","మార్టీ పని నా పనే.","Marty is my business."
"117","00:07:55,434","00:07:56,435","సరే.","Okay."
"118","00:07:57,728","00:07:58,729","**[NO TELUGU MATCH FOUND]**","[SIGHS]"
"119","00:07:59,521","00:08:06,320","సరే. అతను నాకు మధ్యాహ్నం కల్లా ఫోన్ చెయ్యకపోతే, అతనికి సమస్య ఎదురవుతుంది.","Okay. Um… [CHUCKLES] Okay. Um… [CHUCKLES] If he doesn't call me by this afternoon, there's gonna be trouble."
"120","00:08:06,403","00:08:07,963","అయితే, సమస్య ఎదురవుతుందనుకుంటాను.","Well then, I guess there'll be trouble."
"121","00:08:07,988","00:08:10,884","-అవును, చాలా పెద్ద సమస్యే వస్తుంది. -లేదు, నేను మొదటిసారి విన్నాను.","- Yeah, there's gonna be a lot of trouble. - No, I heard you the first time."
"122","00:08:10,908","00:08:12,743","-నువ్వు పిచ్చిదానివి, ఫిల్లిస్. -బాగుంది.","- Kiss my fucking ass, Phyllis. - Nice."
"123","00:08:12,826","00:08:14,161","పిచ్చిదానా.","Fucking bitch."
"124","00:08:14,244","00:08:15,412","బాగుంది.","Nice."
"125","00:08:15,495","00:08:18,165","మూడు అనగానే బాగా నవ్వండి. ఒకటి, రెండు, మూడు.","[MARTY] Big smiles on three. One, two, three."
"126","00:08:18,248","00:08:20,292","**[NO TELUGU MATCH FOUND]**","[CLICKS, WHIRS]"
"127","00:08:20,375","00:08:22,586","అబ్బా. సరే. ఒక మాట చెప్పనా?","[SIGHS] Oh, my God. Okay. You know what?"
"128","00:08:22,669","00:08:25,297","నవ్వద్దు కానీ వంకర మొహాలు పెట్టకండి.","Forget smiling. Just try to look less spooky."
"129","00:08:25,380","00:08:28,060","మీరు ది షైనింగ్ లో కవలలకి ఇంకొంత మంది కవలలు ఉన్నట్టు ఉన్నారు.","You look like the twins from The Shining had another bunch of twins."
"130","00:08:28,926","00:08:31,470","ఓహ్, మిస్టర్ ఏబుల్మాన్, ఒక్క క్షణం ఆగండి, సరేనా?","Oh, Mr. Abelman, hold on one second, okay?"
"131","00:08:31,553","00:08:34,431","బ్రూస్, నువ్వు ఫోటో తీస్తావా? వీళ్ళని కొంచెం నవ్వించు.","Bruce, can you take over? Just try to get 'em to smile."
"132","00:08:34,515","00:08:38,808","అంటే, ఈ ప్రూఫ్ ఆఫ్ లైఫ్ శక్తిని నేను తట్టుకోలేకపోతున్నాను. నేను చేయగలిగింది చేస్తాను.","I mean, this hostage proof-of-life energy is not working for me. [CHUCKLES] I'll do my best."
"133","00:08:38,894","00:08:42,563","చూడండి, మీరు ట్రావెలర్ కర్టెన్ ని కాటన్ వెల్వెట్ కలర్ లో ఆర్డర్ చేసారు.","Let's see, you, uh... You ordered the traveler curtain in cotton velvet velour."
"134","00:08:42,648","00:08:45,317","-అవును. బటర్ ఫ్లై ప్లీట్ లతో. -అవును.","- I did. With butterfly pleats. - Yes."
"135","00:08:45,400","00:08:52,115","దీనిలో డైరెక్షన్ పైల్ ఉంది ఇంకా మాట్ ఫినిష్ కూడా ఉంది. అది పుచ్చిని రంగా? ముదురుగా అనిపిస్తోంది.","And as you can see, it has the directional pile and the... And the matte finish. Is that Puccini? It seems dark."
"136","00:08:52,199","00:08:55,199","కాదు. ఇది మామూలు పుచ్చిని రంగే. అంటే, ఈ వెలుతురులో అది ముదురుగా కనిపించచ్చు.","No, it's regular Puccini. I mean, in this light it may look a little darker."
"137","00:08:55,244","00:08:58,830","-నాకు... -అందుకని మేము మీకు షార్క్స్ టూత్ గేజ్ ఇంకా రెండు కోళ్ళు చేశాము.","- I don't... - So we got you the, uh, sharkstooth gauze and two legs."
"138","00:08:58,914","00:09:00,674","నన్నా కోళ్ళను చూడనివ్వు.","- Let me see the legs. - Let me see the legs."
"139","00:09:02,751","00:09:04,503","ఓహ్, అదేంటి?","Oh, what's that supposed to be?"
"140","00:09:04,586","00:09:06,880","అది నలుపు రంగులో ఉన్న వెలూర్ కోడు.","It's, uh, it's a velour leg in black."
"141","00:09:06,964","00:09:08,340","వెనకాల.","On the back."
"142","00:09:08,340","00:09:10,968","ఇది కర్టెన్ లైనింగ్.","Oh. It's... It's curtain lining."
"143","00:09:11,051","00:09:12,052","ఎందుకు?","Why?"
"144","00:09:12,553","00:09:14,179","ఇది మసకదనాన్ని ఎక్కువ చేస్తుంది.","It gives maximum opacity."
"145","00:09:15,055","00:09:16,974","నేను కర్టెన్ లైనింగ్ ఆర్డర్ చెయ్యలేదు.","I didn't order a curtain lining."
"146","00:09:17,057","00:09:24,940","మేమది సిఫార్సు చేస్తాము, అవి, కొత్త వాటికి... కర్టెన్లు పూర్తి చెయ్యడానికి, అప్పుడు వాటి మన్నికని పెంచడానికి కర్టెన్లకి లైనింగ్ వేస్తాము.","Well, we just recommend that, you know, for new drapes to f... To finish the drapes, so you have your curtain lining to, you know, extend the life span."
"147","00:09:25,023","00:09:27,442","నీకు చెవుడా? నేనది అడగలేదు.","Are you deaf? I didn't ask for it."
"148","00:09:29,778","00:09:33,740","చూడండి, మేము... మేము కర్టెన్ లైనింగు లేకుండా కర్టెన్లు కుట్టము.","Look, we... we don't make it without the curtain lining."
"149","00:09:33,824","00:09:37,882","-ఓహ్, మీరు కుట్టరనుకుంటాను. -అంటే, -ఎందుకంటే అది మన్నికను పెంచుతుంది. -అప్పుడు మీరు డబ్బు ఎక్కువ తీసుకోవచ్చు.","- Oh, I bet you don't. - I mean, - because it saves on wear and tear. - Because you can charge more."
"150","00:09:37,911","00:09:38,912","**[NO TELUGU MATCH FOUND]**","[SIGHS]"
"151","00:09:41,415","00:09:43,125","-వినండి. -కాదు, నువ్వు విను.","- Listen. - No, you listen."
"152","00:09:43,667","00:09:46,837","మీ నాన్నగారు ఇన్చార్జ్ గా ఉన్నప్పుడు నేను ఈ చెత్తంతా వినాల్సిన అవసరం రాలేదు.","I didn't have to put up with this nonsense when your father was in charge."
"153","00:09:46,920","00:09:48,280","నేను మంచిది చేయడానికి ప్రయత్నిస్తున్నాను.","I'm just trying to do what's best."
"154","00:09:48,338","00:09:50,465","నేనిక్కడికి ముప్పై నాలుగేళ్లగా వస్తున్నాను.","Thirty-four years I've been coming here."
"155","00:09:50,549","00:09:52,843","-మేము అందుకు కృతజ్ఞులం. -జెరోమ్ ఎక్కడున్నాడు?","- And we appreciate the business. - Where's Jerome?"
"156","00:09:52,926","00:09:56,555","-మా బాబాయ్ ఇప్పుడిక్కడ పని చేయడం లేదు. -ఎందుకని?","- [HEARTBEAT THUMPING] - [SIGHS] - My uncle doesn't work here anymore. - Why not?"
"157","00:09:56,638","00:09:59,141","ఎందుకంటే అది చాలా క్లిష్టమైన విషయం.","Because it's... it's... it's complicated."
"158","00:09:59,224","00:10:01,411","నేను జెరోమ్ తో మాట్లాడాలి.","- I want to speak to Jerome. - I want to speak to Jerome."
"159","00:10:01,435","00:10:06,690","మీరు ఒక్క క్షణం ఆగుతారా?","- [HEARTBEAT THUMPING INTENSIFIES] - [SIGHS] Can you just hold on for one second?"
"160","00:10:07,316","00:10:15,316","**[NO TELUGU MATCH FOUND]**","[BREATHING HEAVILY]"
"161","00:10:38,555","00:10:39,556","మిస్టర్ ఏబుల్మాన్!","Mr. Abelman!"
"162","00:10:41,016","00:10:43,060","హాయ్, మీరు ఎలా ఉన్నారు?","Hi, how are you?"
"163","00:10:43,143","00:10:45,938","నేను జెరోమ్ తో మాట్లాడే వరకు ఒక్క అణా కూడా చెల్లించను.","I'm not paying a cent until I've spoken to Jerome."
"164","00:10:46,855","00:10:47,856","అలాగా.","[PHYLLIS] I see."
"165","00:10:55,697","00:10:57,407","మీరు నాకు దయచేసి ఒక్క క్షణం ఇస్తారా?","Could you give me one second, please?"
"166","00:10:58,116","00:10:59,796","**[NO TELUGU MATCH FOUND]**","- [BREATHING HEAVILY] - [BREATHING HEAVILY]"
"167","00:11:04,498","00:11:06,041","**[NO TELUGU MATCH FOUND]**","[BREATHES SHAKILY]"
"168","00:11:06,124","00:11:07,209","మార్టీ, ఏం చేస్తున్నావు?","Marty, what are you doing?"
"169","00:11:07,292","00:11:12,506","నువ్వు వెంటనే బయటకి రావాలి. మార్టీ, ఆపది. మార్టీ, దాన్ని వదులు.","- You need to come out right now. - [WHIMPERS] Marty, stop it. Marty, put it down."
"170","00:11:12,589","00:11:17,344","ఆపు. నీకు పానిక్ అటాక్ వస్తోందా? నీకేమైంది?","- Stop it. - [GRUNTS] - You're having a... a panic attack? - [BREATHING HEAVILY] What is the matter with you?"
"171","00:11:17,427","00:11:18,987","నీకు... నీకెందుకు భయం వేస్తోంది?","What are you... What are you afraid of?"
"172","00:11:19,012","00:11:23,433","ఆయనొక ముసలి టాల్మడ్ టీచర్, ఆయనకి ముప్పై ఏళ్ల వయసు నుంచీ చెవులో జుట్టు ఉంది.","He's just a grouchy old Talmud teacher who's had ear hair since he was 30."
"173","00:11:23,517","00:11:26,228","నువ్వు ఎందుకంత భయపడుతున్నావు?","- [PANTING] - What are you so scared about?"
"174","00:11:26,311","00:11:27,312","**[NO TELUGU MATCH FOUND]**","[SIGHS]"
"175","00:11:27,396","00:11:32,025","మార్టీ, నాకేసి చూడు. ఇప్పుడు నువ్వే ఇన్చార్జ్ వి. నువ్వే బాస్ వి.","- Marty, look at me. - [BREATHES HEAVILY] You're in charge now. You're the boss."
"176","00:11:32,109","00:11:36,613","బాస్ లు బట్ట నమలరు, మార్టీ. ఏమైంది? మార్టీ, నువ్వు కళ్ళు తిరిగి పడిపోతున్నావా?","- Bosses don't chew the fabric, Marty. - [PANTS] What's the matter? Marty, are you fainting?"
"177","00:11:36,697","00:11:38,424","లే. కాదు, ఇప్పుడే లే. ఇది ఆపు.","- [GRUNTS] - Get up. No, get up now. Stop it."
"178","00:11:38,448","00:11:42,202","నువ్వు బయటకి రావాలి, నువ్వు... ఆపు! మార్టీ, లే.","You gotta get out there. You gotta… Stop it! Marty, get up."
"179","00:11:42,703","00:11:44,288","నువ్వు వేళాకోళం చేస్తున్నావా?","Are you kidding me right now?"
"180","00:11:45,706","00:11:46,707","**[NO TELUGU MATCH FOUND]**","[SIGHS]"
