"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"23","00:03:16,597","00:03:19,367","ఇదే సమయం. నేను వెళ్తాను, నువ్వు అనుసరించు. సరేనా?","This is it. I go, and you follow. Yeah?"
"24","00:03:21,977","00:03:23,079","వద్దు!","No!"
"25","00:03:23,687","00:03:28,358","అతడిని పట్టుకో, ఎడీ! ఊపిరి ఆడనివ్వకు!","Grab him, Eddie! Strangle him!"
"26","00:03:35,866","00:03:37,052","కిందికి!","Down!"
"27","00:03:37,618","00:03:40,621","ఆ తుపాకి! తుపాకిని తన్ను!","The gun! Kick the gun!"
"28","00:03:43,290","00:03:47,729","కూర్చోండి. వెంటనే కూర్చోండి. ముందుకు కూర్చో! కదలద్దు!","Sit down. Sit the fuck down. Face forward! Don't fucking move!"
"29","00:03:49,129","00:03:51,483","గన్! గన్ ఎక్కడ ఉంది?","The gun! Where's the gun?"
"30","00:04:20,119","00:04:23,890","నేను ముందే చెప్పినట్లు, నాకు ఇంటికి వెళ్లాలని ఉంది.","Like I said, I just wanna get home."
"31","00:05:26,393","00:05:51,811","నేను చెప్పబోతున్నాను, సరేనా? దాదాపు ఐదు యేళ్లుగా అసలు కలవని వ్యక్తి ఉదయం ఏడు గంటలకు ఫోన్ చేయడం అంటే, చాలా త్వరగా చేసినట్లు కదా? నాకు తెలుసు. సారీ. నాకు ఒక సాయం చేయాలి. మరో ముప్పై సెకన్లలో నేను నా కారులో ఉంటాను... ఇంకా విను, ఇందులో విషయం ఉండకపోవచ్చు, కానీ... ...అది నా తరహాలో ""త్వరగా పూర్తి చేయి"" అని చెప్పడం. థాంక్స్. నా గర్ల్ ఫ్రెండ్ మాజీ భర్త దుబాయ్ నుండి లండన్ కి విమానంలో బయలుదేరాడు. ఆ విమానం టేకాఫ్ అయిన వెంటనే అతను ఒక మెసేజ్ చేస్తూ విమానంలో ఏదో పరిస్థితి తలెత్తిందని చెప్పాడు.","I'm gonna say it, yeah? 7 a.m. is way too early to call someone you haven't seen in about, what, five years? I know, I know. I'm sorry. I need one favor. I'm heading into my car in about 30 seconds... And listen, there might not be anything in this, but... Which is my way of saying, make it quick. Thanks. My girlfriend's ex is on a plane to London from Dubai. He messaged her straight after takeoff saying there was an incident on board."
"32","00:05:52,211","00:05:58,710","ఆమె వెంటనే సమాధానంగా మెసేజ్ చేసింది కానీ, అది ఆ ఫోన్ కి అందలేదు. నన్ను నువ్వు ఏం అడుగుతున్నావు? సరే, అది అంతా సవ్యంగా ఉందో లేదో చూడాలి.","She messaged him back straightaway, can't get through. What are you asking me? Well, to check if it's okay."
"33","00:05:59,051","00:06:05,617","చూడు, నీకు తెలిసిన వాళ్లు ఎవరైనా ఉండచ్చు... అవును. కానీ ఇది కౌంటర్ టెర్రరిజమ్ ఘటన కాదు, డానియెల్. కానీ, బహుశా ఇది అదే కావచ్చు.","Look, there must be someone you work with who can... Yeah. It's not a counterterrorism issue, Daniel. Well, it might be."
"34","00:06:06,350","00:06:10,789","అది తీవ్రవాద చర్య కాకపోతే, నేను... చూడు, బహుశా ఎవరైనా అయి ఉండచ్చు... చూడు, అది ఎవరో ఎలా తెలుస్తుంది...","And if it's not, I... You know, maybe there's someone who... You know, who knows someone who..."
"35","00:06:11,313","00:06:13,833","ప్లీజ్, జాహ్రా. నేను చూసుకుంటానని తనకి హామీ ఇచ్చాను.","Please, Zahra. I told her I'd try."
"36","00:06:14,358","00:06:17,254","సరే. విమానంలో ఒక సమస్య ఏర్పడిందా? ఒక పరిస్థితి.","All right. An issue on board? An incident."
"37","00:06:18,195","00:06:24,361","తరువాత అతను ఆమెని ఎంతగా ప్రేమిస్తున్నాడో చెప్పాడు. అతను ఎలా ఎప్పటికీ ఆమెని ప్రేమిస్తాడో చెప్పాడు. సరే. అయితే మనం ఖచ్చితంగా ఆమె మాజీ భర్త గురించే మాట్లాడుతున్నామా?","Then he told her how much he loves her. How he'll... he'll always love her. Right. And this is definitely her ex we're talking about?"
"38","00:06:24,660","00:06:27,681","అతను అలా చెప్పాడు. అతను అలా చెప్పాడు అంటే...","It's the way he said it. He wouldn't have said it unless it..."
"39","00:06:28,038","00:06:30,684","పరిస్థితి చాలా తీవ్రమైనది కాబట్టే అతను అలా చెప్పి ఉంటాడు.","He'd never have said it like that unless it was serious."
"40","00:06:32,584","00:06:34,229","సరే, ఆ విమానం నెంబరు ఎంత?","Okay, what's the flight number?"
"41","00:06:35,629","00:06:42,487","థాంక్స్. మనస్ఫూర్తిగా చెప్తున్నాను. నీకు, నాకు మధ్య ఇంత జరిగాక కూడా... చూడు. సరే, విమానం నెంబరు చెప్పు, డానియెల్.","Thanks. Genuinely. Especially after everything you and I... You know. Yeah, yeah, the flight number, Daniel."
"42","00:06:43,345","00:06:47,534","కెఎ29. కిలో ఆల్ఫా రెండు తొమ్మిది. ఒక గంట కిందట టేకాఫ్ అయింది.","KA29. Kilo Alpha Two Nine. Took off about an hour ago."
"43","00:06:48,142","00:06:49,601","అలాగే, అర్థమైంది.","All right, got it."
"44","00:06:52,622","00:06:55,709","కెఎ29","**[NO ENGLISH MATCH FOUND]**"
"45","00:06:57,568","00:07:03,282","ఎందుకు ఇదంతా చేస్తున్నావు? మీకు ఏం కావాలి? నోరు మూయి.","Why... Why are you doing this? What do you guys want? Shut up."
"46","00:07:05,909","00:07:07,053","టై తీసి ఇవ్వు.","Ties."
"47","00:07:16,879","00:07:18,023","ఐస్ కావాలి.","Ice."
"48","00:07:19,339","00:07:22,027","సారీ? విమానంలో ఐస్ ఉందా?","Sorry? You got any ice on the plane?"
"49","00:07:22,718","00:07:25,345","ఉంది.","Yeah."
"50","00:07:41,987","00:07:47,618","మా మీద దాడి చేయాలన్న ఆలోచన ఎవరిది?","Whose idea was it to start all that shit?"
"51","00:07:53,165","00:07:55,143","నాది. అది నా ఆలోచన.","Mine. Mine. It was mine."
"52","00:08:05,552","00:08:06,988","అది మంచి ఆలోచన కాదు, మిత్రమా.","Not a good one, mate."
"53","00:08:10,099","00:08:12,559","అది నా కోసం కాదు.","It's not for me."
"54","00:08:16,021","00:08:20,335","ఆ మనిషి, ఆ ఇన్ఛార్జ్, అతని పేరు ఏంటి? మాటలు ఆపు, మిత్రమా.","The guy that's in charge, what's his name? Stop chatting, mate."
"55","00:08:22,528","00:08:23,672","కూర్చో.","Sit down."
"56","00:08:29,034","00:08:30,804","నీ చెత్త వాగుడు వినే ఆసక్తి ఎవరికీ లేదు.","No one's interested in your bullshit."
"57","00:08:43,799","00:08:45,652","నేను అక్కడికి వచ్చేలా చేయకు, మిస్టర్.","Don't make me come up there, mister."
"58","00:08:47,261","00:08:51,241","చూడు, నాకు ఇంక ఇప్పుడు కోపం వస్తోంది. ఇంక రా. నేను వస్తున్నాను.","All right, I'm starting to get angry now. Come on. I'm coming."
"59","00:08:51,890","00:08:55,412","మనం నిన్నటి కన్నా ఈ రోజు ఇంకా ఆలస్యం అయ్యాం. ఇదే ఒక రికార్డు అయిపోయింది.","We're even later than yesterday. And that was a record in itself."
"60","00:08:56,812","00:09:00,917","ఆగు. వెల్క్రో. - ఇవి ఫిజికల్ ఎడ్యుకేషన్ కోసం. - వెల్క్రో.","Wait. Velcro. - They're for P.E. - Velcro."
"61","00:09:10,200","00:09:22,314","- బాబ్స్. - ఆలిస్? హాయ్. అంటే, నేను ఐదు నిమిషాలు ఆలస్యంగా వస్తాను. - అయితే నిన్నటి మాదిరిగా పది నిమిషాలు కాదా? - లేదు, ఐదు నిమిషాలు. సరే, ఈ రోజుల్లో ఐదు నిమిషాలు అంటే ఎంత సమయం? సైమన్, నేను ""ఐదు"" అంటే, నా ఉద్దేశం ఐదు అనే. నేను నీకు అబద్ధం చెప్పను.","- Bobs. - Alice? Yeah, hi. Yeah, I'm... I'm five minutes late. - Oh, so not ten like yesterday? - No, five. Okay, and how long is five minutes these days? Simon, if I say five, I mean five. I'm not gonna lie to you."
"62","00:09:22,755","00:09:41,458","సరే, అయితే, నువ్వు పనిలోకి వచ్చేవరకూ విమానాన్ని గాలిలో చక్కర్లు కొట్టమని చెబుతాను, చెప్పనా? చూడు, బాబీకి నిన్న అపెండిక్స్ సమస్య వచ్చింది, అందువల్ల ఈ రోజు స్కూలుకు వెళ్లడంలేదు, ఆ కారణంగా నేను వేరే చైల్డ్ కేర్ సెంటర్ చూసుకోవలసి వచ్చింది. అది వాడి స్కూలు కన్నా చాలా దూరంగా ఉంది. ఈ అన్ని కారణాల వల్ల, సైమన్, నేను పది నిమిషాలు ఆలస్యంగా వస్తాను. - అవునా? - మరీ ఆలస్యం అంటే పదిహేను నిమిషాలు.","Okay, well, I'll just tell the plane to keep circling till you're ready to come to work, shall I? Look, Bobby had his appendix out yesterday, which means he's off school today, which means I need to find alternative childcare. And that's further away than his school. All of which means, Simon, I'm going to be ten minutes late. - Yeah? - Fifteen minutes tops."
"63","00:09:42,065","00:09:47,088","సరే, ఇప్పుడు ఇది విందాం. మంచి పాట.","All right, now. Tune."
"64","00:10:13,806","00:10:15,589","""మీ క్యాబిన్ సిబ్బందిని మాట్లాడుతున్నాను.","This is your cabin crew speaking."
"65","00:10:16,725","00:10:20,497","మీ సీట్లలో మీరు కూర్చుని సీటు బెల్టులు పెట్టుకుని ఉండాల్సిందిగా మిమ్మల్ని కోరుతున్నాను.","We ask that you remain in your seats with your seat belts fastened."
"66","00:10:21,522","00:10:25,001","ఈ విమానం ప్రస్తుతం స్వాధీనం చేసుకున్న వారి ఆదేశాలను మాత్రమే అనుసరించండి.","Do only as instructed by those now in charge of this aircraft."
"67","00:10:26,568","00:10:29,548","కొద్ది నిమిషాల కిందట జరిగిన సంఘటనలు లాంటివి ఇకపై సహించము.","The events of the past few minutes will not be tolerated."
"68","00:10:30,697","00:10:35,011","ఇక ముందు ఎవరైనా ప్రతిఘటిస్తే ఫలితం ప్రాణాంతకంగా ఉంటుంది.","Any further resistance will result in a fatality."
"69","00:10:36,578","00:10:39,683","ఇది తుది హెచ్చరికగా భావించగలరు."" సరే, అది నాకు ఇవ్వు.","Take this as your final warning. Right, give me that."
"70","00:10:40,999","00:10:42,602","ఇప్పుడు ముందు భాగానికి వెళ్లు.","Now fuck off down the front."
"71","00:10:53,470","00:10:56,866","హేయ్. ఈ దెబ్బకి ఏదైనా కట్టడానికి తీసుకురా.","Hey. Get something for this."
"72","00:12:18,406","00:12:21,660","పైలెట్ ఒక సమస్య","**[NO ENGLISH MATCH FOUND]**"
"73","00:12:28,482","00:12:29,905","నీ గురించి కనుక్కుందామని చేశాను.","Checking for you now."
"74","00:12:31,068","00:12:32,963","సరే. ఒక్క సెకను.","Yeah. One second."
"75","00:12:34,488","00:12:39,928","కింగ్డమ్ 2-9, దాని వేళలు ఏంటి? 13:06 గంటలకు అది చేరాలి.","Kingdom 2-9, what are the timings on that? Not due till 13:06."
"76","00:12:40,285","00:12:52,387","అందుకు ఇంకా చాలా సమయం ఉంది అనుకుంటా. మన గగనతలంలోకి రావడానికి ఐదు గంటలు పడుతుంది. నేరుగా ఆ విమానాన్ని సంప్రదించగలవా? అంటే, మాట్లాడగలను, కానీ వై-ఫై ఆన్ లో ఉంటే ఎవరైనా సంప్రదించచ్చు. ఏదో కారణం వల్ల, వై-ఫై పని చేయడం లేదు. లేదంటే మనం ఎటిసి ద్వారా ప్రయత్నించచ్చు... - ఎక్కడ అంటావు? దుబాయ్? - అవును.","It's still a way out I'm afraid. Five hours till it hits our airspace. Can you contact the plane direct? Well, I can, but anyone can if the Wi-Fi's on. For some reason, the Wi-Fi's down. Or we could try ATC at... - Where did you say? Dubai? - Yeah."
"77","00:12:53,132","00:12:55,715","వాస్తవంగా అది మన పరిధిలోకి రాదు, కానీ మనం ప్రయత్నించి చూద్దాం.","Doesn't really fall under our remit, but there you go."
"78","00:12:56,176","00:12:57,320","కాస్త ఓపికతో ఉండు.","Bear with me."
"79","00:12:57,803","00:13:01,157","షియోబన్, దుబాయ్ ఎటిసి ఫోన్ నెంబరు ఇస్తావా?","Siobhan, can you get me a number for Dubai ATC?"
"80","00:13:02,891","00:13:06,663","కంట్రోల్, ఇది బిఎ9850, టేకాఫ్ కోసం అనుమతి కోరుతున్నాం.","Control, this is BA9850 requesting clearance for take off."
"81","00:13:08,772","00:13:12,002","ఎనిమిది. తొమ్మిది మీద వేయడానికి నీకు ఎనిమిది ఉంది.","Eight. You've got an eight to go on a nine."
"82","00:13:12,776","00:13:14,212","ఇంకొకసారి చూడు.","Take a second look."
"83","00:13:15,679","00:13:27,684","నేను ఇంటికి వెళ్తున్నాను. పుట్టినరోజు శుభాకాంక్షలు! బిఎ9850, మీ టేకాఫ్ కి అనుమతి ఉంది. నిజం. విమానం వారితో మాట్లాడాను. ఇప్పుడు అంతా సద్దుమణిగింది. తప్పుడు హెచ్చరిక.","I'm going home. Happy birthday! BA9850, you're clear to take off. Correct. Talked to the aircraft. Now everything is fine. False alarm."
"84","00:13:28,333","00:13:30,270","ఆ ఫోన్ కింగ్డమ్ విమానం గురించేనా?","Was that about the Kingdom flight?"
"85","00:13:31,044","00:13:34,608","అవును. బ్రిటీష్ వాళ్లు ఫోన్ చేస్తున్నారు. నువ్వు ఏం చెప్పావు?","Yes. British calling. What'd you say?"
"86","00:13:35,883","00:13:38,486","అంతా బాగానే ఉంది అని చెప్పాను. కేవలం తప్పుడు హెచ్చరిక.","I say everything is okay. Just false alarm."
"87","00:13:39,803","00:13:42,949","లేదు. ఇక్కడ ఆడకూడదు, మిత్రమా.","No. Not here, my friend."
"88","00:13:50,063","00:13:51,646","దొంగ కేకలు పెట్టిన కుర్రాడి గురించా?","The boy who cried wolf?"
"89","00:13:58,113","00:14:07,599","హేయ్, నువ్వు పైలెట్ తో మాట్లాడావు. ఏమీ జరగలేదని అతను చెప్పాడు. అతను చెప్పింది తప్పు కావచ్చు కదా? అతను తప్పుగా ఎందుకు చెబుతాడు? అతను అబద్ధం ఆడి ఉండచ్చు కదా? ఎందుకు అబద్ధం చెబుతాడు?","Hey. You spoke to the pilot. He said it was nothing. What if he's wrong? How could he be wrong? What if he's lying? Why would he lie?"
"90","00:14:08,082","00:14:10,101","బహుశా ఎవరైనా అతనితో అబద్ధం చెప్పించి ఉండచ్చు.","Maybe someone was making him lie."
"91","00:14:10,793","00:14:12,062","అతడిని బెదిరించి ఉండచ్చు.","Maybe he was threatened."
"92","00:14:12,795","00:14:23,198","కానీ అతని గొంతు. అతను భయపడినట్లు అనిపించలేదు. చాలా ప్రశాంతంగా, నిదానంగా మాట్లాడినట్లు అనిపించింది. వాళ్లు అలాగే మాట్లాడతారు. - పైలెట్లా? - బ్రిటీష్ ప్రజలు. వాళ్లకి భావోద్వేగాలు శూన్యం. ఏమీ తెలుసుకోలేం.","But his voice. He was not frightened. He sounded very calm and relaxed. That's how they sound. - Pilots? - British people. Zero emotion. Tells us nothing."
"93","00:14:31,271","00:14:33,166","అతడిని అక్కడి నుండి తప్పించాలి.","You need to get him out of there."
"94","00:14:33,607","00:14:38,004","చూడు, అందరూ ఎవరు ఎక్కడ ఉండాలో అక్కడ ఉన్నారు, అతను తప్ప.","Look, you've got everyone where you want them except for him."
"95","00:14:39,196","00:14:40,882","అతను అక్కడ ఉండనవసరం లేదు.","He doesn't have to be in there anyway."
"96","00:14:41,365","00:14:45,053","పైలెట్లు కేవలం టేకాఫ్ ఇంకా ల్యాండింగ్ మాత్రమే చేస్తారని అందరికీ తెలిసిందే.","Everyone knows that pilots just do the takeoffs and the landings."
"97","00:14:45,494","00:14:47,055","మిగతాదంతా ఆటో పైలెట్.","The rest is on autopilot."
"98","00:14:49,164","00:14:50,308","అయితే?","So?"
"99","00:14:52,209","00:14:54,232","కాబట్టి అతను మనల్ని ఎక్కడికైనా తీసుకువెళ్లచ్చు.","So he could be taking us anywhere."
"100","00:14:59,299","00:15:01,194","నాకు ఏం సమాచారం చెబుతావు, హయిదీ?","What have you got for me, Heidi?"
"101","00:15:01,552","00:15:07,701","విమాన మార్గం కంట్రోల్ అధికారి దుబాయ్ తో మాట్లాడాడు. వాళ్లు ఇప్పటికే పైలెట్ తో మాట్లాడారట. అది తప్పుడు హెచ్చరిక అని ఖరారు చేశారు. ఛ.","Flight Path Control spoke with Dubai. They'd already contacted the pilot. It's confirmed as a false alarm. Shit."
"102","00:15:09,268","00:15:10,495","అది మంచి విషయం కాదా?","Isn't that good?"
"103","00:15:11,562","00:15:14,148","సారీ, నా ఉద్దేశం అది కాదు.","Sorry, sorry, I didn't mean that."
"104","00:15:14,731","00:15:19,945","కేవలం నీ ఉదయం సరిగ్గా లేదంతే. ఈ ప్రపంచంలోనే అతి చెత్త ప్రయాణం చేస్తున్నాను, అదే నేను చేస్తున్నది.","You're just having a bad morning. I'm having the world's worst journey, that's what I'm having."
"105","00:15:43,719","00:15:47,198","అవును. ఆటోపైలెట్ లో ఉంచు. ఆటోపైలెట్ లోనే ఉంది.","Right. I want it on autopilot. It is."
"106","00:15:48,098","00:15:49,141","నాకు చూపించు.","Show me."
"107","00:15:53,103","00:15:55,290","సరే, చూపించు. దాని గురించి వివరించు.","Yeah, show me though. Explain it."
"108","00:15:56,023","00:16:10,472","సరే. అంటే, నేను అక్కడ ఆటోపైలెట్ బటన్ ఆన్ చేస్తే, నా ఫ్లయిట్ స్క్రీన్ మీద మనం ఇక్కడ ఉన్నామని చూపిస్తూ ఒక మెసేజ్ వస్తుంది. మీరు చూస్తే గనుక, ఆ ఆటోపైలెట్, ఎపి1 అమలులో ఉంటుంది. ఇంకా ప్రోగ్రామ్ గమ్యాలు ఇక్కడ ఉన్నాయి.","Okay. Well, if I press autopilot there, I get a message on my flight screen here that shows you there, if you look, the autopilot AP1 is engaged. And the program destinations are here."
"109","00:16:10,954","00:16:17,187","అది హీత్రో, ఇజిఎల్ఎల్, 320 డిగ్రీల బేరింగ్ లో ఉంది.","That's Heathrow, EGLL, at a bearing of 320 degrees."
"110","00:16:18,545","00:16:19,848","ఆ విషయం నాకు ఎలా తెలుస్తుంది?","How do I know that?"
"111","00:16:20,380","00:16:27,948","ఆ డిగ్రీల గురించా? అది లండన్ అని. అంటే, అది ఇక్కడ ఉంటుంది. ఇజిఎల్ఎల్, అది కోడ్. యూరోప్, గ్రేట్ బ్రిటన్, లండన్.","About the degrees? That it's London. Well, it's there. EGLL, that's the code. Europe, Great Britain, London."
"112","00:16:29,515","00:16:31,826","అయితే నువ్వు ఇప్పుడు ఏమీ ముట్టుకోనక్కరలేదా?","So you don't have to touch anything now?"
"113","00:16:32,267","00:16:36,873","లేదు. హీత్రో చేరుకోవడానికి ఒక గంట ముందు వరకూ.","No. Not until an hour before Heathrow."
"114","00:16:54,732","00:16:56,768","సలామ్ ఆలేకుమ్. ఆలేకుమ్ సలామ్.","Peace be upon you. And also upon you."
"115","00:16:57,084","00:17:09,719","- ఇక్కడ ఇన్ఛార్జ్ నువ్వేనా? - అవును. నేను ఎటిసిలో పని చేస్తాను. ఈ ఉదయం టేకాఫ్ అయిన విమానంలో ఏదో సమస్య ఉండవచ్చని అనుకుంటున్నాం. విమానాలు నా డిపార్టుమెంట్ కాదు. నాకు అది తెలుసు. అది అర్థమైంది. కెమెరాలు.","- You're in charge here, yes? - Yes. I work in ATC. We think there might be a problem with one of the aircraft that took off this morning. Planes are not my department. I get that. I realize that. The cameras."
"116","00:17:10,096","00:17:12,825","నేను ఫుటేజ్ చూడచ్చా?","Can I see the footage?"
"117","00:17:13,976","00:17:16,704","ఆ ఫుటేజ్ చూడటానికి నిన్ను అడగచ్చా?","Can I ask to see the footage?"
"118","00:17:17,271","00:17:19,583","మీరు అడగవచ్చు. ఎప్పుడైనా అడగచ్చు.","You can ask. You can always ask."
"119","00:17:20,022","00:17:22,710","సరే. థాంక్యూ.","Okay. Thank you."
"120","00:17:26,571","00:17:29,801","నీ సీట్ బెల్ట్ తీసేయ్. బెల్టు తీసేయ్.","Take your seat belt off. Belt off."
"121","00:17:30,826","00:17:31,928","కదులు.","Move."
"122","00:17:34,663","00:17:38,435","నా చేయి వదులు. ఆపు.","Let go of my arm. Stop it."
"123","00:17:39,752","00:17:41,462","నా చేయి నొప్పి పెడుతోంది.","You're hurting my arm."
"124","00:17:41,545","00:17:46,151","నా చేయి! హేయ్! ఆమె నువ్వు అడిగింది చేస్తోంది కదా.","My arm! Hey! She's doing what you want."
"125","00:17:55,768","00:17:56,912","ముందుకు కదులు.","Go on."
"126","00:17:58,437","00:18:00,081","అది గన్ ఏమో ఆమెని అడుగు.","Ask her if it was a gun."
"127","00:18:00,522","00:18:01,875","అది గన్ ఏమో అడుగు.","Ask if it was a gun."
"128","00:18:08,864","00:18:11,343","అక్కడ కూర్చో. ఆమె ఏం చేసింది?","Sit there. What's she done?"
"129","00:18:13,243","00:18:14,387","ఈమె ఇక్కడ ఉంటుంది.","She stays here."
"130","00:18:20,918","00:18:27,067","నువ్వు బాగానే ఉన్నావా, అమ్మాయి? ఏం జరుగుతోంది? ఏం జరుగుతోందా? అక్కడ ఒక మనిషి ఉన్నాడు, అతను వాళ్ల పక్షం వెళ్లిపోయాడు.","You all right, pet? What's happening? What's happening? There's a man up there who's gone over to their side."
"131","00:18:27,591","00:18:30,612","తనని తాను కాపాడుకోవడం కోసం మనందరికీ ద్రోహం చేశాడు. అదే జరుగుతోంది అక్కడ.","He's just betrayed us all to help himself. That's what's happening."
"132","00:18:31,845","00:18:33,531","నాకు అర్థం కాలేదు.","I don't understand."
"133","00:18:46,318","00:18:49,714","మొదటగా, అక్కడ కూర్చో. సరిగ్గా అక్కడ.","First one, sit there. Just here."
"134","00:18:51,949","00:18:53,843","చిన్నగా మాట్లాడు.","Keep your voice down."
"135","00:19:02,584","00:19:12,904","ఈమె పరిస్థితి మరీ ఘోరంగా ఉంది. నేను... నేను తనకి కొన్ని మందులు తెచ్చి ఇస్తాను. - ఆమె బాగానే ఉంది. - తను బాగాలేదు. ఆమెకు పాపం చాలా రక్తం కారుతోంది. నేను విమానం వెనుక భాగానికి ఒకసారి వెళ్లి వస్తాను. లేదు, అది జరగని పని.","She's in a really bad way. I need to get some more supplies to her. - She's fine. - She's not. She's... She's bleeding really badly. If I could just get to the back of the plane. No, it's not happening."
"136","00:19:15,431","00:19:16,575","కూర్చో.","Sit."
"137","00:19:18,809","00:19:20,870","హలో? కింద కూర్చో.","Hello? Sit down."
"138","00:19:22,729","00:19:23,873","కూర్చో.","Sit."
"139","00:19:49,733","00:19:51,067","గేమ్ సెంటర్ ఇప్పుడు ఆడండి","**[NO ENGLISH MATCH FOUND]**"
"140","00:19:55,929","00:19:57,657","నన్ను పట్టుకో చూద్దాం.","Shiver me timbers."
"141","00:20:01,244","00:20:07,807","మీ ప్రత్యర్థితో చాట్ చేయండి నిజంగానా? ఏమీ జరగనట్లే నువ్వు బయటకి వెళ్తున్నావా? అయితే, తను మనం ఏం చేయాలని ఆశిస్తున్నాడు?","Seriously? You're just going out like nothing's happened? Well, what would he want us to do?"
