"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"110","00:10:32,090","00:10:35,052","బాగా చెప్పావు. నువ్వు కూడా నాలాగే మాట్లాడుతున్నావు.","That's good. That sounds just like me. [laughs]"
"111","00:10:35,135","00:10:36,178","నాకు తెలుసు.","I know."
"112","00:10:38,514","00:10:40,182","ఇక పని మొదలుపెడదాం పదండి, బద్ధకస్తులారా.","Back to work, slackers."
"113","00:10:44,394","00:10:45,395","కియర్ కి సలామ్ కొట్టండి.","Praise Kier."
"114","00:10:47,022","00:10:48,023","హేయ్.","Hey."
"115","00:10:48,857","00:10:50,234","నువ్వు కూడా ముగ్గులోకి దించాలని చూస్తున్నావా?","Are you fraternizing too?"
"116","00:10:50,817","00:10:52,986","ఏంటి? లేదు, నేనేమీ...","What? No, I..."
"117","00:10:53,070","00:10:58,867","నేను నా సహచరులను చక్కగా చూసుకుంటూ వారి అభ్యర్థనలను ఆలకించే నాయకుడిని.","I'm a leader who cares about his employees and takes their requests seriously."
"118","00:10:58,951","00:11:00,077","- నిజంగానా? - అవును.","- Really? - Yeah."
"119","00:11:00,160","00:11:02,704","సొల్లు ఎలా కార్చుకుంటున్నావో చూసుకో.","Look at you all dewy mouthed."
"120","00:11:02,788","00:11:04,831","- నన్ను చూసి నువ్వెప్పుడూ నవ్వనే లేదు. - అతను చెప్పింది నిజమే, మార్క్.","- You never smile at me. - He's right, Mark."
"121","00:11:04,915","00:11:08,043","నీ ముఖంలో కళ మారిపోతోంది.","You are sparing with the facial encouragements."
"122","00:11:08,126","00:11:10,254","అదేం కాదు. నేనెప్పుడూ నవ్వుతూనే ఉంటా.","That's ridiculous. I smile all the time."
"123","00:11:10,337","00:11:11,505","నమస్తే, మిత్రులారా.","[Mr. Milchick] Hey there."
"124","00:11:12,256","00:11:14,049","మీరందరూ దేని గురించి ముచ్చట్లాడుకుంటున్నారు?","What are you all talking about?"
"125","00:11:14,132","00:11:16,802","ఏమీ లేదు...","[Mark] Oh. Uh… [stammers] Just, uh..."
"126","00:11:16,885","00:11:17,886","- మేము... - అదీ...","- We're... - Dis..."
"127","00:11:17,970","00:11:20,305","- చర్చించుకుంటున్నాం... - అవును. మిసెస్...","- Discussing the... - Yes, uh, Mrs., uh..."
"128","00:11:20,389","00:11:23,684","- మిస్ కేసీ. మిస్ కేసీ. - మిస్ కేసీ. అవును.","- Ms. Casey. Ms. Casey. - Ms. Casey. Yeah, mm-hmm."
"129","00:11:24,852","00:11:25,894","ఒక్క నిమిషం, తను ఎక్కడ ఉంది?","Wait, where is she?"
"130","00:11:28,480","00:11:37,656","పార్ట్ టైమ్ పని అవతారాలకు పని పరంగా మీ అంత అనుభవం ఉండకపోవచ్చు, అయినా కానీ తమ చర్యలకు వారు బాధ్యత వహించాల్సిందే.","[Ms. Cobel] Part-time innies may not be as socialized and sophisticated as yourself, but they still must be held accountable for their actions."
"131","00:11:38,240","00:11:43,370","మిస్ కేసీకి హెల్లిని పర్యవేక్షించే బాధ్యతని అప్పగించాం, కానీ తను దాన్ని సరిగ్గా నిర్వర్తించలేకపోయింది.","Ms. Casey was told to supervise Helly, and she failed at that task."
"132","00:11:44,371","00:11:46,290","ఎందుకంటే, నేనే హెల్లిని బయటకు తీసుకెళ్లాను.","Because I snuck Helly out."
"133","00:11:46,373","00:11:48,709","అంటే, బ్రేక్ రూమ్ లో ఉండాల్సింది తను కాదు, నేను.","I mean, if anyone should be in the break room, it's me."
"134","00:11:49,293","00:11:50,294","**[NO TELUGU MATCH FOUND]**","[scoffs]"
"135","00:11:51,170","00:11:53,589","శౌర్యం.","Ah, valiance."
"136","00:11:53,672","00:11:56,383","ప్రధానమైన సూత్రం కాదు, కానీ బాగుంది.","Not a core principle, but sweet."
"137","00:11:57,426","00:11:59,887","నువ్వు ఎవరి కోసమైనా కూడా బ్రేక్ రూమ్ కి వెళ్లాలనుకుంటావు!","Who won't you go to the break room for?"
"138","00:12:02,306","00:12:05,434","తను కేవలం సంరక్షణా సలహాదారు, మార్క్.","She's just a wellness counselor, Mark."
"139","00:12:05,976","00:12:07,769","అవును, కానీ శిక్ష పడాల్సింది తనకి కాదు.","Yes, but she shouldn't be punished."
"140","00:12:07,853","00:12:09,521","నా ఉద్దేశం, హెల్లితో కాస్త నడుస్తూ మాట్లాడితే బాగుంటుందని అనిపించింది.","I mean, I thought Helly needed a walk."
"141","00:12:09,605","00:12:11,231","అంటే, నాకు ఆ హక్కు ఉంది కదా.","I mean, I'm allowed to do that."
"142","00:12:11,315","00:12:12,900","ఊరికే అలా నడిచావా?","Just a walk?"
"143","00:12:13,525","00:12:14,526","అవును.","Yeah."
"144","00:12:20,240","00:12:25,954","ఒక పక్క మీ డిపార్టుమెంట్ కోటాను అందుకోవడంలో దారుణంగా విఫలమవుతుంటే నువ్వేమో ఇతర డిపార్టుమెంట్ల చుట్టూ తిరుగుతున్నావా?","Or were you sniffing around other departments while your department falls woefully below quota?"
"145","00:12:26,788","00:12:28,498","తను మృత్యుఒడి దాకా వెళ్లి వచ్చింది.","She almost died."
"146","00:12:28,582","00:12:32,294","ప్రతీ కొత్త రిఫైనర్ యొక్క ఆలనాపాలనా చూసుకోవలసిన పని నీది కాదు.","It's not your job to play nursemaid to every new refiner."
"147","00:12:33,879","00:12:36,173","అయితే, నా పని ఏంటి?","Okay, so what is my job?"
"148","00:12:36,256","00:12:37,841","నువ్వు నిజంగా అది అడుగుతున్నావా?","Are you really asking me that?"
"149","00:12:39,259","00:12:40,260","అవును.","Yeah."
"150","00:12:40,761","00:12:42,930","అసలు మేము ఇక్కడ ఏం చేస్తున్నాం?","What is it we actually do here?"
"151","00:12:45,307","00:12:48,268","మనం కియర్ సేవలో ఉన్నామురా!","We serve Kier, you child!"
"152","00:12:48,769","00:12:59,238","నీ మట్టి బుర్రలోకి అది ఎక్కించుకొని, మీ టార్గెట్ ని మీరు చేరుకొనే దాకా, ఎండిఆర్ వారికి హాలులో నడిచే అధికారాన్ని నిలిపివేస్తున్నాను.","And until you get that through your mildewed little brain and hit quota, MDR's hallway privileges are hereby revoked."
"153","00:13:00,072","00:13:05,202","కాబట్టి ఇక నీ డెస్క్ వద్దకి వెళ్లి, అనుమతి వచ్చేదాకా అక్కడే ఉండు.","So get your little ass back to your desk and stay there until you're told to move."
"154","00:13:07,538","00:13:08,789","**[NO TELUGU MATCH FOUND]**","[breathes shakily]"
"155","00:13:09,289","00:13:11,250","లూమన్","**[NO ENGLISH MATCH FOUND]**"
"156","00:13:12,084","00:13:14,378","ఈ విషాదాన్ని నేను భరించలేకపోతున్నాను.","[Dylan] Goddamn tragedy for the ages."
"157","00:13:14,461","00:13:17,923","నాలో, ఇంకా మిస్ కేసీలో ఉండే అనిర్వచనీయమైన శక్తిని ఈ డిపార్టుమెంట్ కోల్పోయింది.","MDR will mourn the ""will-they-won't-they"" energy shared by Ms. Casey and myself."
"158","00:13:18,006","00:13:19,007","అవునా?","[Helly] Oh, yeah?"
"159","00:13:19,091","00:13:21,260","అదీగాక, నేను ఇవాళ అదిరిపోయే చొక్కా వేసుకొని వచ్చాను.","And to think I wore this nice-ass shirt for her today."
"160","00:13:23,428","00:13:25,639","నువ్వు ఆ చొక్కాని తీసుకున్నప్పుడు, నీకు అసలు ఆమె ఉందనే తెలీదు.","When you picked that shirt, you didn't know she existed."
"161","00:13:25,722","00:13:28,058","ప్రేమని ఈ వేర్పాటు పద్ధతి అడ్డుకోలేదేమో.","Well, maybe love transcends severance."
"162","00:13:28,141","00:13:30,227","- నీకు అలా అనిపిస్తుందా? - లేదు.","- You think so? - No."
"163","00:13:32,855","00:13:34,106","మరి నీకు, మార్క్ కి మధ్య ఏం నడుస్తోంది?","What about you and Mark?"
"164","00:13:34,189","00:13:35,440","ఏంటి?","[scoffs] What?"
"165","00:13:35,524","00:13:38,026","మీరిద్దరూ నిన్న ఆనందంగా ఎగురుకుంటూ దొంగచాటుగా బయటకు వెళ్లారు కదా?","You two enjoy, uh, sneaking off the other day?"
"166","00:13:38,777","00:13:40,153","""మేక పిల్లలు""?","""Baby goats""?"
"167","00:13:41,405","00:13:43,240","ఎందుకు అదోలా అంటున్నావు?","Why are you saying it like that?"
"168","00:13:43,824","00:13:44,824","**[NO TELUGU MATCH FOUND]**","[mumbles]"
"169","00:13:45,492","00:13:49,121","""మేక పిల్లలు"" అంటే మార్క్ ఎస్ తో సెక్స్ కి కోడ్ అనుకుంటున్నావా?","Are you implying that ""baby goats"" is… [stammers] …code for sex with Mark S.?"
"170","00:13:50,038","00:13:52,666","వామ్మోయ్.","- Mm-hmm. - Wow."
"171","00:13:53,250","00:13:56,336","అయితే, ""మేక పిల్లలు"" అనేది మార్క్ ఎస్ తో సెక్స్ కి కోడ్ ఆ?","Is... Is ""baby goats"" code for sex with Mark S.?"
"172","00:13:56,920","00:13:58,338","లేదు, మేము నిజంగానే మేకలని చూశాం.","No, they were actual goats."
"173","00:13:58,422","00:13:59,923","లేకపోతే, ఎందుకు అలా అంటాం?","Why would we call it that?"
"174","00:14:00,632","00:14:02,718","సరే. నేను నమ్ముతున్నానులే.","Okay. Yeah, I believe you."
"175","00:14:02,801","00:14:04,081","మార్క్.","- [footsteps approaching] - Mark."
"176","00:14:05,804","00:14:06,972","ఏం జరిగిందో తెలుసుకున్నావా?","You find out what happened?"
"177","00:14:07,055","00:14:09,099","తను బ్రేక్ రూమ్ లో ఉంది.","She's in the break room."
"178","00:14:09,183","00:14:11,768","అయ్యయ్యో. మన వల్లేనా?","Shit. Is that because of us?"
"179","00:14:14,229","00:14:21,111","ఇంకా, మనం టార్గెట్ ని అందుకొనే దాకా హాల్ వేలలో తిరగడానికి మనకి అనుమతి లేదు, కాబట్టి ఇతర డిపార్టుమెంటులకి వెళ్లడాలు లేవు!","And we're not allowed in the outer hallways anymore till we hit quota, so no more interdepartmental visits!"
"180","00:14:23,822","00:14:25,324","నువ్వు నిజంగానే అంటున్నావా?","Are you serious?"
"181","00:14:27,117","00:14:28,202","**[NO TELUGU MATCH FOUND]**","[exhales sharply]"
"182","00:14:29,578","00:14:43,133","నన్ను... క్షమించు, మార్క్. ఇదంతా... ఇదంతా నా వల్లే జరిగింది... అందరి కన్నా సీనియర్ గా నేను మీకు ఆదర్శవంతంగా ఉండటం లేదు.","[exhales, whispers] I'm… [normal] I'm sorry, Mark. It's... It's my fault… that I've been setting a bad example as the senior-most refiner."
"183","00:14:48,847","00:14:50,974","ఓ&డీకి ఎలా వెళ్లాలి అన్నావు?","Which way did you say it was to O&D?"
"184","00:15:13,705","00:15:15,332","మిల్చెక్!","[Ms. Cobel] Milchick!"
"185","00:15:15,415","00:15:16,500","నేను చూసుకుంటా.","I'm on it."
"186","00:15:38,105","00:15:40,107","**[NO TELUGU MATCH FOUND]**","[machines rattling]"
"187","00:15:45,445","00:15:46,446","**[NO TELUGU MATCH FOUND]**","Whoa."
"188","00:15:50,117","00:15:51,869","ఇంత మంది జనాలని నేనెప్పుడూ చూడలేదు.","This is more people than I've ever seen."
"189","00:15:52,536","00:15:53,954","నేను కూడా.","Uh, same."
"190","00:15:56,874","00:15:58,333","ఏం పర్వాలేదు.","It's okay."
"191","00:15:58,417","00:16:04,631","మార్పు మొదట్లో కష్టంగానే ఉంటుందని నాకు తెలుసు, కానీ ఎండిఆర్ వాళ్లు ఇక్కడికి వచ్చేశారు.","I know change can be disorienting, but MDR is here now."
"192","00:16:07,676","00:16:14,683","మీరు ఇక్కడికి ఎప్పుడైనా రావచ్చు, అదే విధంగా మీరు కూడా మీరు పని చేసే చోటుకు ఇతర డిపార్టుమెంట్ వాళ్లని స్వాగతిస్తారనే ఆశిస్తున్నా.","You are welcome here, much as I hope all of us will be welcome to visit you at your place of endeavors."
"193","00:16:14,766","00:16:18,604","ఇక కానివ్వండి. మీకు ఎన్నో సందేహాలు ఉండుంటాయి కదా, వారిని అడిగేయండి.","Now go on. Surely you must have some questions for them."
"194","00:16:24,193","00:16:27,154","మీ డిపార్టుమెంట్ పేరు మ్యాక్రోడేటా రిఫైన్మెంట్ ఆ?","So, it's called Macrodata Refinement?"
"195","00:16:29,531","00:16:31,158","ఇంతకీ మీరు దేన్ని శుద్ధి చేస్తారు?","What do you refine?"
"196","00:16:32,951","00:16:37,372","అది నీళ్లు పట్టే పాత్రనా?","Uh… Is that a watering can?"
"197","00:16:40,417","00:16:45,172","పైనున్న ఎగ్జిక్యూటివ్ వింగ్ కి అది కావాల్సిన వస్తువు అనుకుంటున్నాం.","We think it might be supplies for the executive wing upstairs."
"198","00:16:45,255","00:16:49,635","కానీ, పోయిన వారం ఫలితాలను బట్టి చూస్తే, అవి చాలా దూకుడుగా ఉన్నట్టు అనిపించాయి.","Then again, last week's output had more of an aggressive feel."
"199","00:16:49,718","00:16:51,094","గొడ్డళ్లు అంత దూకుడుగా ఏమీ లేవు.","The hatchets weren't aggressive."
