File_Path,Original_Index_1,Original_Index_2,New_Timestamp,Merged_Dialogue_Start
6 t.srt,399,400,"00:29:46,119 --> 00:29:51,166","అవునా, కానీ నీది అయినా నువ్వు ఎక్కడికీ వెళ్లలేవు కదా."
6 t.srt,447,448,"00:33:34,515 --> 00:33:37,476","నేను మూత్రశాలకి వెళ్తున్నాను, వచ్చాక, సిద్ధంగా ఉండు."
6 t.srt,513,514,"00:38:10,207 --> 00:38:15,212","హార్పర్. అబ్బా, -ఇది కింద పడిపోతోంది. -దుప్పట్ల గురించి పట్టించుకోకులే."
6 t.srt,531,532,"00:38:57,129 --> 00:39:04,303","నేను వెనుక తలుపు నుండి బయటకు వెళ్లి, నీ కోసం వస్తాను."
7 t.srt,37,38,"00:03:27,082 --> 00:03:30,377","చనిపోయేముందు నేను చూసే ఆఖరివి అవి కాకూడదు అనుకొని, ముందుకు పాకడం మొదలుపెట్టాను."
7 t.srt,107,108,"00:08:10,240 --> 00:08:15,746","మన అనంత విశ్వం గాలీ, ధూళీతో నిండి ఉంటుంది, గుద్దుకోవడం, పరిణామం చెందడం, విస్తరించడం అనేది నిత్యం జరి"
7 t.srt,112,113,"00:08:34,890 --> 00:08:40,562","దయచేసి మీ వస్తువులన్నింటినీ తీసుకొని వెళ్లడం మర్చిపోకండి, మళ్లీ ఈ నక్షత్రాలను చూడటానికి త్వరలోనే రండ"
7 t.srt,152,153,"00:11:22,474 --> 00:11:32,150","నాకు నువ్వెవరో తెలీదు, కానీ మనం కలిసి ఉన్నాం, ఎందుకంటే ఏదోక రోజు... నేను నీకు దగ్గరవుతా కాబట్టి."
7 t.srt,308,309,"00:22:55,334 --> 00:23:01,715","నీకే వినాలని లేకపోతే, నా మొరను నేను ఇంకెక్కడ విన్నవించుకోవాలో నాకు తెలియట్లేదు."
7 t.srt,326,327,"00:24:11,368 --> 00:24:16,498","నేను వాళ్లకి ఒకే మాట పదే పదే చెప్పాను, నేను ""సన్-టైమ్స్""లో పని చేస్తున్నానని ఒక కథనం మీద పని చేస్తున"
7 t.srt,328,329,"00:24:22,296 --> 00:24:28,260","కానీ ఏబీ నాకు బెయిల్ ఇచ్చి విడిపిచ్చినప్పుడు, నేను ఏ కథనంపై పని చేస్తున్నానో కూడా మర్చిపోయాను."
7 t.srt,332,333,"00:24:42,191 --> 00:24:47,738","నేను కూడా వాళ్ళతో అప్పుడు ఉండేవాడిని, కొండ అంచుల వద్ద వాళ్లతో పాటు గడిపేవాడిని."
8 t.srt,22,23,"00:05:51,143 --> 00:05:56,106","తప్పదు. నువ్వు ఇంటికి కానీ, ఆఫీసుకి కానీ వెళ్లకపోతే, నీకోసం ఎదురు చూసేవారు పోలీసులకి కాల్ చేస్తారు."
8 t.srt,24,25,"00:05:56,190 --> 00:05:59,484","నువ్వు ఏం జరిగిందో వాళ్లకి చెప్పాలని చూస్తే, వాళ్లు నువ్వు చెప్పేది నమ్మరు."
8 t.srt,162,163,"00:16:52,471 --> 00:16:56,642","అవి ఎలా ముడిపడి ఉంటాయో, అంటే అవి ఒక కనిపించని దారం ద్వారా ఎలా కనెక్ట్ అయ్యి ఉంటాయో అని చెప్పా కదా."
8 t.srt,208,209,"00:19:39,429 --> 00:19:44,268","మనం తన శవాన్ని పారేసినప్పుడు, తను ఈ ఇంటి గురించి అందరికీ చెప్పేస్తుందని, అందుకే తనని చంపానని చెప్పావ"
8 t.srt,221,222,"00:20:12,713 --> 00:20:20,762","నేను మళ్లీ ఈరోజుకు రాగలను, మనం మళ్లీ ఇదే పని చేయవచ్చు, ఎన్నిసార్లు కావాలంటే అన్నిసార్లు చేయవచ్చు."
8 t.srt,275,276,"00:24:47,196 --> 00:24:51,450","ఎనభైల దశకం ప్రారంభంలో అయితే మంచివి దొరుకుతాయని ఏబీ చెప్పింది, కానీ నేను ఇంకా అంత వెనక్కి వెళ్లలేదు."
8 t.srt,299,300,"00:25:58,392 --> 00:26:01,228","-సరే. -ఆమె వచ్చేస్తుంది, -నేను ఆమె కోసం వేచి ఉన్నాను. నమ్మండి. -ఆమెని మేం కనుగొంటాం."
8 t.srt,328,329,"00:28:25,122 --> 00:28:29,835","మీరు పత్రికలో పని చేస్తుంటే, నా రిపోర్ట్ విడుదలైన వెంటనే, అది మీ చేతికి అందుతుంది కదా."
8 t.srt,414,415,"00:44:34,675 --> 00:44:40,764","కానీ నేనెప్పుడూ నీతోనే ఉన్నా, బయటకు వెళ్లిపో, లేదా కాల్చి పారేస్తాను."
8 t.srt,449,450,"00:46:59,236 --> 00:47:03,198","ఇవి చూడటానికి మామూలు నక్షత్రాల్లానే కనిపించవచ్చు, కానీ అవి ఇక్కడివి కాదు."
8 t.srt,457,458,"00:47:42,279 --> 00:47:46,783","నా చేత డ్రింక్ కొనించుకుందామని చూస్తున్నావేమో, ఆఖరి ఆర్డర్ ఇచ్చే సమయం అయిపోయింది."
