"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"23","00:01:40,392","00:01:41,810","- వాళ్లు మిమ్మల్ని చూశారా? - లేదు.","- Did they see you? - [Roddy] Yo."
"24","00:01:43,896","00:01:45,314","కార్ట్ రైట్ ఎక్కడ?","[stammers] Cartwright?"
"25","00:01:45,314","00:01:47,316","స్లీపింగ్ బ్యూటీ ఎలా ఉందో చూడటానికి వెళ్లాడు.","Went to try and wake Sleeping Beauty."
"26","00:01:48,567","00:01:51,653","సిడ్. తను కోమాలో ఉంది, అందంగానూ ఉంటుంది.","Sid. She's in a coma and is a beauty."
"27","00:01:51,737","00:01:54,031","తన తలకు బుల్లెట్ గాయం అయ్యుందిలెండి.","- [Jackson sighs] - Or was, till she got shot in the head."
"28","00:01:54,031","00:01:55,115","ఏంటి, హో!","Oh, Jesus, Ho."
"29","00:01:55,199","00:01:57,034","డాగ్స్ స్క్వాడ్ వచ్చింది, కాబట్టి నేను వచ్చేశా.","Dog rolled up, so I split."
"30","00:01:57,117","00:01:58,911","మనం బయలుదేరాలి.","[chuckles] Ah... Uh, we gotta go."
"31","00:02:00,120","00:02:02,497","టావెర్నర్ మనల్ని ఒకళ్ల తర్వాత మరొకరిని అదుపులోకి తీసుకుంటుంది.","Taverner will pick us off one by one."
"32","00:02:02,581","00:02:03,999","ఇతర స్లో హోర్స్ ఏజెంట్లని ఇరికించే విధంగా మాట్లాడుతుంది.","Find someone to turn."
"33","00:02:03,999","00:02:05,918","తను, బ్లాక్ కలిసి ఒక ప్లాన్ వేశారు.","She and Black had a plan."
"34","00:02:05,918","00:02:10,047","అది ఇప్పుడు చిత్తు అయిపోయింది కనుక, అది మనందరి మీద తోసేయాలని చూస్తుంది.","Now that's gone to shit, she'll try and play it as Slough House gone rogue."
"35","00:02:10,047","00:02:12,966","మరి ఆ కుర్రాడు, హసాన్ సంగతేంటి?","And what about the boy? What happens to Hassan?"
"36","00:02:13,050","00:02:16,303","ఈపాటికే చనిపోయి ఉంటాడు, లేదా త్వరలోనే చనిపోతాడు.","[stammers] If he's not dead already, he soon will be."
"37","00:02:16,386","00:02:19,348","**[NO TELUGU MATCH FOUND]**","[panting]"
"38","00:02:21,058","00:02:22,893","నువ్వు మామూలు దరిద్రుడివి కాదు, రాడీ.","You're a fucking dickhead, Roddy."
"39","00:02:22,976","00:02:25,103","**[NO TELUGU MATCH FOUND]**","[panting]"
"40","00:02:25,187","00:02:29,733","అలన్ బ్లాక్ ని నేను ఎక్కడ చూశానో నాకు గుర్తు వచ్చింది. అతను టావెర్నర్ ని కలిశాడు.","I remember where I saw Alan Black. [sniffs] He was meeting with Taverner."
"41","00:02:29,816","00:02:31,818","**[NO TELUGU MATCH FOUND]**","[panting]"
"42","00:02:31,902","00:02:34,821","సరే, ఇంకా గుర్తు తెచ్చుకో. వాళ్లు అప్పుడు ఏం చేస్తూ ఉన్నారు?","[Jackson] All right, go... go back. What were they doing?"
"43","00:02:35,489","00:02:38,367","ఆమె జిమ్ కెఫేలో మాట్లాడుకుంటూ ఉన్నారు.","Talking at her gym café."
"44","00:02:38,909","00:02:43,288","నాకు ఆ విషయం సిడ్ ని చూస్తున్నప్పుడు గుర్తు వచ్చింది, ఎందుకంటే, టావెర్నర్ ని ఫాలో చేసినందుకు తను నన్ను ఎగతాళి చేసింది.","It came back to me when I saw Sid because she took the piss out of me for following Taverner."
"45","00:02:43,372","00:02:46,041","వాళ్లు రహస్యంగా కలుసుకున్నారు.","[pants] They were meeting secretly."
"46","00:02:46,041","00:02:48,377","కానీ తన మాట ముందు నీ మాట నిలవదు.","But it's your word against hers."
"47","00:02:48,377","00:02:50,629","అవును, కానీ నేను అప్పుడు నిఘా ట్రయినింగ్ లో భాగంగా ఫాలో అయ్యాను.","Yes, but I was following her for surveillance training."
"48","00:02:52,214","00:02:53,715","కాబట్టి ఒక ఫోటో కూడా తీశాను.","So I took a photograph."
"49","00:02:56,134","00:02:57,594","ఇప్పుడు ఆ ఫోటో నీ దగ్గర ఉందా?","Well, do you have it?"
"50","00:02:58,136","00:02:59,471","ఇప్పుడు లేదు.","No, not yet."
"51","00:02:59,555","00:03:01,640","కానీ దానికి సంబంధించిన కాపీ ఎక్కడ సంపాదించాలో నాకు తెలుసు.","But I think I know where there might be a copy."
"52","00:03:01,640","00:03:02,850","కాపీయా?","[Min] A copy?"
"53","00:03:02,850","00:03:04,309","అయ్య బాబోయ్, ఇది జరిగే పని కాదు.","- Oh, this is hopeless. - [Jackson] Ah."
"54","00:03:04,393","00:03:06,728","అలానే అనిపిస్తుందిలే.","Well, it would certainly seem that way."
"55","00:03:09,982","00:03:12,817","**[NO TELUGU MATCH FOUND]**","[sighs] Look. [Exhales sharply]"
"56","00:03:11,608","00:03:12,818","చూడండి.","**[NO ENGLISH MATCH FOUND]**"
"57","00:03:12,818","00:03:21,159","నేను సాధారణంగా ఇలాంటి మాటలు చెప్పను, కానీ ఇది చాలా ముఖ్యమైన క్షణంలా అనిపిస్తోంది, ఇది అనుకున్నట్టు జరగపోతే, నేను మళ్లీ మిమ్మల్ని ఎవరినీ చూడలేకపోవచ్చు.","I-I-I don't normally do these kind of speeches, but this feels like a big moment, and if it all turns to shit, I might not see any of you again."
"58","00:03:25,664","00:03:28,250","మీరందరూ పనికిమాలిన వాళ్లు. మీరందరూ కూడా.","You're fucking useless. The lot of you."
"59","00:03:28,917","00:03:32,421","నా పస లేని కెరీర్ లో మీతో కలిసి పని చేయడం కన్నా దారుణమైన విషయం ఇంకొకటి ఉండదు.","Working with you has been the lowest point in a disappointing career."
"60","00:03:33,255","00:03:35,465","అదీ మరి.","[sniffs] Right."
"61","00:03:35,549","00:03:37,176","కార్ట్ రైట్, నువ్వు నాతో రా.","Cartwright, you're with me."
"62","00:03:38,886","00:03:44,433","ఆగండి, మేము ఏం చేయాలి? ఎంత సేపు కుదిరితే అంత సేపు దొరక్కుండా చూసుకోండి.","- Wh... But wait, w-w-what do we do? - [Jackson sighs] Well, try not to get caught for as long as you can."
"63","00:03:44,433","00:03:45,976","నాకు తెలిసి ఇంకో 30 నిమిషాల్లో మీరు దొరికిపోతారు.","My money's on about 30 minutes."
"64","00:03:45,976","00:03:47,853","మనం హసాన్ ని కాపాడే పని చేయవచ్చు కదా.","Well, we can try and save Hassan."
"65","00:03:48,812","00:03:51,023","అలా అయితే, వాడు చావడం ఖాయం.","Oh, that'd be a sure way to get him killed."
"66","00:03:51,023","00:03:54,693","టాయిలెట్ లోనో, ఇంకెక్కడైనా దాక్కోండి.","Go lock yourselves in a toilet somewhere."
"67","00:03:57,237","00:03:58,447","ఏం మనిషిరా నాయనా!","What a wanker."
"68","00:03:58,447","00:04:01,867","- మనం ఎక్కడికి వెళ్తున్నాం? - నువ్వు తీసిన ఫోటో కోసం, మహానుభావా.","- [River] Where are we going? - To go and get that photo, you dickhead."
"69","00:04:01,867","00:04:03,869","ఇందాక, మీరు అందరినీ అప్రమత్తంగా ఉండమని హెచ్చరించిన మాట నిజమే కదా?","Back there, that's you goading them into action, right?"
"70","00:04:03,869","00:04:06,205","అవును. ప్రతీ మాటా నా హృదయంలో నుండే వచ్చింది.","Fuck no. I meant every word."
"71","00:04:06,205","00:04:08,332","అవును. తెలుసుకుందామని అడిగా, అంతే.","Right. Just checking."
"72","00:04:09,374","00:04:11,210","**[NO TELUGU MATCH FOUND]**","[grunting]"
"73","00:04:13,045","00:04:14,713","అబ్బా.","Oh, fucking Christ."
"74","00:04:18,466","00:04:20,886","**[NO TELUGU MATCH FOUND]**","[""Strange Game"" playing]"
"75","00:04:53,210","00:04:55,128","మిక్ హెర్రన్ రాసిన పుస్తకం ఆధారంగా రూపొందించబదింది","**[NO ENGLISH MATCH FOUND]**"
"76","00:05:04,638","00:05:14,398","బంధీగా ఉన్న హసాన్ అహ్మద్ కోసం పోలీసులు ఇంకా తీవ్రంగా గాలిస్తూనే ఉన్నారు, కిడ్నాపర్లు ఉదయం 6:30కి అతని తలను నరికేస్తామని ప్రకటించారు...","[reporter on radio] Police are still frantically searching for the whereabouts of the hostage Hassan Ahmed, whose kidnappers have threatened to behead him at sunrise this morning around 6:30..."
"77","00:05:14,398","00:05:15,440","విన్నారా?","[Curly] You hear that?"
"78","00:05:15,524","00:05:18,902","మనం ఏ పనినైతే చేయడం లేదో, ఆ పని...","So they're still expecting us to do that thing that we're not..."
"79","00:05:18,986","00:05:20,070","మనం చేస్తామని ఇంకా భావిస్తున్నారు.","We're not fucking doing."
"80","00:05:20,070","00:05:21,822","చచ్చిన ఏజెంట్ గురించి ఒక్క ముక్క కూడా లేదు.","Nothing about the dead spook."
"81","00:05:22,364","00:05:24,074","అతని శవం దొరకలేదేమో.","Maybe they haven't found the body yet."
"82","00:05:24,074","00:05:28,954","శవం ఖచ్చితంగా దొరికే ఉంటుంది. మీ ఇద్దరూ భయపడిపోయి అరిచిన అరుపులకి, ఎవరోకరు పోలీసులకు కాల్ చేసే ఉంటారు.","They'll have found the body. With you two screaming like a pair of little girls, someone will have called it in."
"83","00:05:30,414","00:05:32,291","కానీ అది వార్తల్లో ఎందుకు లేదో, తెలుసా?","You know why it's not on the news, right?"
"84","00:05:33,292","00:05:35,878","వాళ్లు ఆ వార్తని బయటకు పొక్కకుండా చూడాలనుకుంటున్నారు. మనల్ని కూడా చంపేస్తారు.","They wanna bury it. And us."
"85","00:05:35,878","00:05:39,840","ఒక కిడ్నాప్ ప్లాన్ లో ఎంఐ5 ఏజెంట్ ఉన్నాడు కదా. దాని గురించి జనాలకు తెలిస్తే బాగుండదు మరి.","An MI5 agent involved in a kidnap plot. They don't want people talking about that."
"86","00:05:40,340","00:05:43,302","మనల్ని ఎన్ కౌంటర్ లో లేపేస్తారు.","Nah. We are gonna die resisting arrest, boys."
"87","00:05:43,302","00:05:46,805","కాబట్టి, ముందు మనం ఒక సరదా పని చేద్దాం.","So the way I see it is we may as well have some fun first."
"88","00:05:47,514","00:05:49,391","తల నరికేద్దాం.","Eh? Chop-chop."
"89","00:05:49,474","00:05:51,226","నీ యెంకమ్మ.","- [stifled crying] - [Larry] Fucking hell."
"90","00:05:51,852","00:05:53,353","నువ్వు పెద్ద పిస్తావి అనుకుంటున్నావు కదా.","**[NO ENGLISH MATCH FOUND]**"
"91","00:05:51,852","00:05:53,353","**[NO TELUGU MATCH FOUND]**","[Zeppo speaks indistinctly]"
"92","00:05:53,437","00:05:55,355","- అయితే ఏంటి? - చెప్తున్నా అంతే.","- [Curly] So what? - [Zeppo] Just said that."
"93","00:05:55,939","00:05:58,108","అయితే ఏంటి?","- [Curly] So what? - [Zeppo] Oh. [Speaks indistinctly]"
"94","00:05:59,234","00:06:00,861","లైట్స్ ఏమైనా కనిపిస్తున్నాయా?","[Jackson] See any lights?"
"95","00:06:00,861","00:06:04,281","- రెండవ అంతస్థులో ఉండవచ్చు. - వాటిని నువ్వు ఆఫ్ చేయలేదా?","- [River] Second floor, maybe. - [Jackson] Did you leave them on?"
"96","00:06:04,781","00:06:06,200","నాకు గుర్తు లేదు.","Uh, I don't remember."
"97","00:06:06,200","00:06:08,451","- ఆలోచించి చెప్పు. - ఏమో.","- Well, think. - I don't know."
"98","00:06:08,535","00:06:10,037","మీరు కూడా ఉన్నారు కదా. మీరు ఎందుకు చూడలేదు?","You were there too. Why didn't you check?"
"99","00:06:10,037","00:06:12,331","ఎందుకంటే, నాకు చూడాల్సిన పని లేదు.","Because I've earned the right not to."
"100","00:06:27,638","00:06:29,806","చూడటానికి ఎవరూ ఉన్నట్టుగా అనిపించట్లేదు.","[Jackson] Well, it... it looks clear."
"101","00:06:29,890","00:06:32,976","దానర్థం అందులో డాగ్స్ స్క్వాడ్ లేదని కాదు.","Doesn't mean to say the place isn't swarming with Dogs."
"102","00:06:34,019","00:06:36,021","లేదా శవాన్ని మాయం చేసే టీమ్ ఉండవచ్చు లేదా ఉచ్చు అయ్యుండవచ్చు.","Or a clean-up team for the body or a trap?"
"103","00:06:37,231","00:06:38,857","లోపలికి వెళ్లి చూడు మరి.","Well, you better go in and find out."
"104","00:06:38,941","00:06:39,942","**[NO TELUGU MATCH FOUND]**","[sniffs]"
"105","00:06:40,984","00:06:42,277","**[NO TELUGU MATCH FOUND]**","Oh."
"106","00:06:42,361","00:06:43,737","నేను ఒంటరిగా వెళ్లాలా?","I'm going in alone, am I?"
"107","00:06:43,737","00:06:46,573","నా కోసం ఆ పని చేయలేవా, కార్ట్ రైట్?","Every man for me, Cartwright."
"108","00:06:46,657","00:06:48,033","కంగారు పడకు.","Don't worry."
"109","00:06:48,033","00:06:50,577","నేను ఇక్కడే కాపలాగా ఉంటా.","I'll... I'll be here, guarding the breach and all."
"110","00:06:51,828","00:06:52,913","థ్యాంక్స్.","Thanks."
"111","00:06:56,667","00:06:58,585","స్మిత్ ఫీల్డ్ 24 హవర్స్ కెఫే తినండి - పార్సెల్ తీసుకెళ్లండి","**[NO ENGLISH MATCH FOUND]**"
"112","00:06:58,669","00:07:01,004","హసాన్ అహ్మద్ గురించి తెలిసిన తాజా అంశాలు చెప్పగలరా?","[reporter on TV] What is the latest we know about Hassan Ahmed?"
"113","00:07:01,088","00:07:03,799","చెప్పాలంటే, సమయం మించిపోతోంది.","Well, time really is of the essence now."
"114","00:07:03,799","00:07:08,720","కానీ హసాన్ అహ్మద్ విడుదల గురించి మెట్రోపాలిటన్ పోలీసు శాఖ నుండి కానీ - లేదా సెక్యూరిటీ సర్వీసుల నుండి కానీ... - పాపం ఆ కుర్రాడు.","But we've had no further updates from either the Metropolitan Police - or the security services… - [Catherine] Oh, that poor boy."
"115","00:07:08,804","00:07:10,514","- ...మాకు ఎటువంటి సమాచారమూ... - నీకు ఆకలి ఎలా వేస్తోంది?","- …with regards to the release… - How can you eat?"
"116","00:07:10,514","00:07:12,015","...అందలేదు.","…of Hassan Ahmed. [continues indistinctly]"
"117","00:07:12,099","00:07:14,476","శాంతించు. డాగ్స్ స్క్వాడ్ ఈ దగ్గర్లోనే లేరు.","Relax. Dogs are nowhere near."
"118","00:07:14,560","00:07:15,936","డాగ్స్ స్క్వాడ్ కమ్యూనికేషన్స్ ని హ్యాక్ చేశావా?","You hacked the Dogs' comms?"
"119","00:07:15,936","00:07:20,357","వాళ్ల సర్వర్లను హ్యాక్ చేసి వాళ్ల కదలికలన్నింటినీ గమనిస్తూ - వాళ్ల తిత్తి తీస్తున్నా. - అది చాలా పెద్ద తప్పు.","Snuck into their kennel, muzzled them bitches, - stole their bones. [Chuckles] - Oh, that's so wrong."
"120","00:07:20,357","00:07:23,861","తొక్కలే. ఇప్పుడు వాళ్లు మన ఇళ్ల దగ్గరే మన కోసం వేచి చూస్తున్నారు.","Whatever. They're outside our homes and waiting for us."
"121","00:07:25,779","00:07:29,241","మనం ఫోన్లు, క్రెడిట్ కార్డులు, పాస్ పోర్టులు ఎప్పుడెప్పుడు వాడతామా అని కాచుకొని ఉన్నారు.","Waiting for us to use our phones and credit cards or passports."
"122","00:07:29,241","00:07:31,368","అయితే, మన జీవితమంతా ఇక్కడే నక్కి ఉండాలా?","So, we just hole up in here for the rest of our lives, do we?"
"123","00:07:31,368","00:07:32,536","మనం అయిపోయాంరా బాబోయ్.","Right. We're fucked then."
"124","00:07:32,536","00:07:33,787","నన్ను ట్రాక్ చేయలేరు.","Can't track me."
"125","00:07:33,871","00:07:35,664","నన్ను ఆన్ లైన్ ద్వారా ట్రాక్ చేయడం అసాధ్యం, కాబట్టి నాకేం పర్లేదు.","I'm a digital ghost, so I'm fine."
"126","00:07:35,664","00:07:37,165","మన జట్టుపై నీకు ఉన్న ప్రేమ అదిరింది, హో.","Thanks for the team spirit, Ho."
"127","00:07:38,000","00:07:39,543","మీరు ల్యాంబ్ గురించి మర్చిపోయారు.","You're forgetting Lamb."
"128","00:07:39,543","00:07:41,128","ల్యాంబ్ మనల్ని గాలికి వదిలేశాడు.","Lamb doesn't care about us."
"129","00:07:41,128","00:07:43,922","అతని ప్లాన్ వికటించిన మరుక్షణం, మనల్ని ఏ మాత్రం పట్టించుకోడు.","As soon as whatever he's got planned goes south, he's gonna forget us."
"130","00:07:44,006","00:07:44,923","అది నిజం కాదు.","[Catherine] That's not true."
"131","00:07:45,007","00:07:47,718","చార్ల్స్, ల్యాంబ్ గురించి ఎప్పుడూ ఒక మాట అంటూ ఉండేవాడు...","T-The thing Charles always said about Lamb..."
"132","00:07:48,302","00:07:49,678","చార్ల్స్?","[mouthing] Charles?"
"133","00:07:51,972","00:07:54,558","అతని ఏజెంట్లకు ఎవరైనా ఏమైనా చేస్తే, వాళ్ల పని పట్టే దాకా నిద్రపోడట.","You hurt his Joes, he'll never stop coming for you."
"134","00:07:54,558","00:07:58,270","ల్యాంబ్ ఎలాంటి వాడంటే, అతను ప్రతీకారం తీర్చుకోకుండా వదిలే మనిషి కాదు.","And the thing, for Lamb, there's nothing worse than not being able to get even."
"135","00:07:58,270","00:07:59,938","టావెర్నర్ దగ్గర అతనికి ఓడిపోవడం ఇష్టం లేదు.","And he's not gonna wanna lose to Taverner."
"136","00:08:00,022","00:08:03,192","- అవును. - నాకు తెలిసి అతనికి మన కన్నా ఆమె మీదే ఎక్కువ అసహ్యం అనుకుంటా.","- Exactly. - I think he's got even more contempt for her than he does for us."
"137","00:08:03,192","00:08:05,152","వావ్, చిన్నా చితకా అసహ్యం కాదు.","Wow, that's a skip-load of contempt."
"138","00:08:05,152","00:08:06,403","ఈ లోపు, మనం ఏం చేయాలి?","And meanwhile, we what?"
"139","00:08:06,403","00:08:08,655","ప్రస్తుతం ఈ విషయానికి సంబంధించి నైతిక అంశాల గురించి చర్చిద్దామా?","[reporter] Can we talk about the ethics of this for a moment?"
"140","00:08:08,739","00:08:16,121","ఎందుకంటే, కిడ్నాపర్లు, వాళ్లు అన్నట్టు హసాన్ తలని ఉదయం 6:30కి నరికివేస్తే, జనాలు నిజంగానే దాన్ని చూస్తారా?","Because if they are going to behead Hassan at 6:30 a.m., as they say they are, are people really going to watch?"
"141","00:08:16,205","00:08:18,081","ఒకవేళ చూస్తే, వాళ్లు చేసేది నైతికపరంగా సరైనదే అంటారా?","And if they do, are they not complicit?"
"142","00:08:18,165","00:08:20,209","రాడీ, హసాన్ విషయంలో పార్క్ వాళ్లు ఎక్కడి దాకా వచ్చారు?","Roddy, where are the Park on Hassan?"
"143","00:08:21,126","00:08:23,921","సంఘటనా స్థలి నుండి బయలుదేరిన బండ్లలో ఇప్పుడు పది బండ్లను ట్రాక్ చేస్తున్నారు.","[Roddy] They've just narrowed it down to ten vehicles that have left the area."
"144","00:08:23,921","00:08:31,345","ఈ విషయంలో మనం చేయగల విషయం ఏంటంటే, మనకి అలన్ బ్లాక్ తెలుసు, కాబట్టి... అతని గురించి మనకు ఏం తెలుసో చర్చించుకుందామా?","The one thing that we can bring to this is that we knew Alan Black, so… [inhales deeply] …what do we remember about him?"
"145","00:08:31,345","00:08:35,682","అండర్ కవర్ లో ఉండగా వెనిజ్వేలా రాయబారి భార్యతో పడక పంచుకున్నందుకు అతడిని స్లో హౌస్ లో వేశారు.","[chuckles] He was sent to Slough House for sleeping with the Venezuelan ambassador's wife while undercover."
"146","00:08:35,682","00:08:37,518","అది కాకుండా.","Ap... Apart from that."
"147","00:08:37,518","00:08:39,727","ఎప్పుడూ సణుగుతూనే ఉండేవాడు. ఒక్క బిస్కెట్ కూడా తెచ్చేవాడు కాదు.","He moaned a lot. Never bought biscuits."
"148","00:08:39,811","00:08:41,730","- ఓరి దేవుడా. - ఏమైంది? మనకి అనిపించినవి చెప్పేస్తున్నాం కదా.","- Oh, my God. - Sorry, what? We're free-forming."
"149","00:08:41,730","00:08:43,732","- ఇక్కడ పనికిమాలిన ఐడియాలు ఏవీ ఉండవు. - అతను పరమ బద్ధకస్తుడు.","- There's no bad ideas here. - He was really lazy."
"150","00:08:43,732","00:08:45,609","నేను చెప్పినదాని కన్నా అదేమైనా గొప్ప విషయమా?","Oh, and that... that's better than what I said, is it?"
"151","00:08:45,609","00:08:52,324","చూడండి, అతను సన్స్ ఆఫ్ ఆల్బియన్ దగ్గర అండర్ కవర్ గా ఉన్నాడు కదా, అంటే, అతనికి ఒక బర్త్ సర్టిఫికెట్, పాస్ పోర్ట్, క్రెడిట్ కార్డులు, ఇంకా చాలా చాలా ఉండుంటాయి కదా.","Listen, he was undercover with the Sons of Albion, so there would have been a birth certificate, passport, credit cards, the full legend."
"152","00:08:52,407","00:08:54,284","అవును. అండర్ కవర్ లో ఉండటానికి చాలా ఖర్చు అవుతుంది.","Mmm. Yeah. Deep cover's expensive."
"153","00:08:54,368","00:08:57,746","అతని ఆర్థిక స్థితి అంత బాగా లేదు, కాబట్టి మళ్లీ నకిలీవి సృష్టించాలని అనుకోడు.","He was tight, so he definitely wouldn't want to have to front that."
"154","00:08:57,746","00:09:00,457","అదీగాక, అలాంటివి అధికారికంగా ఉండటం టావెర్నర్ కి ఇష్టం ఉండదు.","More than that. Taverner won't want any of it to show up on the books."
"155","00:09:00,541","00:09:02,960","కాబట్టి, అతను పాత ఐడీని ఉపయోగించి ఉండవచ్చు.","So he could have used an old ID."
"156","00:09:03,710","00:09:04,711","రాడీ?","Roddy?"
"157","00:09:06,171","00:09:07,923","నాకు రెండు నిమిషాల సమయం ఇవ్వండి, అమ్మాయిలూ.","If you'll give me a few minutes, ladies."
"158","00:09:07,923","00:09:09,049","ఇక్కడ ఒక అబ్బాయి కూడా ఉన్నాడు.","And gentleman."
"159","00:09:09,132","00:09:10,467","**[NO TELUGU MATCH FOUND]**","[typing]"
"160","00:09:10,551","00:09:56,013","అమ్మాయిలే. హో గాడి ఖాతాలో మరో అద్భుతం.","- Ladies. - [scoffs] And that's another ""Ho-me"" run."
"161","00:09:56,096","00:09:58,891","ఇతను డెర్మట్ రాడ్ క్లిఫ్.","[chuckles] Meet Dermot Radcliffe."
"162","00:09:58,891","00:10:01,143","అలియాస్ అలన్ బ్లాక్.","AKA Alan Black."
"163","00:10:01,143","00:10:02,519","ఫుట్ బాల్ గొడవలకి మంచి పేరు ఉంది మనోడికి.","[Min] Legend for a football hooligan."
"164","00:10:02,603","00:10:03,896","సైన్యంలో కూడా పని చేశాడు.","[Louisa] Ex-forces too."
"165","00:10:03,896","00:10:05,898","బ్రిటీష్ వాళ్లకి అది చాలు కదా.","That's catnip for British nationalists."
"166","00:10:05,898","00:10:08,150","డెర్మట్ ఈమధ్య ఏమేం చేశాడో చూద్దాం.","Let's see what Dermot's been up to recently."
"167","00:10:26,126","00:10:28,253","మన్నించు, జెడ్. ఇదంతా ల్యాంబ్ ఐడియా.","Sorry, Jed. [Pants] Lamb's idea."
"168","00:10:37,596","00:10:39,681","- ల్యాంబ్, ఇంకా స్టాండిష్... - వాళ్లని తీసుకురాలేకపోయాం.","- Lamb and Standish... - Have not been apprehended."
"169","00:10:39,765","00:10:41,767","- అది నాకు తెలుస్తూనే ఉంది. - ల్యాంబ్ తుపాకీ బయటకు తీశాడు.","- Yes, I can see that. - Lamb pulled a gun."
"170","00:10:41,767","00:10:43,310","అతడిని మీరు చెక్ చేయలేదా?","You didn't frisk him?"
"171","00:10:43,310","00:10:44,520","అది స్టాండిష్ బ్యాగులో ఉండింది.","It was in Standish's bag."
"172","00:10:46,688","00:10:48,023","వీళ్లేనా కీడ్నాపర్స్?","This is them?"
"173","00:10:48,023","00:10:50,275","రౌపెల్ స్ట్రీట్ ఇంట్లో లభించిన వేలి ముద్రలు వీళ్లవే.","Fingerprints match those at the Roupell Street house."
"174","00:10:50,359","00:10:52,945","వీళ్లందరూ ఇంతకు ముందు అరెస్ట్ అయినవాళ్లే. దాడులు, తీవ్రమైన దాడులు, దొంగతనం.","They all have priors. ABH, GBH, burglary."
"175","00:10:52,945","00:10:57,699","- వాహనాల తనిఖీ విషయం ఎంత దాకా వచ్చింది? - ఇంకా ఎనిమిది వాహనాల ఆచూకీ తెలియాల్సి ఉంది, కానీ వాళ్లు సీసీటీవీలు ఉన్న రోడ్లలో ప్రయాణిస్తూ ఉండకపోవచ్చు.","- How we doing on the vehicles? - Still have eight to locate, but they might be avoiding roads with CCTV."
"176","00:10:57,783","00:10:59,034","వాహనాలను మారుస్తూ వెళ్తున్నారేమో.","They may have swapped vehicles."
"177","00:10:59,034","00:11:01,203","అన్ని వాహన చోరీల కేసులనూ చెక్ చేస్తున్నాం.","We're following up on all reported vehicle thefts."
