"Index","Start Time","End Time","Telugu Text","Mapped English Text"
"11","00:03:49,313","00:03:58,573","హేయ్, రెడ్ లైట్. రెడ్ లైట్... రెడ్ లైట్! చార్లీ! హా. - సారీ, నాన్నా. - మరేం ఫర్వాలేదు.","- Hey, red light. Red ligh... Red light! - [grunting] - [parent] Charlie! - [horn blaring] - [breathes shakily] - Yeah. - [Charlie] Sorry, Dad. - It's okay."
"12","00:04:02,034","00:04:05,247","హేయ్, అయితే, స్కూల్ అయ్యాక క్లయింబింగ్ కి వెళ్తావా?","Hey, so, you wanna go for a climb after school?"
"13","00:04:05,913","00:04:12,546","అవును, నేను స్కూల్ అయ్యాక బ్రూక్స్ ఇంటికి వెళితే ఎలా ఉంటుందని ఆలోచిస్తున్నా. అన్నట్లు, ఆమెతో స్నేహం ఎలా ఉంది?","Yeah, I was, uh, kinda thinking I might go over to Brooke's after school. How's that going with her, by the way?"
"14","00:04:13,670","00:04:16,132","నాకు తెలియదు. ఆమెకి చెప్పేయచ్చు కదా?","I don't know. Why don't you just tell her?"
"15","00:04:16,673","00:04:20,762","తనంటే నీకు ఇష్టం అన్న సంగతి అయినా బ్రూక్ కి తెలుసా? కానీ ఆమె డ్రూని ఇష్టపడితే ఏం చేయాలి?","Does Brooke even know that you like her? What if she likes Drew?"
"16","00:04:21,803","00:04:37,779","అప్పుడు తనకి మంచి అభిరుచి లేదన్న విషయం నీకు అర్థం అవుతుంది. హేయ్. రేయన్ హోల్డర్ - హేయ్, ఎక్కడ ఉన్నావు? - ఇది చూడు. చార్లీ ఓ ఆండ్రెటీ. మీ నాన్నని కారులో తిప్పుతున్నావా? అవును, నేను స్కూలుకి డ్రైవ్ చేసుకుంటూ వెళ్తున్నా.","Then you know the score, that she has bad taste. - [both chuckling] - [phone ringing] - [phone chimes] - Hey. - Hey. Where are you? - [dad] Oh. Have a look. [Ryan] Ooh, Charlie-o Andretti. [chuckles] You driving your old man around? [chuckling] Yeah, I was driving myself to school."
"17","00:04:38,320","00:04:58,008","ఓహ్, దేవుడా. జేసన్, ఇది చెప్పడానికి కాస్త ఇబ్బందిగా ఉంది, కానీ నేను పావియా విజేతగా నిలిచాను. ఏంటి? నిజానికి నువ్వు గెలవాలి. అది నీకూ తెలుసు. నాకు తెలుసు... లేదు. ఇలా చూడు, బాబూ. - నువ్వు గెలిచినందుకు సంతోషంగా ఉంది. - ఓహ్, చెత్త. నేను వేరే ఫోన్ మాట్లాడాలి, కానీ నీతో మళ్లీ మాట్లాడతాను, ఈ రాత్రి మనం వేడుక చేసుకుందాం. సరే. అలాగే. ఓహ్, ఛ...","Oh, God. Jason, this is a little bit weird, but I won the Pavia. What? It should be you. You know this. I know this... Nah. Come on, man. - I'm so happy for you. - Oh, shit. I gotta take this call, but I'm gonna hit you back, and we're gonna celebrate tonight. - Okay. Yeah. - [phone chimes] - [car horn honking] - Oh, sh..."
"18","00:04:58,549","00:05:01,303","వాళ్ల గురించి కంగారుపడకు. కేవలం... నీ పని నువ్వు చేసుకో.","Don't worry about them. Just... You do you."
"19","00:05:02,010","00:05:03,388","- చెత్తవెధవ. - అవును.","- Asshole. - [Charlie] Yeah."
"20","00:05:05,138","00:05:06,306","**[NO TELUGU MATCH FOUND]**","[sighs]"
"21","00:05:14,190","00:05:15,609","లేక్మాంట్ కాలేజ్ ఇలినాయిస్ రాష్ట్రం","**[NO ENGLISH MATCH FOUND]**"
"22","00:05:28,954","00:05:30,956","**[NO TELUGU MATCH FOUND]**","[students chattering]"
"23","00:05:34,209","00:05:35,837","అది ఏ బొమ్మ?","[student 1] What's that supposed to be?"
"24","00:05:37,171","00:05:38,672","**[NO TELUGU MATCH FOUND]**","[imitates cat meowing]"
"25","00:05:38,672","00:05:53,271","ఇది పిల్లి. ఒక సీల్డ్ బాక్సులో పిల్లి ఉంది. అలాగే ఆ బాక్స్ లో, ఒక విషపు సీసా కూడా ఉంది, ఒక సింగిల్ రేడియోధార్మిక అణువు ఇంకా...","- It's a cat. - [students chuckling] You have a cat in a sealed box. And also in the box, we have a vial of poison, a single radioactive atom... Oh, and..."
"26","00:05:53,770","00:05:55,273","ఒక గైగర్ కౌంటర్ ఉన్నాయి.","a Geiger counter."
"27","00:05:56,523","00:06:37,732","ఇప్పుడు, ఈ అణువు క్షీణించిపోకుండా ఉంటే, ఈ పిల్లి బతుకుతుంది. కానీ అణువు గనుక క్షీణిస్తే, అప్పుడు గైగర్ కౌంటర్ ఆ రేడియేషన్ ని గుర్తిస్తుంది. దానితో విద్యుత్ తరంగాలు ఏర్పడి, ఆ విషపు సీసా పగిలిపోతుంది, అప్పుడు పాపం ఆ పిల్లి చనిపోతుంది. అయ్యో. ""అయ్యో"" అనేది సరైనది. ఇప్పుడు, క్వాంటమ్ ఫిజిక్స్ గురించి కోపెన్ హాగన్ వివరణ కాస్త విచిత్రంగా అనిపిస్తుంది. మనం లోపల చూసే ముందు, ఈ అణువు సూపర్ పొజిషన్ లో ఉంది, దీనినే ఇంకా ఆకట్టుకునేలా చెప్పాలంటే అది క్షీణించి ఉంది, అదే సమయంలో క్షీణించకుండా కూడా ఉండి ఏదీ నిర్ధారించలేని స్థితిలో ఉంది.","Now, if there's no atomic decay, the cat lives. But if the atom does decay, then the Geiger counter will detect radiation. This will set off a charge, which will break the vial, and poor cat dies. [student 2] Aw. - [students chuckling] - ""Aw"" is right. ""Aw"" is right. Now, the Copenhagen interpretation of quantum mechanics suggests something crazy. Before we look inside, the atom exists in a superposition, which is a fancy way of saying that it is in an undetermined state of both decaying and not decaying."
"28","00:06:38,732","00:06:39,859","దాని అర్థం ఏంటి?","Which means what?"
"29","00:06:40,317","00:06:42,445","ఈ మనిషికి పిల్లుల్ని హింసించడం సరదాలా ఉంది.","[student 3] This guy had a thing for torturing cats."
"30","00:06:42,402","00:06:43,737","**[NO TELUGU MATCH FOUND]**","[students chuckling]"
"31","00:06:43,737","00:06:50,662","థాంక్స్, రైలీ. అది కాదు. అతని పేరు ష్రోడింగర్, ఇంకా ఈ విశ్వాన్ని అర్థం చేసుకోవడం అతనికి సరదా.","Thanks, Riley. No. Schrأ�dinger was his name, and he had a thing for understanding the universe."
"32","00:06:51,411","00:06:53,747","**[NO TELUGU MATCH FOUND]**","[bell ringing]"
"33","00:06:53,747","00:06:55,832","**[NO TELUGU MATCH FOUND]**","[students chattering]"
"34","00:06:58,627","00:07:07,053","ఎవరైనా తెలుసుకోవాలి అనుకుంటే, దీనికి ఆన్సర్ ఏమిటంటే, ఆ అణువు సూపర్ పొజిషన్ లో ఉన్నందువల్ల ఆ పిల్లి కూడా సజీవంగా ఉంది ఇంకా చనిపోయి కూడా ఉంది.","The answer, for anybody who cares to know, is that the atom in superposition means that the cat is both alive and it is dead."
"35","00:07:22,234","00:07:29,326","అతని పేరు వూడీ గ్వైన్, అమెరికాలో ప్రఖ్యాత ప్రకృతి దృశ్యాల చిత్రకారుల్లో ఒకడు. దేనితో గీశాడు? ఎగ్ టెంపెరా.","[gallerygoer 1] His name's Woody Gwyn, one of America's great contemporary landscape masters. [gallerygoer 2] Mmm. What's the medium? Egg tempera."
"36","00:07:29,950","00:07:44,339","ఆయిల్ తో చిత్రాలు గీయడం కన్నా దానితో గీయడం చాలా కష్టమైన పని. త్వరగా ఎండిపోతుంది, కాబట్టి బ్రష్ స్ట్రోకుల్ని మళ్లీ దిద్దుకోవడానికి ఉండదు, కానీ మనం ఖచ్చితమైన గీతలు గీయవచ్చు, - ఆయిల్ తో కన్నా ఎక్కువ మెరుపు ఉంటుంది. - నువ్వు ఇప్పటికిప్పుడు కల్పించి చెబుతున్నావా? అవును, కానీ అందులో సగం మాత్రమే కల్పితం. - నాకు తెలుసు. - అవును. హాయ్.","It's more challenging to work with than oil. Dries very quickly, so brush strokes can't be reworked, but you get these very precise lines, - more luminosity than you get with oil. - You just making shit up now? Yeah, about half of it. - Mmm. I know. [chuckles] - Yeah. [chuckling] Hi."
"37","00:07:45,090","00:07:49,846","- అది అద్భుతం. - అవును, నాకు తెలుసు. - నువ్వు రెడీనా? - నీ వస్తువులు తీసుకొస్తాను ఉండు.","- Oh, it's incredible. - Yeah, I know. - You ready? - Let me get my stuff."
"38","00:07:50,387","00:07:53,183","- నేను ఈ పెయింటింగ్ వేయగలను. - నువ్వు ఏమైనా చేయగలవు, బేబీ.","- I could paint that. - [chuckles] You can do anything, babe."
"39","00:07:54,183","00:07:56,728","ఈ శుక్రవారం నేను అపార్టుమెంట్లు చూడటానికి వెళ్తున్నా, నువ్వు కూడా రావచ్చు.","I'm apartment hunting Friday, if you wanna come."
"40","00:07:57,352","00:08:03,944","నాకూ రావాలనే ఉంది, కానీ, శుక్రవారం నాకు ట్రయినింగ్ ఉంటుంది. - అది ఎలా నడుస్తోంది? - నీకు ఒక విషయం తెలుసా?","I would love to, but, um, Friday is my training day. - Ah, and how's that going? - You know what?"
"41","00:08:04,443","00:08:20,710","నా సైక్లింగ్ టైమ్ ఇంకా రన్నింగ్ టైమ్ నిజానికి మరీ అంత ఘోరంగా లేవు, కానీ నా స్విమ్మింగ్ ని మాత్రం ఇంకా మెరుగుపర్చుకోవాలి. కానీ, అవన్నీ ఒకదాని తరువాత మరొకటి చేసే పరిస్థితి ప్రస్తుతానికి లేదు. చూడు, కుటుంబం నుండి తప్పించుకోవడానికి తక్కువ కష్టం కలిగించే ఉపాయాలు చాలానే ఉన్నాయి. - నేను ఊరికే అంటున్నాను. - నేను వాళ్లని వదిలేయడం లేదు. - అయితే, రేసు ఎప్పుడు? - వచ్చే వేసవిలో.","My cycling time and my running time aren't bad actually, but my swimming really needs work. And right now, I can't even imagine doing them all back-to-back. You know, there are less agonizing ways for you to avoid your family. - I'm just saying. - [inhales deeply] I'm not avoiding them. - So, when's the race? - Next summer."
"42","00:08:48,862","00:08:49,863","**[NO TELUGU MATCH FOUND]**","[sighs]"
"43","00:09:07,173","00:09:10,427","గురువారం చార్లీ స్కూలుకి కారు డ్రైవ్ చేశాడు.","**[NO ENGLISH MATCH FOUND]**"
"44","00:09:23,772","00:09:26,775","**[NO TELUGU MATCH FOUND]**","[breathes deeply]"
"45","00:09:44,501","00:09:47,504","**[NO TELUGU MATCH FOUND]**","[jazz music playing]"
"46","00:09:49,423","00:09:51,551","మరికాస్త వైన్, వేయాలా?","[Jason] More wine, right?"
"47","00:09:52,217","00:10:10,528","కానీ, అలా వేయకపోవడం పిచ్చితనం అవుతుంది. అందుకే నువ్వంటే నాకు ఇష్టం. ఎప్పుడూ ఎక్కువ వైన్ సీసాలు ఓపెన్ చేయమని చెబుతున్నందుకా? నా మీద నీకు ఉన్న అభిమానానికి అదేనా కారణం? అవును, కేవలం ఆ కారణంగానే మనం ఇంతకాలం ప్రేమించుకుంటున్నాం అనుకుంటా. - ఓహ్, అవునా? - అవును. ఇలా చూడండి. మీ ప్రేమలు చూస్తుంటే నాకు భయం వేస్తోంది. ఓహ్, అవునా?","Well, I think it would be foolish not to. Ah, that's why I love you. [chuckling] 'Cause I'm an advocate of opening more wine always? That's the source of your adoration for me? Yeah, I think that's the only reason we've made it this far. - Oh, yeah? - Yeah. Come on, guys. You're scarring me for life over here. - [Jason] Oh. - Oh, yeah?"
"48","00:10:11,196","00:10:13,030","నువ్వు కళ్లు మూసుకో.","Close your eyes. [chuckling]"
"49","00:10:14,072","00:10:16,159","- రెడ్ వైన్ తాగుదాం, హా? సరే. - సరే.","- Stick with red, huh? Yeah. - Yeah."
"50","00:10:17,618","00:10:18,619","**[NO TELUGU MATCH FOUND]**","[phone chimes]"
"51","00:10:19,746","00:10:21,539","రేయన్ హోల్డర్ - ఎక్కడ ఉన్నావు? నువ్వు వస్తున్నావా?","**[NO ENGLISH MATCH FOUND]**"
"52","00:10:21,539","00:10:22,874","నీ ఫోన్ బాగా మోగుతోంది.","[mom] Your phone's blowing up."
"53","00:10:23,415","00:10:30,549","- ఎవరది? - రేయన్, నువ్వు ఎక్కడ ఉన్నావని ఆరా తీస్తున్నాడా?","[sighs] Who is it? It's Ryan, and he's wondering where you are?"
"54","00:10:32,716","00:10:36,221","అయితే, పావియా పోటీని రేయన్ గెలిచాడు. - ఏంటి? - అవును.","So, Ryan won the Pavia. - What? - Yeah."
"55","00:10:37,513","00:10:57,492","- ఎప్పుడు? - నాకు ఈ రోజే తెలిసింది. అది చాలా గొప్ప విషయం, హా? అవును. పావియా గెలవడం చాలా పెద్ద విషయం. అవును. అంటే, నా ఉద్దేశం, తనకి పది లక్షల డాలర్లు బహుమతిగా ఇస్తారు, దానివల్ల గ్రాంట్ డబ్బులు, పారితోషికాలకు అవకాశాలు బాగా పెరుగుతాయి. మరి, అతను పార్టీకి ఆహ్వానించినప్పుడు నువ్వు ఎందుకు వెళ్లడం లేదు? ఈ రోజు మన ఫ్యామిలీ పార్టీ. తనని మరోసారి కలుస్తానని అతనికి చెప్పాను. సరే, సంవత్సరంలో యాభై రెండు వారాలూ ఫ్యామిలీ పార్టీలు ఉంటాయి.","- When? - [Jason] I found out today. It's pretty great, huh? Yeah. The Pavia's a huge deal. Yeah. Well, I mean, he gets a million dollars, and it opens up the floodgates for, you know, grant money and so on. So, why aren't you going to this thing that he invited you to? It's family night. I told him I'd catch up with him another time. Okay, it's also family night 52 nights a year."
"56","00:10:57,449","00:10:58,534","**[NO TELUGU MATCH FOUND]**","[Jason chuckles]"
"57","00:10:58,534","00:10:59,744","ఆ పార్టీ ఎక్కడ జరుగుతోంది?","Where is it happening?"
"58","00:11:01,161","00:11:04,791","విలేజ్ ట్యాప్. విలేజ్ ట్యాప్ లోనా? అవును.","The Village Tap. The Village Tap? [Jason] Yes."
"59","00:11:05,332","00:11:19,306","మన ఇంటికి దగ్గరలోనే అతను పార్టీ ఏర్పాటు చేశాడు. అతను నివాసం ఉండే ప్రదేశానికి అది దగ్గర కాదు. అతను అలా ఎందుకు చేసి ఉంటాడు? ఎందుకంటే తను దూరంగా ఏదైనా ప్రదేశాన్ని ఎంపిక చేస్తే, నేను వెళ్లనని అతనికి తెలుసు. అవును. అతను ప్రేమతో పిలిచాడు, నువ్వు మూర్ఖంగా ప్రవర్తించకు.","He picked a place around the corner from our house. It's nowhere near where he lives. Why do you think he did that? Because he knows that if he picks any place remotely far away, I'm not gonna show. Yeah. Said with love, don't be a dick."
"60","00:11:19,263","00:11:20,222","**[NO TELUGU MATCH FOUND]**","[chuckling]"
"61","00:11:21,014","00:11:25,353","నీకు ఇదంతా నవ్వులాటగా ఉంది కదా. నేను వెళ్లను. అతను నీకు ఎప్పుడూ సాయంగా ఉంటాడని నీకు తెలుసు.","I'm glad you're having a good time. No. You know he would show up for you."
"62","00:11:27,479","00:11:28,480","**[NO TELUGU MATCH FOUND]**","[sighs]"
"63","00:11:46,707","00:11:48,293","రేయన్ గెలిచినందుకు నీకు సంతోషంగా ఉందా?","Are you happy for Ryan?"
"64","00:11:49,042","00:11:50,378","సహజంగానే నేను సంతోషిస్తాను.","Of course I am."
"65","00:11:55,757","00:11:57,093","అయితే, వెళ్లి నీ సంతోషాన్ని అతనితో పంచుకో.","Okay, go show him."
"66","00:11:58,343","00:11:59,387","అలాగే.","Yeah."
"67","00:12:05,475","00:12:06,853","ఐ లవ్ యూ.","- [Jason sighs] - I love you."
"68","00:12:07,728","00:12:08,897","నేను కూడా నిన్ను ప్రేమిస్తున్నాను.","I love you too."
"69","00:12:39,427","00:12:45,308","విలేజ్ ట్యాప్","**[NO ENGLISH MATCH FOUND]**"
"70","00:12:45,349","00:12:47,351","**[NO TELUGU MATCH FOUND]**","[patrons chattering]"
"71","00:13:01,782","00:13:02,993","హేయ్.","Hey."
"72","00:13:03,450","00:13:05,620","- ఏంటి, బాబు. నిన్ను చూడటం సంతోషంగా ఉంది. - నిన్ను కూడా.","- Sup, man. Nice to see you. - You too."
"73","00:13:13,544","00:13:15,338","- అది ఎలా ఉంటుందంటే... - హేయ్.","- [Ryan] There's a similar s... - Hey."
"74","00:13:17,256","00:13:37,903","ఇలా రా. ఇలా రా... చెత్త. చాల్లే. నిన్ను కొట్టాలి, బాబు. ఇక్కడికి ఎందుకు వచ్చావు? డానియేలా నిన్ను బలవంతంగా పంపిందా? - నాకు తెలియదు. అది కాదు. - నీకు లంచం ఇచ్చిందా? తను ఏం చెప్పిందంటే, నువ్వు గనుక... మా ఇంటి దగ్గరలో నువ్వు పార్టీ చేసుకుంటున్నావంటే, అది బహుశా - నేను రావాలని గట్టిగా కోరుకుంటున్నావట. - అది సమంజసంగానే ఉంది. నేను గనుక ఈ పార్టీకి రాకపోతే, అప్పుడు నేను చెత్తవెధవని అట.","Get over here. Get... Ah, fuck. [Jason chuckling] Fuck you. Fuck you, man. Why are you here? Did Daniela force this? - I don't know. Not really. - Did she bribe you? She pointed out that if you, you know... You're having a little celebration at my local bar, then it's probably - a desperate plea for my attention. - That's fair. And if I didn't show up, I'd be a... an asshole."
"75","00:13:38,443","00:13:54,044","నీ భార్య చాలా అందమైన మేధావి, అందుకు ఆమెని నేను మెచ్చుకుంటాను. ఈ మనిషికి స్కాచ్ అంటే ఇష్టం. - తెలుసు. - తనకి తెలుసు. తనకి ఏం ఇస్తే బాగా సంతోషిస్తాడు? మీ దగ్గర అతి చక్కనిది ఏం ఉంది... - మీ దగ్గర చాలా మంచిది ఏం ఉంది? మెకాలన్. - మెకాలన్ రేర్ కాస్క్. సరే, ఆ బాటిల్ తీసుకురా. - ఇలా చూడు. నాకు వద్దు... - అలాగే.","Your wife is a beautiful genius, and I appreciate her. This man loves scotch. - [bartender] Oh. Oh, I know. [chuckles] - Oh, he knows. What can we do to bring him joy? What is the nicest... - The best one you have? Macallan. - Macallan Rare Cask. Yes, bring him the bottle. - Ah, come on. I don't... - Yes."
"76","00:13:54,585","00:14:08,141","- పూర్తి సీసానా? - కానీ, ఇది మరింత మజా కోసం. - సరే. మంచి ఎంపిక. - ఎంత ఎక్కువ తాగితే అంత మజా. - ఇదే నా దగ్గర ఉన్న చివరి సీసా. - థాంక్స్. సరైన సమయానికి వచ్చాం. - సరే, నేను ఒక్కడినే దాన్ని తాగుతాను. - దాని చప్పుడు విన్నావా? - ఇది మంచి స్కాచ్ అనడానికి ఇది నిదర్శనమా? - అది కేవలం బిరడా.","- The... The bottle? - Well, it's just more fun. - [bartender] Okay. Good choice. - More stuff is more fun. - [bartender] That's my last one. - Thanks. That is good timing. - [Jason] Yeah, I'll drink it alone. - Oh, did you hear that squeak? - Is that the sign of good scotch? - It's a cork."
"77","00:14:08,098","00:14:09,600","**[NO TELUGU MATCH FOUND]**","[both chuckling]"
"78","00:14:10,809","00:14:12,227","**[NO TELUGU MATCH FOUND]**","[sighs]"
"79","00:14:13,937","00:14:15,106","అభినందనలు.","Congratulations."
"80","00:14:16,064","00:14:39,630","నిన్ను కొంతమందికి పరిచయం చేయనా? అలాంటి వాళ్లని కలుసుకోవడం నీకు ఇష్టం ఉండదు, కానీ వాళ్లకి నీ గురించి తెలియాలని నా కోరిక. మిత్రులారా, ఇతను జేసన్. - హాయ్. క్లెయర్. మిమ్మల్ని కలవడం సంతోషం. - ఎడ్వర్డ్. ఐవన్. తనతో చాలాకాలంగా స్నేహం ఉండటం మీ అదృష్టం. ఆయన మెదడు పని చేసే తీరు చూస్తే ఆశ్చర్యం వేస్తుంది, కదా? నా ఉద్దేశం, అంటే, నేను మేధావిని అని నాకు తెలుసు, కానీ నా ఉద్దేశం, అంటే, ఆయన మాట్లాడుతుంటే, అది ఎలా ఉంటుందంటే...","Could I, uh, introduce you to a bunch of people? Mmm. Mmm. Mmm. Mmm. The kind you don't really wanna meet, but I want them to have an experience. Guys, this is Jason. - Hi. Claire. Nice to meet you. [chuckles] - Edward. Ivan. You are so lucky to have known him for so long. Crazy how his mind works, you know? I mean, like, I know I'm a genius, but I mean, like, when he talks, it's like... [exclaims, chuckles]"
"81","00:14:39,630","00:14:41,007","కానీ మీరు ఏం చేస్తుంటారు?","And what do you do?"
"82","00:14:41,965","00:14:46,179","- నేను లేక్మాంట్ లో ఫిజిక్స్ బోధిస్తాను. - తను ప్రొఫెసర్.","- Um, I teach physics at Lakemont. - [Ryan] He's a professor."
"83","00:14:47,221","00:14:48,223","లేక్మాంట్.","Lakemont."
"84","00:14:48,722","00:14:56,481","అవును. - అవును. - అలాగే. నేను రేయన్ ఫాన్ క్లబ్ లో సభ్యుడిని. - నేను ప్రేమతో నిన్ను ఊరడిస్తాను. - వావ్.","- Yeah. - [Claire] Oh. Oh. - [Ryan] Yes. - [Edward] All right. - I'm a member of the Ryan fan club. - [Claire chuckles] - I'm gonna smother you with my love. - [Ivan] Wow. [chuckles]"
"85","00:14:56,438","00:14:57,523","**[NO TELUGU MATCH FOUND]**","[Ryan grunts]"
"86","00:14:57,523","00:14:59,192","- రెడీనా? - ఇలా చూడు.","- [patron 1] Ready? - [patron 2] Come on."
"87","00:14:59,650","00:15:12,581","ఆ ప్రశంసాపత్రంలో ఏం రాశారు? నీకు గుర్తులేనట్లు మాత్రం నటించకు. ఏంటి పరాచికాలా? నేను అదంతా టాటూలా వేయించుకోబోతున్నాను: ""న్యూరోసైన్స్ రంగంలో విప్లవాత్మకమైన ప్రయోగాలు చేసినందుకు, స్మారక స్థితిని కలగడానికి కారణం ప్రీఫ్రెంటల్ కోర్టెక్స్ అని గుర్తించినందకు.""","What exactly was the citation again? And don't pretend you haven't memorized it. Are you kidding me? I'm gonna have it fucking tattooed: ""For his groundbreaking work in the field of neuroscience, and identifying the prefrontal cortex as a consciousness generator."""
"88","00:15:12,538","00:15:16,166","**[NO TELUGU MATCH FOUND]**","[imitating explosion, cheering]"
"89","00:15:16,166","00:15:17,251","**[NO TELUGU MATCH FOUND]**","[chuckles]"
"90","00:15:17,251","00:15:32,183","దేవుడా, నీకు నేను రుణపడి ఉన్నాను. ఆ నోట్స్ నాకు చాలా ఉపయోగపడ్డాయి. సరే, ఇలా రా. అది ఎలా ఉంటుంది? మనం సైంటిస్టులం. మనం జీవితాంతం అనామకంగా ఉంటూ పోరాడటానికీ ఇంకా అన్వేషణకీ సిద్ధపడతాం, కదా? మనం పెద్ద రాక్ స్టార్స్ గా వెలిగిపోవలసిన వాళ్లం.","God, I owe you. Those notes were essential. So, come on. What... What's... What's it like? We're scientists. We sign on to struggle and search our entire lives in anonymity, you know? We're supposed to be fucking rock stars."
"91","00:15:33,225","00:15:43,778","అభినందనలు. థాంక్యూ. హాయ్. మీరు కాసేపు తరువాత నన్ను అక్కడ కలుస్తారా? నేను కూడా వస్తాను. సరే.","Congratulations. Thank you. Thank you. Hi. Will you, uh... You gonna be over there later? - Mm-hmm. - Oh, so will I. Okay."
"92","00:15:45,028","00:15:47,616","థాంక్స్. సరే.","- [chuckles] - [Ryan] Thanks. Okay."
"93","00:15:50,075","00:15:52,662","నాకు తెలియదు.","[exhales deeply] I don't know."
"94","00:15:52,619","00:15:54,997","**[NO TELUGU MATCH FOUND]**","[stammers] I... [chuckles]"
"95","00:15:54,997","00:15:56,915","**[NO TELUGU MATCH FOUND]**","[both chuckling]"
"96","00:15:56,915","00:15:58,043","హేయ్.","[Ryan] Hey."
"97","00:15:58,584","00:16:03,215","నిన్ను చూడాలని ఉంది అని డానియేలా అన్నప్పుడు తను అబద్ధం చెప్పలేదు.","Daniela wasn't, uh, full of shit when she said I wanted to see you."
"98","00:16:04,464","00:16:05,508","నేను చెప్పాను.","I did."
"99","00:16:06,633","00:16:08,887","కానీ అది ఏదో విజయోత్సాహం పంచుకోవడం గురించి కాదు.","And it wasn't for some bullshit victory lap."
"100","00:16:11,305","00:16:14,892","ఆండ్రూ డేరబ్ గుర్తున్నాడా? ఆండ్రూ డేరబ్?","Remember Andrew Darab? - Andrew Darab? - Mmm."
"101","00:16:16,268","00:16:23,693","సంపన్నుడైన ఆండ్రూ, ""ఈ డార్మిటరీ నా స్థాయి కాదు"" అనేవాడు కదా? తనకీ, నాకూ మా అవసరాల కోసం పది కోట్ల డాలర్లు సిద్ధంగా ఉన్నాయి. ఇంకా ఈ రోజు తరువాత, ఆ నిధులు మూడింతలు పెరుగుతాయి.","Rich Andrew, ""I'm too good for this dorm""? He and I have a hundred million dollars in our war chest. And after today, it's gonna at least triple."
"102","00:16:26,695","00:16:31,076","- నిజంగానా? వావ్. - అవును. న్యూరోటెక్ కంపెనీ, కాబట్టి...","- Whoa. Really? Wow. - [Ryan] Yeah. Neurotech company, so..."
"103","00:16:32,451","00:16:33,452","**[NO TELUGU MATCH FOUND]**","[Jason] Oh."
"104","00:16:34,328","00:16:36,498","నువ్వు కూడా మాతో కలవాలని నా కోరిక, జే.","I want you to be a part of it, Jay."
"105","00:16:37,497","00:16:38,750","నువ్వు కూడా మాతో చేరాలి.","I want you to join us."
"106","00:16:39,791","00:16:53,972","హేయ్, ప్రతి రోజూ నువ్వు లేక్మాంట్ కాలేజీకి ఉత్సాహంగా వెళ్తుంటే గనుక, నన్ను మాట్లాడద్దని చెప్పు, నేను ఇంక ఆపేస్తాను. లేదు, నిన్ను మాట్లాడవద్దని చెప్పడం లేదు. ఎందుకంటే లేక్మాంట్ నీకు ఎంత జీతం ఇస్తున్నా, దాన్ని మించి ఇస్తాం. మంచి జీతం ఇస్తాం. అవును, అంటే, నా జీతం అంత ఎక్కువ కాదు.","Hey, if you're pinching yourself every morning on your way to Lakemont, then please tell me to fuck off, and I will. No. [stammers] No, I'm not telling you to fuck off. 'Cause whatever Lakemont's paying you, we will crush that. We'll smash it. Yeah, well, that's not hard. [sniffs]"
"107","00:16:57,935","00:17:00,105","అయితే మీరు ఇదంతా ఇక్కడ ఈ షికాగోలోనే చేస్తారా?","And you're doing all this in... in Chicago?"
